Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18986.8,   0.99655,    33.00, 9.22932E-006, 4.861E-008, 1.23938E-006, 6.528E-009, 3.71815E-006, 6.522E-009
"PPU_DUMA_11KV",    6151.74,   0.96865,    11.00, 3.19272E-006, 5.19E-008, 1.13273E-007, 1.841E-009, 3.3982E-007, 6.588E-009
"RPPLNGI2",    6215.32,   0.97866,    11.00, 3.22143E-006, 5.183E-008, 1.1275E-007, 1.814E-009, 3.38253E-007, 6.516E-009
"PDTJLNMASJID",    6263.38,   0.98623,    11.00, 3.24311E-006, 5.178E-008, 1.12554E-007, 1.797E-009, 3.37662E-007, 6.463E-009
"BELLA",    6295.59,    0.9913,    11.00, 3.25763E-006, 5.174E-008, 1.12515E-007, 1.787E-009, 3.37546E-007, 6.427E-009
"PSTPDGN",    6311.75,   0.99384,    11.00, 3.26491E-006, 5.173E-008, 1.12523E-007, 1.783E-009, 3.37571E-007, 6.409E-009
"PAMDRA",    6160.22,   0.96998,    11.00, 3.19661E-006, 5.189E-008, 1.13127E-007, 1.836E-009, 3.39384E-007, 6.579E-009
"DUMA4",    6188.47,   0.97443,    11.00, 3.20966E-006, 5.187E-008, 1.06858E-007, 1.727E-009, 3.20576E-007, 6.553E-009
"PLSDRA",    6248.94,   0.98395,    11.00, 3.23779E-006, 5.181E-008, 1.10342E-007, 1.766E-009, 3.31025E-007, 6.5E-009
"SSU_UPTWRES_IR1",    6256.17,   0.98509,    11.00, 3.24116E-006, 5.181E-008, 1.1063E-007, 1.768E-009, 3.31889E-007, 6.494E-009
"ATRIA_1",    6256.84,    0.9852,    11.00, 3.24033E-006, 5.179E-008, 1.11998E-007, 1.79E-009, 3.35994E-007, 6.473E-009
"HAWKER",    6273.84,   0.98787,    11.00, 3.24815E-006, 5.177E-008, 1.27042E-007, 2.025E-009, 3.81128E-007, 6.454E-009
"PRMTE",    6189.46,   0.97459,    11.00, 3.2103E-006, 5.187E-008, 1.15302E-007, 1.863E-009, 3.45905E-007, 6.553E-009
"PRMTA",    6196.97,   0.97577,    11.00, 3.21378E-006, 5.186E-008, 1.15531E-007, 1.864E-009, 3.46593E-007, 6.546E-009
"PMONTB",    6205.68,   0.97714,    11.00, 3.21781E-006, 5.185E-008, 1.16337E-007, 1.875E-009, 3.49012E-007, 6.538E-009
"DUMA7",    6178.69,   0.97289,    11.00, 3.19946E-006, 5.178E-008, 1.22716E-007, 1.986E-009, 3.68147E-007, 6.47E-009
"HAUS",    6240.99,    0.9827,    11.00, 3.21781E-006, 5.156E-008, 5.51301E-007, 8.834E-009, 1.6539E-006, 6.248E-009
"DUMA6",    6413.16,    1.0098,    11.00, 3.26163E-006, 5.086E-008, 2.22332E-006, 3.467E-008, 6.66995E-006, 5.551E-009
"DUMA13",    6573.37,     1.035,    11.00, 3.29768E-006, 5.017E-008, 4.03325E-006, 6.136E-008, 1.20997E-005, 4.865E-009
"SSU_DUMA5_IM2",    6591.95,     1.038,    11.00, 3.29975E-006, 5.006E-008, 4.05462E-006, 6.151E-008, 1.21639E-005, 4.755E-009
"PLNGI_B",    6196.82,   0.97575,    11.00, 3.21302E-006, 5.185E-008, 1.12426E-007, 1.814E-009, 3.3728E-007, 6.537E-009
"PLNGI_D",    6221.84,   0.97969,    11.00, 3.22429E-006, 5.182E-008, 1.11959E-007, 1.799E-009, 3.3588E-007, 6.508E-009
"PDTLITRAK",     6342.4,   0.99867,    11.00, 3.2808E-006, 5.173E-008, 1.12695E-007, 1.777E-009, 3.38086E-007, 6.41E-009
"DUMA12",    6419.94,    1.0109,    11.00, 3.31671E-006, 5.166E-008, 1.13015E-007, 1.76E-009, 3.39045E-007, 6.342E-009
"TMNGH4",    6496.39,    1.0229,    11.00, 3.35236E-006, 5.16E-008, 1.21817E-007, 1.875E-009, 3.65452E-007, 6.282E-009
"SSU_TMEGAH3_IR1",    6526.76,    1.0277,    11.00, 3.36657E-006, 5.158E-008, 1.30761E-007, 2.003E-009, 3.92282E-007, 6.259E-009
"TMNGH2",    6539.04,    1.0296,    11.00, 3.37232E-006, 5.157E-008, 1.35353E-007, 2.07E-009, 4.06058E-007, 6.25E-009
"SPRK9",    6283.24,   0.98935,    11.00, 3.25243E-006, 5.176E-008, 1.1298E-007, 1.798E-009, 3.3894E-007, 6.446E-009
"BOMBA",    6291.67,   0.99068,    11.00, 3.25626E-006, 5.176E-008, 1.12381E-007, 1.786E-009, 3.37145E-007, 6.437E-009
"SPRK8",    6312.73,     0.994,    11.00, 3.26588E-006, 5.173E-008, 1.1252E-007, 1.782E-009, 3.37561E-007, 6.417E-009
"SSU_UPTWRES_IM2",    6176.47,   0.97254,    11.00, 3.20401E-006, 5.187E-008, 1.08604E-007, 1.758E-009, 3.25814E-007, 6.562E-009
"MAYBANK",    6219.72,   0.97935,    11.00, 3.22375E-006, 5.183E-008, 1.08486E-007, 1.744E-009, 3.25457E-007, 6.517E-009
"DUMA8",    6228.11,   0.98067,    11.00, 3.22758E-006, 5.182E-008, 1.07654E-007, 1.729E-009, 3.22964E-007, 6.509E-009
"SSU_DSARCNTR_IR1",    6175.71,   0.97242,    11.00, 3.2035E-006, 5.187E-008, 1.12764E-007, 1.826E-009, 3.38295E-007, 6.56E-009
"DUMA9",     6273.6,   0.98784,    11.00, 3.24779E-006, 5.177E-008, 1.12287E-007, 1.79E-009, 3.36862E-007, 6.453E-009
"DUMA1",    6323.71,   0.99573,    11.00, 3.2704E-006, 5.172E-008, 1.12142E-007, 1.773E-009, 3.36429E-007, 6.398E-009
"ELITE",    6341.68,   0.99856,    11.00, 3.2785E-006, 5.17E-008, 1.12127E-007, 1.768E-009, 3.36384E-007, 6.379E-009
"DUMA10",     6251.9,   0.98442,    11.00, 3.23791E-006, 5.179E-008, 1.11798E-007, 1.788E-009, 3.35396E-007, 6.476E-009
"BALAIPOLIS",    6252.95,   0.98458,    11.00, 3.23839E-006, 5.179E-008, 1.11785E-007, 1.788E-009, 3.35355E-007, 6.475E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
