Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"BOMBA", 11, 1,    5920.85,  -34.9,   0.93229, 2,    5920.85, -154.9,   0.93229, 3,    5920.85,   85.1,   0.93229
"SPRK8", 11, 1,       5910,  -34.9,   0.93058, 2,       5910, -154.9,   0.93058, 3,       5910,   85.1,   0.93058
"SSU_UPTWRES_IM2", 11, 1,    6007.52,  -34.7,   0.94594, 2,    6007.52, -154.7,   0.94594, 3,    6007.52,   85.3,   0.94594
"MAYBANK", 11, 1,    5999.34,  -34.7,   0.94465, 2,    5999.34, -154.7,   0.94465, 3,    5999.34,   85.3,   0.94465
"DUMA8", 11, 1,    5998.06,  -34.7,   0.94445, 2,    5998.06, -154.7,   0.94445, 3,    5998.06,   85.3,   0.94445
"SSU_DSARCNTR_IR1", 11, 1,    6019.47,  -34.6,   0.94782, 2,    6019.47, -154.6,   0.94782, 3,    6019.47,   85.4,   0.94782
"DUMA9", 11, 1,    5969.78,  -34.8,      0.94, 2,    5969.78, -154.8,      0.94, 3,    5969.78,   85.2,      0.94
"DUMA1", 11, 1,    5948.87,  -34.8,    0.9367, 2,    5948.87, -154.8,    0.9367, 3,    5948.87,   85.2,    0.9367
"ELITE", 11, 1,    5941.41,  -34.9,   0.93553, 2,    5941.41, -154.9,   0.93553, 3,    5941.41,   85.1,   0.93553
"DUMA10", 11, 1,    5999.05,  -34.7,   0.94461, 2,    5999.05, -154.7,   0.94461, 3,    5999.05,   85.3,   0.94461
"BALAIPOLIS", 11, 1,    5998.82,  -34.7,   0.94457, 2,    5998.82, -154.7,   0.94457, 3,    5998.82,   85.3,   0.94457
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
