Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18886.7,    0.9913,    33.00, 9.22879E-006, 4.886E-008, 1.23939E-006, 6.562E-009, 3.71815E-006, 6.502E-009
"PPU_DUMA_11KV",     6021.4,   0.94812,    11.00, 3.11758E-006, 5.177E-008, 1.78863E-009, 2.97E-011, 5.36451E-009, 6.485E-009
"RPPLNGI2",    5983.64,   0.94218,    11.00, 3.0979E-006, 5.177E-008, 1.81492E-009, 3.033E-011, 5.44272E-009, 6.483E-009
"PDTJLNMASJID",    5955.39,   0.93773,    11.00, 3.08317E-006, 5.177E-008, 1.83824E-009, 3.087E-011, 5.51317E-009, 6.481E-009
"BELLA",    5936.59,   0.93477,    11.00, 3.07337E-006, 5.177E-008, 1.85591E-009, 3.126E-011, 5.56582E-009, 6.48E-009
"PSTPDGN",     5927.2,   0.93329,    11.00, 3.06847E-006, 5.177E-008, 1.86558E-009, 3.147E-011, 5.59435E-009, 6.48E-009
"PAMDRA",    6019.59,   0.94784,    11.00, 3.11664E-006, 5.177E-008, 1.78898E-009, 2.972E-011, 5.36462E-009, 6.485E-009
"DUMA4",    6013.13,   0.94682,    11.00, 3.11327E-006, 5.177E-008, 1.83057E-009, 3.044E-011, 5.49004E-009, 6.485E-009
"PLSDRA",    5996.48,    0.9442,    11.00, 3.10458E-006, 5.177E-008, 2.05622E-009, 3.429E-011, 6.16606E-009, 6.484E-009
"SSU_UPTWRES_IR1",    5990.77,    0.9433,    11.00, 3.10161E-006, 5.177E-008, 2.06598E-009, 3.449E-011, 6.19601E-009, 6.484E-009
"ATRIA_1",    5989.79,   0.94315,    11.00, 3.1011E-006, 5.177E-008, 1.80841E-009, 3.019E-011, 5.42332E-009, 6.483E-009
"HAWKER",    5983.33,   0.94213,    11.00, 3.09773E-006, 5.177E-008, 1.91791E-009, 3.205E-011, 5.75222E-009, 6.483E-009
"PRMTE",    5966.12,   0.93942,    11.00, 3.08876E-006, 5.177E-008, 2.54592E-009, 4.267E-011, 7.63574E-009, 6.482E-009
"PRMTA",    5958.06,   0.93815,    11.00, 3.08456E-006, 5.177E-008, 2.56416E-009, 4.304E-011, 7.69059E-009, 6.482E-009
