Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19113.3,    1.0032,    33.00, 9.30553E-006, 4.869E-008, 1.23939E-006, 6.484E-009, 3.71815E-006, 6.512E-009
"PPU_DUMA_11KV",    6341.18,   0.99848,    11.00, 3.28927E-006, 5.187E-008, 5.67443E-008, 8.949E-010, 1.70233E-007, 6.572E-009
"RPPLNGI2",    6406.36,    1.0087,    11.00, 3.3188E-006, 5.18E-008, 5.79115E-008, 9.04E-010, 1.73735E-007, 6.504E-009
"PDTJLNMASJID",    6455.38,    1.0165,    11.00, 3.34099E-006, 5.176E-008, 5.9055E-008, 9.148E-010, 1.77165E-007, 6.453E-009
"BELLA",    6488.11,    1.0216,    11.00, 3.3558E-006, 5.172E-008, 5.99345E-008, 9.238E-010, 1.79801E-007, 6.42E-009
"PSTPDGN",    6504.49,    1.0242,    11.00, 3.36322E-006, 5.171E-008, 6.04071E-008, 9.287E-010, 1.8122E-007, 6.403E-009
"PAMDRA",    6347.83,   0.99952,    11.00, 3.29232E-006, 5.187E-008, 5.68318E-008, 8.953E-010, 1.70495E-007, 6.566E-009
"DUMA4",    6370.25,    1.0031,    11.00, 3.30262E-006, 5.184E-008, 6.17615E-008, 9.695E-010, 1.85284E-007, 6.545E-009
"PLSDRA",    6420.02,    1.0109,    11.00, 3.3256E-006, 5.18E-008, 8.49906E-008, 1.324E-009, 2.5497E-007, 6.5E-009
"SSU_UPTWRES_IR1",    6428.31,    1.0122,    11.00, 3.32943E-006, 5.179E-008, 8.55089E-008, 1.33E-009, 2.56525E-007, 6.493E-009
"ATRIA_1",    6429.69,    1.0124,    11.00, 3.32941E-006, 5.178E-008, 5.8423E-008, 9.086E-010, 1.75267E-007, 6.481E-009
"HAWKER",     6444.9,    1.0148,    11.00, 3.33635E-006, 5.177E-008, 7.2127E-008, 1.119E-009, 2.16381E-007, 6.465E-009
"PRMTE",    6400.65,    1.0078,    11.00, 3.31667E-006, 5.182E-008, 7.82993E-008, 1.223E-009, 2.34896E-007, 6.517E-009
"PRMTA",    6410.62,    1.0094,    11.00, 3.32126E-006, 5.181E-008, 7.88842E-008, 1.231E-009, 2.36651E-007, 6.508E-009
"PMONTB",    6418.51,    1.0107,    11.00, 3.3249E-006, 5.18E-008, 8.32528E-008, 1.297E-009, 2.49756E-007, 6.501E-009
"DUMA7",    6365.38,    1.0023,    11.00, 3.30001E-006, 5.184E-008, 5.76164E-008, 9.052E-010, 1.7285E-007, 6.543E-009
"HAUS",    6413.81,    1.0099,    11.00, 3.32149E-006, 5.179E-008, 1.03861E-007, 1.619E-009, 3.11582E-007, 6.486E-009
"DUMA6",    6546.01,    1.0307,    11.00, 3.37973E-006, 5.163E-008, 3.36093E-007, 5.134E-009, 1.00828E-006, 6.329E-009
"DUMA13",    6665.65,    1.0496,    11.00, 3.43208E-006, 5.149E-008, 5.78189E-007, 8.674E-009, 1.73456E-006, 6.187E-009
"SSU_DUMA5_IM2",     6681.6,    1.0521,    11.00, 3.43901E-006, 5.147E-008, 5.81293E-007, 8.7E-009, 1.74387E-006, 6.167E-009
