Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PLNGI_B",    6374.48,    1.0037,    11.00, 3.30432E-006, 5.184E-008, 5.72276E-008, 8.978E-010, 1.71684E-007, 6.537E-009
"PLNGI_D",    6391.16,    1.0063,    11.00, 3.31186E-006, 5.182E-008, 5.75116E-008, 8.999E-010, 1.72534E-007, 6.519E-009
"PDTLITRAK",    6499.42,    1.0234,    11.00, 3.36201E-006, 5.173E-008, 6.06335E-008, 9.329E-010, 1.81901E-007, 6.425E-009
"DUMA12",    6563.35,    1.0335,    11.00, 3.39144E-006, 5.167E-008, 6.27762E-008, 9.565E-010, 1.88326E-007, 6.369E-009
"TMNGH4",    6623.49,    1.0429,    11.00, 3.41928E-006, 5.162E-008, 9.02903E-008, 1.363E-009, 2.70869E-007, 6.32E-009
"SSU_TMEGAH3_IR1",    6647.53,    1.0467,    11.00, 3.43043E-006, 5.16E-008, 1.05118E-007, 1.581E-009, 3.15351E-007, 6.3E-009
"TMNGH2",    6657.94,    1.0484,    11.00, 3.43527E-006, 5.16E-008, 1.11892E-007, 1.681E-009, 3.35672E-007, 6.292E-009
"SPRK9",    6487.27,    1.0215,    11.00, 3.35569E-006, 5.173E-008, 5.99691E-008, 9.244E-010, 1.79907E-007, 6.425E-009
"BOMBA",    6495.46,    1.0228,    11.00, 3.35943E-006, 5.172E-008, 6.17926E-008, 9.513E-010, 1.85376E-007, 6.417E-009
"SPRK8",    6515.92,     1.026,    11.00, 3.36877E-006, 5.17E-008, 6.87349E-008, 1.055E-009, 2.06202E-007, 6.398E-009
"SSU_UPTWRES_IM2",    6366.06,    1.0024,    11.00, 3.30061E-006, 5.185E-008, 6.14681E-008, 9.656E-010, 1.84404E-007, 6.547E-009
"MAYBANK",     6399.3,    1.0076,    11.00, 3.31576E-006, 5.181E-008, 6.27777E-008, 9.81E-010, 1.88332E-007, 6.514E-009
"DUMA8",    6405.54,    1.0086,    11.00, 3.31861E-006, 5.181E-008, 6.49363E-008, 1.014E-009, 1.94808E-007, 6.508E-009
"SSU_DSARCNTR_IR1",    6357.93,    1.0011,    11.00, 3.29684E-006, 5.185E-008, 5.69639E-008, 8.959E-010, 1.70892E-007, 6.554E-009
"DUMA9",    6453.15,    1.0161,    11.00, 3.34001E-006, 5.176E-008, 5.90454E-008, 9.15E-010, 1.77135E-007, 6.456E-009
"DUMA1",    6498.86,    1.0233,    11.00, 3.36071E-006, 5.171E-008, 6.02984E-008, 9.278E-010, 1.80895E-007, 6.41E-009
"ELITE",    6515.21,    1.0259,    11.00, 3.36811E-006, 5.17E-008, 6.0787E-008, 9.33E-010, 1.8236E-007, 6.393E-009
"DUMA10",    6420.47,     1.011,    11.00, 3.32515E-006, 5.179E-008, 5.8141E-008, 9.056E-010, 1.74422E-007, 6.489E-009
"BALAIPOLIS",     6421.3,    1.0111,    11.00, 3.32553E-006, 5.179E-008, 5.81582E-008, 9.057E-010, 1.74474E-007, 6.488E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
