Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"BOMBA", 11, 1,    6495.46,  -19.6,    1.0228, 2,    6495.46, -139.6,    1.0228, 3,    6495.46,  100.4,    1.0228
"SPRK8", 11, 1,    6515.92,  -19.5,     1.026, 2,    6515.92, -139.5,     1.026, 3,    6515.92,  100.5,     1.026
"SSU_UPTWRES_IM2", 11, 1,    6366.06,  -20.6,    1.0024, 2,    6366.06, -140.6,    1.0024, 3,    6366.06,   99.4,    1.0024
"MAYBANK", 11, 1,     6399.3,  -20.3,    1.0076, 2,     6399.3, -140.3,    1.0076, 3,     6399.3,   99.7,    1.0076
"DUMA8", 11, 1,    6405.54,  -20.3,    1.0086, 2,    6405.54, -140.3,    1.0086, 3,    6405.54,   99.7,    1.0086
"SSU_DSARCNTR_IR1", 11, 1,    6357.93,  -20.7,    1.0011, 2,    6357.93, -140.7,    1.0011, 3,    6357.93,   99.3,    1.0011
"DUMA9", 11, 1,    6453.15,  -19.9,    1.0161, 2,    6453.15, -139.9,    1.0161, 3,    6453.15,  100.1,    1.0161
"DUMA1", 11, 1,    6498.86,  -19.5,    1.0233, 2,    6498.86, -139.5,    1.0233, 3,    6498.86,  100.5,    1.0233
"ELITE", 11, 1,    6515.21,  -19.4,    1.0259, 2,    6515.21, -139.4,    1.0259, 3,    6515.21,  100.6,    1.0259
"DUMA10", 11, 1,    6420.47,  -20.2,     1.011, 2,    6420.47, -140.2,     1.011, 3,    6420.47,   99.8,     1.011
"BALAIPOLIS", 11, 1,     6421.3,  -20.2,    1.0111, 2,     6421.3, -140.2,    1.0111, 3,     6421.3,   99.8,    1.0111
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
