Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19113.3,    2.1,    1.0032, 2,    19113.3, -117.9,    1.0032, 3,    19113.3,  122.1,    1.0032
"PPU_DUMA_11KV", 11, 1,    6341.18,  -20.9,   0.99848, 2,    6341.18, -140.9,   0.99848, 3,    6341.18,   99.1,   0.99848
"RPPLNGI2", 11, 1,    6406.36,  -20.3,    1.0087, 2,    6406.36, -140.3,    1.0087, 3,    6406.36,   99.7,    1.0087
"PDTJLNMASJID", 11, 1,    6455.38,  -19.9,    1.0165, 2,    6455.38, -139.9,    1.0165, 3,    6455.38,  100.1,    1.0165
"BELLA", 11, 1,    6488.11,  -19.6,    1.0216, 2,    6488.11, -139.6,    1.0216, 3,    6488.11,  100.4,    1.0216
"PSTPDGN", 11, 1,    6504.49,  -19.5,    1.0242, 2,    6504.49, -139.5,    1.0242, 3,    6504.49,  100.5,    1.0242
"PAMDRA", 11, 1,    6347.83,  -20.8,   0.99952, 2,    6347.83, -140.8,   0.99952, 3,    6347.83,   99.2,   0.99952
"DUMA4", 11, 1,    6370.25,  -20.7,    1.0031, 2,    6370.25, -140.7,    1.0031, 3,    6370.25,   99.3,    1.0031
"PLSDRA", 11, 1,    6420.02,  -20.5,    1.0109, 2,    6420.02, -140.5,    1.0109, 3,    6420.02,   99.5,    1.0109
"SSU_UPTWRES_IR1", 11, 1,    6428.31,  -20.4,    1.0122, 2,    6428.31, -140.4,    1.0122, 3,    6428.31,   99.6,    1.0122
"ATRIA_1", 11, 1,    6429.69,  -20.1,    1.0124, 2,    6429.69, -140.1,    1.0124, 3,    6429.69,   99.9,    1.0124
"HAWKER", 11, 1,     6444.9,  -19.6,    1.0148, 2,     6444.9, -139.6,    1.0148, 3,     6444.9,  100.4,    1.0148
"PRMTE", 11, 1,    6400.65,  -20.3,    1.0078, 2,    6400.65, -140.3,    1.0078, 3,    6400.65,   99.7,    1.0078
"PRMTA", 11, 1,    6410.62,  -20.2,    1.0094, 2,    6410.62, -140.2,    1.0094, 3,    6410.62,   99.8,    1.0094
"PMONTB", 11, 1,    6418.51,  -20.2,    1.0107, 2,    6418.51, -140.2,    1.0107, 3,    6418.51,   99.8,    1.0107
"DUMA7", 11, 1,    6365.38,  -20.7,    1.0023, 2,    6365.38, -140.7,    1.0023, 3,    6365.38,   99.3,    1.0023
"HAUS", 11, 1,    6413.81,  -20.5,    1.0099, 2,    6413.81, -140.5,    1.0099, 3,    6413.81,   99.5,    1.0099
"DUMA6", 11, 1,    6546.01,  -20.0,    1.0307, 2,    6546.01, -140.0,    1.0307, 3,    6546.01,  100.0,    1.0307
"DUMA13", 11, 1,    6665.65,  -19.6,    1.0496, 2,    6665.65, -139.6,    1.0496, 3,    6665.65,  100.4,    1.0496
"SSU_DUMA5_IM2", 11, 1,     6681.6,  -19.5,    1.0521, 2,     6681.6, -139.5,    1.0521, 3,     6681.6,  100.5,    1.0521
"PLNGI_B", 11, 1,    6374.48,  -20.6,    1.0037, 2,    6374.48, -140.6,    1.0037, 3,    6374.48,   99.4,    1.0037
"PLNGI_D", 11, 1,    6391.16,  -20.5,    1.0063, 2,    6391.16, -140.5,    1.0063, 3,    6391.16,   99.5,    1.0063
"PDTLITRAK", 11, 1,    6499.42,  -19.5,    1.0234, 2,    6499.42, -139.5,    1.0234, 3,    6499.42,  100.5,    1.0234
"DUMA12", 11, 1,    6563.35,  -19.0,    1.0335, 2,    6563.35, -139.0,    1.0335, 3,    6563.35,  101.0,    1.0335
"TMNGH4", 11, 1,    6623.49,  -18.8,    1.0429, 2,    6623.49, -138.8,    1.0429, 3,    6623.49,  101.2,    1.0429
"SSU_TMEGAH3_IR1", 11, 1,    6647.53,  -18.7,    1.0467, 2,    6647.53, -138.7,    1.0467, 3,    6647.53,  101.3,    1.0467
"TMNGH2", 11, 1,    6657.94,  -18.6,    1.0484, 2,    6657.94, -138.6,    1.0484, 3,    6657.94,  101.4,    1.0484
"SPRK9", 11, 1,    6487.27,  -19.6,    1.0215, 2,    6487.27, -139.6,    1.0215, 3,    6487.27,  100.4,    1.0215
