Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PAMDRA",    6289.49,   0.99034,    11.00, 3.26269E-006, 5.188E-008, 2.14477E-008, 3.41E-010, 6.43429E-008, 6.583E-009
"DUMA4",    6305.99,   0.99294,    11.00, 3.27025E-006, 5.186E-008, 2.81735E-008, 4.468E-010, 8.45189E-008, 6.567E-009
"PLSDRA",    6340.44,   0.99836,    11.00, 3.28609E-006, 5.183E-008, 5.31018E-008, 8.375E-010, 1.59304E-007, 6.535E-009
"PRMTE",    6291.61,   0.99067,    11.00, 3.26374E-006, 5.187E-008, 4.17346E-008, 6.633E-010, 1.25202E-007, 6.582E-009
"PRMTA",    6293.93,   0.99104,    11.00, 3.26481E-006, 5.187E-008, 4.21212E-008, 6.692E-010, 1.26361E-007, 6.58E-009
"PMONTB",    6298.49,   0.99176,    11.00, 3.2669E-006, 5.187E-008, 4.52267E-008, 7.181E-010, 1.35678E-007, 6.575E-009
"PLNGI_B",    6312.07,   0.99389,    11.00, 3.27286E-006, 5.185E-008, 2.17016E-008, 3.438E-010, 6.51044E-008, 6.559E-009
"PLNGI_D",    6328.27,   0.99644,    11.00, 3.28018E-006, 5.183E-008, 2.18994E-008, 3.461E-010, 6.56987E-008, 6.541E-009
"SPRK9",    6341.23,   0.99849,    11.00, 3.28612E-006, 5.182E-008, 2.4935E-008, 3.932E-010, 7.48043E-008, 6.528E-009
"BOMBA",    6345.41,   0.99914,    11.00, 3.28802E-006, 5.182E-008, 2.71547E-008, 4.279E-010, 8.14627E-008, 6.524E-009
"SPRK8",    6355.84,    1.0008,    11.00, 3.29276E-006, 5.181E-008, 3.42391E-008, 5.387E-010, 1.02716E-007, 6.513E-009
"SSU_DSARCNTR_IR1",    6299.56,   0.99192,    11.00, 3.26721E-006, 5.186E-008, 2.14852E-008, 3.411E-010, 6.44554E-008, 6.572E-009
"DUMA10",    6343.43,   0.99883,    11.00, 3.28707E-006, 5.182E-008, 2.26149E-008, 3.565E-010, 6.78441E-008, 6.526E-009
"BALAIPOLIS",    6344.05,   0.99893,    11.00, 3.28735E-006, 5.182E-008, 2.26331E-008, 3.568E-010, 6.78979E-008, 6.525E-009
"SSU_UPTWRES_IR1",    6343.37,   0.99882,    11.00, 3.28744E-006, 5.182E-008, 5.34815E-008, 8.431E-010, 1.60443E-007, 6.532E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
