Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SSU_TMEGAH3_IR1", 11, 1,    6472.43,  -22.0,    1.0191, 2,    6472.43, -142.0,    1.0191, 3,    6472.43,   98.0,    1.0191
"TMNGH2", 11, 1,    6479.47,  -22.0,    1.0203, 2,    6479.47, -142.0,    1.0203, 3,    6479.47,   98.0,    1.0203
"SSU_UPTWRES_IM2", 11, 1,    6261.18,  -23.9,   0.98588, 2,    6261.18, -143.9,   0.98588, 3,    6261.18,   96.1,   0.98588
"MAYBANK", 11, 1,    6287.13,  -23.7,   0.98997, 2,    6287.13, -143.7,   0.98997, 3,    6287.13,   96.3,   0.98997
"DUMA8", 11, 1,    6292.25,  -23.7,   0.99077, 2,    6292.25, -143.7,   0.99077, 3,    6292.25,   96.3,   0.99077
"DUMA9", 11, 1,    6314.39,  -23.3,   0.99426, 2,    6314.39, -143.3,   0.99426, 3,    6314.39,   96.7,   0.99426
"DUMA1", 11, 1,     6341.1,  -22.9,   0.99846, 2,     6341.1, -142.9,   0.99846, 3,     6341.1,   97.1,   0.99846
"ELITE", 11, 1,    6350.67,  -22.8,   0.99997, 2,    6350.67, -142.8,   0.99997, 3,    6350.67,   97.2,   0.99997
"PAMDRA", 11, 1,    6289.49,  -25.5,   0.99034, 2,    6289.49, -145.5,   0.99034, 3,    6289.49,   94.5,   0.99034
"DUMA4", 11, 1,    6305.99,  -25.4,   0.99294, 2,    6305.99, -145.4,   0.99294, 3,    6305.99,   94.6,   0.99294
"PLSDRA", 11, 1,    6340.44,  -25.2,   0.99836, 2,    6340.44, -145.2,   0.99836, 3,    6340.44,   94.8,   0.99836
"PRMTE", 11, 1,    6291.61,  -25.1,   0.99067, 2,    6291.61, -145.1,   0.99067, 3,    6291.61,   94.9,   0.99067
"PRMTA", 11, 1,    6293.93,  -25.0,   0.99104, 2,    6293.93, -145.0,   0.99104, 3,    6293.93,   95.0,   0.99104
"PMONTB", 11, 1,    6298.49,  -25.0,   0.99176, 2,    6298.49, -145.0,   0.99176, 3,    6298.49,   95.0,   0.99176
"PLNGI_B", 11, 1,    6312.07,  -25.3,   0.99389, 2,    6312.07, -145.3,   0.99389, 3,    6312.07,   94.7,   0.99389
"PLNGI_D", 11, 1,    6328.27,  -25.1,   0.99644, 2,    6328.27, -145.1,   0.99644, 3,    6328.27,   94.9,   0.99644
"SPRK9", 11, 1,    6341.23,  -24.5,   0.99849, 2,    6341.23, -144.5,   0.99849, 3,    6341.23,   95.5,   0.99849
"BOMBA", 11, 1,    6345.41,  -24.5,   0.99914, 2,    6345.41, -144.5,   0.99914, 3,    6345.41,   95.5,   0.99914
"SPRK8", 11, 1,    6355.84,  -24.4,    1.0008, 2,    6355.84, -144.4,    1.0008, 3,    6355.84,   95.6,    1.0008
"SSU_DSARCNTR_IR1", 11, 1,    6299.56,  -25.4,   0.99192, 2,    6299.56, -145.4,   0.99192, 3,    6299.56,   94.6,   0.99192
"DUMA10", 11, 1,    6343.43,  -24.9,   0.99883, 2,    6343.43, -144.9,   0.99883, 3,    6343.43,   95.1,   0.99883
"BALAIPOLIS", 11, 1,    6344.05,  -24.9,   0.99893, 2,    6344.05, -144.9,   0.99893, 3,    6344.05,   95.1,   0.99893
"SSU_UPTWRES_IR1", 11, 1,    6343.37,  -25.1,   0.99882, 2,    6343.37, -145.1,   0.99882, 3,    6343.37,   94.9,   0.99882
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
