Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19059.9,    3.1,    1.0004, 2,    19059.9, -116.9,    1.0004, 3,    19059.9,  123.1,    1.0004
"PPU_DUMA_11KV", 11, 1,     6261.1,  -16.2,   0.98587, 2,     6261.1, -136.2,   0.98587, 3,     6261.1,  103.8,   0.98587
"RPPLNGI2", 11, 1,    6358.53,  -15.3,    1.0012, 2,    6358.53, -135.3,    1.0012, 3,    6358.53,  104.7,    1.0012
"PDTJLNMASJID", 11, 1,    6431.89,  -14.7,    1.0128, 2,    6431.89, -134.7,    1.0128, 3,    6431.89,  105.3,    1.0128
"BELLA", 11, 1,    6480.92,  -14.3,    1.0205, 2,    6480.92, -134.3,    1.0205, 3,    6480.92,  105.7,    1.0205
"PSTPDGN", 11, 1,    6505.48,  -14.1,    1.0243, 2,    6505.48, -134.1,    1.0243, 3,    6505.48,  105.9,    1.0243
"PAMDRA", 11, 1,    6271.14,  -16.1,   0.98745, 2,    6271.14, -136.1,   0.98745, 3,    6271.14,  103.9,   0.98745
"DUMA4", 11, 1,    6304.99,  -15.9,   0.99278, 2,    6304.99, -135.9,   0.99278, 3,    6304.99,  104.1,   0.99278
"PLSDRA", 11, 1,    6380.05,  -15.6,    1.0046, 2,    6380.05, -135.6,    1.0046, 3,    6380.05,  104.4,    1.0046
"SSU_UPTWRES_IR1", 11, 1,    6392.55,  -15.5,    1.0066, 2,    6392.55, -135.5,    1.0066, 3,    6392.55,  104.5,    1.0066
"ATRIA_1", 11, 1,    6393.76,  -15.0,    1.0068, 2,    6393.76, -135.0,    1.0068, 3,    6393.76,  105.0,    1.0068
"HAWKER", 11, 1,    6416.43,  -14.2,    1.0103, 2,    6416.43, -134.2,    1.0103, 3,    6416.43,  105.8,    1.0103
"PRMTE", 11, 1,     6350.6,  -15.3,   0.99996, 2,     6350.6, -135.3,   0.99996, 3,     6350.6,  104.7,   0.99996
"PRMTA", 11, 1,    6365.65,  -15.1,    1.0023, 2,    6365.65, -135.1,    1.0023, 3,    6365.65,  104.9,    1.0023
"PMONTB", 11, 1,    6377.56,  -15.1,    1.0042, 2,    6377.56, -135.1,    1.0042, 3,    6377.56,  104.9,    1.0042
"DUMA7", 11, 1,    6297.13,  -15.9,   0.99154, 2,    6297.13, -135.9,   0.99154, 3,    6297.13,  104.1,   0.99154
"HAUS", 11, 1,    6369.25,  -15.6,    1.0029, 2,    6369.25, -135.6,    1.0029, 3,    6369.25,  104.4,    1.0029
"DUMA6", 11, 1,     6565.4,  -14.9,    1.0338, 2,     6565.4, -134.9,    1.0338, 3,     6565.4,  105.1,    1.0338
"DUMA13", 11, 1,    6742.56,  -14.3,    1.0617, 2,    6742.56, -134.3,    1.0617, 3,    6742.56,  105.7,    1.0617
"SSU_DUMA5_IM2", 11, 1,    6766.18,  -14.1,    1.0654, 2,    6766.18, -134.1,    1.0654, 3,    6766.18,  105.9,    1.0654
"PLNGI_B", 11, 1,    6311.44,  -15.8,   0.99379, 2,    6311.44, -135.8,   0.99379, 3,    6311.44,  104.2,   0.99379
"PLNGI_D", 11, 1,    6336.64,  -15.6,   0.99776, 2,    6336.64, -135.6,   0.99776, 3,    6336.64,  104.4,   0.99776
"PDTLITRAK", 11, 1,    6494.37,  -14.1,    1.0226, 2,    6494.37, -134.1,    1.0226, 3,    6494.37,  105.9,    1.0226
"DUMA12", 11, 1,    6589.11,  -13.3,    1.0375, 2,    6589.11, -133.3,    1.0375, 3,    6589.11,  106.7,    1.0375
"TMNGH4", 11, 1,    6678.41,  -13.0,    1.0516, 2,    6678.41, -133.0,    1.0516, 3,    6678.41,  107.0,    1.0516
"SSU_TMEGAH3_IR1", 11, 1,    6714.09,  -12.9,    1.0572, 2,    6714.09, -132.9,    1.0572, 3,    6714.09,  107.1,    1.0572
"TMNGH2", 11, 1,    6729.54,  -12.8,    1.0596, 2,    6729.54, -132.8,    1.0596, 3,    6729.54,  107.2,    1.0596
"SPRK9", 11, 1,    6479.05,  -14.3,    1.0202, 2,    6479.05, -134.3,    1.0202, 3,    6479.05,  105.7,    1.0202
"BOMBA", 11, 1,    6491.33,  -14.3,    1.0221, 2,    6491.33, -134.3,    1.0221, 3,    6491.33,  105.7,    1.0221
"SPRK8", 11, 1,    6521.99,  -14.1,    1.0269, 2,    6521.99, -134.1,    1.0269, 3,    6521.99,  105.9,    1.0269
"SSU_UPTWRES_IM2", 11, 1,    6298.62,  -15.8,   0.99178, 2,    6298.62, -135.8,   0.99178, 3,    6298.62,  104.2,   0.99178
"MAYBANK", 11, 1,     6348.8,  -15.4,   0.99968, 2,     6348.8, -135.4,   0.99968, 3,     6348.8,  104.6,   0.99968
"DUMA8", 11, 1,    6358.23,  -15.3,    1.0012, 2,    6358.23, -135.3,    1.0012, 3,    6358.23,  104.7,    1.0012
"SSU_DSARCNTR_IR1", 11, 1,    6286.51,  -16.0,   0.98987, 2,    6286.51, -136.0,   0.98987, 3,    6286.51,  104.0,   0.98987
"DUMA9", 11, 1,    6428.11,  -14.7,    1.0122, 2,    6428.11, -134.7,    1.0122, 3,    6428.11,  105.3,    1.0122
"DUMA1", 11, 1,     6496.5,  -14.2,    1.0229, 2,     6496.5, -134.2,    1.0229, 3,     6496.5,  105.8,    1.0229
"ELITE", 11, 1,       6521,  -14.0,    1.0268, 2,       6521, -134.0,    1.0268, 3,       6521,  106.0,    1.0268
"DUMA10", 11, 1,    6380.44,  -15.2,    1.0047, 2,    6380.44, -135.2,    1.0047, 3,    6380.44,  104.8,    1.0047
"BALAIPOLIS", 11, 1,    6381.69,  -15.2,    1.0049, 2,    6381.69, -135.2,    1.0049, 3,    6381.69,  104.8,    1.0049
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
