Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PLNGI_B",    6321.95,   0.99545,    11.00, 3.27596E-006, 5.182E-008, 3.67388E-008, 5.811E-010, 1.10216E-007, 6.521E-009
"PLNGI_D",    6346.48,   0.99931,    11.00, 3.28702E-006, 5.179E-008, 3.71593E-008, 5.855E-010, 1.11476E-007, 6.495E-009
"SPRK9",    6406.84,    1.0088,    11.00, 3.31465E-006, 5.174E-008, 4.17751E-008, 6.52E-010, 1.25323E-007, 6.436E-009
"BOMBA",    6415.11,    1.0101,    11.00, 3.31841E-006, 5.173E-008, 4.54729E-008, 7.088E-010, 1.36417E-007, 6.427E-009
"SPRK8",    6435.77,    1.0134,    11.00, 3.32784E-006, 5.171E-008, 5.76506E-008, 8.958E-010, 1.72951E-007, 6.408E-009
"SSU_DSARCNTR_IR1",    6301.24,   0.99219,    11.00, 3.26662E-006, 5.184E-008, 3.63302E-008, 5.766E-010, 1.0899E-007, 6.543E-009
"DUMA10",       6376,     1.004,    11.00, 3.30041E-006, 5.176E-008, 3.83052E-008, 6.008E-010, 1.14914E-007, 6.464E-009
"BALAIPOLIS",    6377.03,    1.0041,    11.00, 3.30087E-006, 5.176E-008, 3.83364E-008, 6.012E-010, 1.15009E-007, 6.463E-009
"SSU_UPTWRES_IR1",    6380.15,    1.0046,    11.00, 3.30339E-006, 5.178E-008, 8.95836E-008, 1.404E-009, 2.68748E-007, 6.478E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
