Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19028.2,    2.6,   0.99872, 2,    19028.2, -117.4,   0.99872, 3,    19028.2,  122.6,   0.99872
"PPU_DUMA_11KV_A", 11, 1,    6277.75,  -22.5,   0.98849, 2,    6277.75, -142.5,   0.98849, 3,    6277.75,   97.5,   0.98849
"PPU_DUMA_11KV_B", 11, 1,    6221.78,  -20.2,   0.97968, 2,    6221.78, -140.2,   0.97968, 3,    6221.78,   99.8,   0.97968
"RPPLNGI2", 11, 1,    6284.71,  -19.5,   0.98958, 2,    6284.71, -139.5,   0.98958, 3,    6284.71,  100.5,   0.98958
"PDTJLNMASJID", 11, 1,    6332.27,  -18.9,   0.99707, 2,    6332.27, -138.9,   0.99707, 3,    6332.27,  101.1,   0.99707
"BELLA", 11, 1,    6364.14,  -18.5,    1.0021, 2,    6364.14, -138.5,    1.0021, 3,    6364.14,  101.5,    1.0021
"PSTPDGN", 11, 1,    6380.13,  -18.3,    1.0046, 2,    6380.13, -138.3,    1.0046, 3,    6380.13,  101.7,    1.0046
"ATRIA_1", 11, 1,    6325.79,  -19.1,   0.99605, 2,    6325.79, -139.1,   0.99605, 3,    6325.79,  100.9,   0.99605
"HAWKER", 11, 1,    6342.62,  -18.3,    0.9987, 2,    6342.62, -138.3,    0.9987, 3,    6342.62,  101.7,    0.9987
"DUMA7", 11, 1,    6248.47,  -19.9,   0.98388, 2,    6248.47, -139.9,   0.98388, 3,    6248.47,  100.1,   0.98388
"HAUS", 11, 1,    6310.14,  -19.6,   0.99359, 2,    6310.14, -139.6,   0.99359, 3,    6310.14,  100.4,   0.99359
"DUMA6", 11, 1,    6480.61,  -18.9,    1.0204, 2,    6480.61, -138.9,    1.0204, 3,    6480.61,  101.1,    1.0204
"DUMA13", 11, 1,    6639.25,  -18.2,    1.0454, 2,    6639.25, -138.2,    1.0454, 3,    6639.25,  101.8,    1.0454
"SSU_DUMA5_IM2", 11, 1,    6657.65,  -18.0,    1.0483, 2,    6657.65, -138.0,    1.0483, 3,    6657.65,  102.0,    1.0483
"PDTLITRAK", 11, 1,    6410.65,  -18.2,    1.0094, 2,    6410.65, -138.2,    1.0094, 3,    6410.65,  101.8,    1.0094
"DUMA12", 11, 1,    6487.42,  -17.5,    1.0215, 2,    6487.42, -137.5,    1.0215, 3,    6487.42,  102.5,    1.0215
"TMNGH4", 11, 1,    6563.11,  -17.1,    1.0334, 2,    6563.11, -137.1,    1.0334, 3,    6563.11,  102.9,    1.0334
"SSU_TMEGAH3_IR1", 11, 1,    6593.18,  -17.0,    1.0382, 2,    6593.18, -137.0,    1.0382, 3,    6593.18,  103.0,    1.0382
"TMNGH2", 11, 1,    6605.33,  -16.9,    1.0401, 2,    6605.33, -136.9,    1.0401, 3,    6605.33,  103.1,    1.0401
"SSU_UPTWRES_IM2", 11, 1,    6246.25,  -19.9,   0.98353, 2,    6246.25, -139.9,   0.98353, 3,    6246.25,  100.1,   0.98353
"MAYBANK", 11, 1,    6289.03,  -19.5,   0.99027, 2,    6289.03, -139.5,   0.99027, 3,    6289.03,  100.5,   0.99027
"DUMA8", 11, 1,    6297.32,  -19.4,   0.99157, 2,    6297.32, -139.4,   0.99157, 3,    6297.32,  100.6,   0.99157
"DUMA9", 11, 1,    6342.41,  -18.9,   0.99867, 2,    6342.41, -138.9,   0.99867, 3,    6342.41,  101.1,   0.99867
"DUMA1", 11, 1,    6391.99,  -18.3,    1.0065, 2,    6391.99, -138.3,    1.0065, 3,    6391.99,  101.7,    1.0065
"ELITE", 11, 1,    6409.77,  -18.1,    1.0093, 2,    6409.77, -138.1,    1.0093, 3,    6409.77,  101.9,    1.0093
"PAMDRA", 11, 1,    6286.06,  -22.4,    0.9898, 2,    6286.06, -142.4,    0.9898, 3,    6286.06,   97.6,    0.9898
"DUMA4", 11, 1,    6313.76,  -22.2,   0.99416, 2,    6313.76, -142.2,   0.99416, 3,    6313.76,   97.8,   0.99416
"PLSDRA", 11, 1,    6373.07,  -21.9,    1.0035, 2,    6373.07, -141.9,    1.0035, 3,    6373.07,   98.1,    1.0035
"PRMTE", 11, 1,    6314.76,  -21.8,   0.99432, 2,    6314.76, -141.8,   0.99432, 3,    6314.76,   98.2,   0.99432
"PRMTA", 11, 1,    6322.11,  -21.7,   0.99547, 2,    6322.11, -141.7,   0.99547, 3,    6322.11,   98.3,   0.99547
"PMONTB", 11, 1,    6330.66,  -21.6,   0.99682, 2,    6330.66, -141.6,   0.99682, 3,    6330.66,   98.4,   0.99682
"PLNGI_B", 11, 1,    6321.95,  -22.1,   0.99545, 2,    6321.95, -142.1,   0.99545, 3,    6321.95,   97.9,   0.99545
"PLNGI_D", 11, 1,    6346.48,  -21.9,   0.99931, 2,    6346.48, -141.9,   0.99931, 3,    6346.48,   98.1,   0.99931
"SPRK9", 11, 1,    6406.84,  -20.8,    1.0088, 2,    6406.84, -140.8,    1.0088, 3,    6406.84,   99.2,    1.0088
"BOMBA", 11, 1,    6415.11,  -20.8,    1.0101, 2,    6415.11, -140.8,    1.0101, 3,    6415.11,   99.2,    1.0101
"SPRK8", 11, 1,    6435.77,  -20.7,    1.0134, 2,    6435.77, -140.7,    1.0134, 3,    6435.77,   99.3,    1.0134
"SSU_DSARCNTR_IR1", 11, 1,    6301.24,  -22.3,   0.99219, 2,    6301.24, -142.3,   0.99219, 3,    6301.24,   97.7,   0.99219
"DUMA10", 11, 1,       6376,  -21.5,     1.004, 2,       6376, -141.5,     1.004, 3,       6376,   98.5,     1.004
"BALAIPOLIS", 11, 1,    6377.03,  -21.5,    1.0041, 2,    6377.03, -141.5,    1.0041, 3,    6377.03,   98.5,    1.0041
"SSU_UPTWRES_IR1", 11, 1,    6380.15,  -21.8,    1.0046, 2,    6380.15, -141.8,    1.0046, 3,    6380.15,   98.2,    1.0046
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
