Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19019.5,    2.1,   0.99826, 2,    19019.5, -117.9,   0.99826, 3,    19019.5,  122.1,   0.99826
"PPU_DUMA_11KV", 11, 1,    6169.35,  -13.2,   0.97142, 2,    6169.35, -133.2,   0.97142, 3,    6169.35,  106.8,   0.97142
"RPPLNGI2", 11, 1,    6236.24,  -12.6,   0.98195, 2,    6236.24, -132.6,   0.98195, 3,    6236.24,  107.4,   0.98195
"PDTJLNMASJID", 11, 1,    6286.54,  -12.2,   0.98987, 2,    6286.54, -132.2,   0.98987, 3,    6286.54,  107.8,   0.98987
"BELLA", 11, 1,    6320.13,  -11.9,   0.99516, 2,    6320.13, -131.9,   0.99516, 3,    6320.13,  108.1,   0.99516
"PSTPDGN", 11, 1,    6336.94,  -11.7,   0.99781, 2,    6336.94, -131.7,   0.99781, 3,    6336.94,  108.3,   0.99781
"PAMDRA", 11, 1,    6176.19,  -13.1,    0.9725, 2,    6176.19, -133.1,    0.9725, 3,    6176.19,  106.9,    0.9725
"DUMA4", 11, 1,    6199.22,  -13.0,   0.97612, 2,    6199.22, -133.0,   0.97612, 3,    6199.22,  107.0,   0.97612
"PLSDRA", 11, 1,    6250.33,  -12.8,   0.98417, 2,    6250.33, -132.8,   0.98417, 3,    6250.33,  107.2,   0.98417
"SSU_UPTWRES_IR1", 11, 1,    6258.85,  -12.7,   0.98551, 2,    6258.85, -132.7,   0.98551, 3,    6258.85,  107.3,   0.98551
"ATRIA_1", 11, 1,     6260.2,  -12.4,   0.98573, 2,     6260.2, -132.4,   0.98573, 3,     6260.2,  107.6,   0.98573
"HAWKER", 11, 1,     6275.8,  -11.8,   0.98818, 2,     6275.8, -131.8,   0.98818, 3,     6275.8,  108.2,   0.98818
"PRMTE", 11, 1,    6230.42,  -12.6,   0.98104, 2,    6230.42, -132.6,   0.98104, 3,    6230.42,  107.4,   0.98104
"PRMTA", 11, 1,    6240.66,  -12.5,   0.98265, 2,    6240.66, -132.5,   0.98265, 3,    6240.66,  107.5,   0.98265
"PMONTB", 11, 1,    6248.77,  -12.4,   0.98393, 2,    6248.77, -132.4,   0.98393, 3,    6248.77,  107.6,   0.98393
"DUMA7", 11, 1,    6194.18,  -13.0,   0.97533, 2,    6194.18, -133.0,   0.97533, 3,    6194.18,  107.0,   0.97533
"HAUS", 11, 1,    6243.85,  -12.8,   0.98315, 2,    6243.85, -132.8,   0.98315, 3,    6243.85,  107.2,   0.98315
"DUMA6", 11, 1,    6379.38,  -12.3,    1.0045, 2,    6379.38, -132.3,    1.0045, 3,    6379.38,  107.7,    1.0045
"DUMA13", 11, 1,    6502.01,  -11.8,    1.0238, 2,    6502.01, -131.8,    1.0238, 3,    6502.01,  108.2,    1.0238
"SSU_DUMA5_IM2", 11, 1,    6518.36,  -11.7,    1.0264, 2,    6518.36, -131.7,    1.0264, 3,    6518.36,  108.3,    1.0264
"PLNGI_B", 11, 1,    6203.57,  -12.9,   0.97681, 2,    6203.57, -132.9,   0.97681, 3,    6203.57,  107.1,   0.97681
"PLNGI_D", 11, 1,     6220.7,  -12.8,   0.97951, 2,     6220.7, -132.8,   0.97951, 3,     6220.7,  107.2,   0.97951
"PDTLITRAK", 11, 1,    6331.48,  -11.7,   0.99695, 2,    6331.48, -131.7,   0.99695, 3,    6331.48,  108.3,   0.99695
"DUMA12", 11, 1,       6397,  -11.2,    1.0073, 2,       6397, -131.2,    1.0073, 3,       6397,  108.8,    1.0073
"TMNGH4", 11, 1,    6458.66,  -11.0,     1.017, 2,    6458.66, -131.0,     1.017, 3,    6458.66,  109.0,     1.017
"SSU_TMEGAH3_IR1", 11, 1,    6483.31,  -10.9,    1.0209, 2,    6483.31, -130.9,    1.0209, 3,    6483.31,  109.1,    1.0209
"TMNGH2", 11, 1,    6493.99,  -10.8,    1.0225, 2,    6493.99, -130.8,    1.0225, 3,    6493.99,  109.2,    1.0225
"SPRK9", 11, 1,    6319.22,  -11.9,   0.99502, 2,    6319.22, -131.9,   0.99502, 3,    6319.22,  108.1,   0.99502
"BOMBA", 11, 1,    6327.63,  -11.9,   0.99634, 2,    6327.63, -131.9,   0.99634, 3,    6327.63,  108.1,   0.99634
"SPRK8", 11, 1,    6348.63,  -11.8,   0.99965, 2,    6348.63, -131.8,   0.99965, 3,    6348.63,  108.2,   0.99965
"SSU_UPTWRES_IM2", 11, 1,    6194.91,  -12.9,   0.97544, 2,    6194.91, -132.9,   0.97544, 3,    6194.91,  107.1,   0.97544
"MAYBANK", 11, 1,    6229.05,  -12.6,   0.98082, 2,    6229.05, -132.6,   0.98082, 3,    6229.05,  107.4,   0.98082
"DUMA8", 11, 1,    6235.46,  -12.6,   0.98183, 2,    6235.46, -132.6,   0.98183, 3,    6235.46,  107.4,   0.98183
"SSU_DSARCNTR_IR1", 11, 1,    6186.58,  -13.1,   0.97413, 2,    6186.58, -133.1,   0.97413, 3,    6186.58,  106.9,   0.97413
"DUMA9", 11, 1,    6284.22,  -12.2,   0.98951, 2,    6284.22, -132.2,   0.98951, 3,    6284.22,  107.8,   0.98951
"DUMA1", 11, 1,    6331.12,  -11.8,   0.99689, 2,    6331.12, -131.8,   0.99689, 3,    6331.12,  108.2,   0.99689
"ELITE", 11, 1,     6347.9,  -11.6,   0.99954, 2,     6347.9, -131.6,   0.99954, 3,     6347.9,  108.4,   0.99954
"DUMA10", 11, 1,    6250.78,  -12.5,   0.98424, 2,    6250.78, -132.5,   0.98424, 3,    6250.78,  107.5,   0.98424
"BALAIPOLIS", 11, 1,    6251.63,  -12.5,   0.98438, 2,    6251.63, -132.5,   0.98438, 3,    6251.63,  107.5,   0.98438
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
