Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PLNGI_B",    6203.57,   0.97681,    11.00, 3.24228E-006, 5.226E-008, 1.2356E-007, 1.992E-009, 3.70681E-007, 6.936E-009
"PLNGI_D",     6220.7,   0.97951,    11.00,  3.25E-006, 5.225E-008, 1.23831E-007, 1.991E-009, 3.71493E-007, 6.916E-009
"PDTLITRAK",    6331.48,   0.99695,    11.00, 3.30156E-006, 5.215E-008, 1.26847E-007, 2.003E-009, 3.80542E-007, 6.812E-009
"DUMA12",       6397,    1.0073,    11.00, 3.33181E-006, 5.208E-008, 1.28732E-007, 2.012E-009, 3.86195E-007, 6.748E-009
"TMNGH4",    6458.66,     1.017,    11.00, 3.36038E-006, 5.203E-008, 1.49624E-007, 2.317E-009, 4.4887E-007, 6.692E-009
"SSU_TMEGAH3_IR1",    6483.31,    1.0209,    11.00, 3.37183E-006, 5.201E-008, 1.61814E-007, 2.496E-009, 4.85441E-007, 6.67E-009
"TMNGH2",    6493.99,    1.0225,    11.00, 3.37679E-006, 5.2E-008, 1.67597E-007, 2.581E-009, 5.02789E-007, 6.661E-009
"SPRK9",    6319.22,   0.99502,    11.00, 3.29495E-006, 5.214E-008, 1.2613E-007, 1.996E-009, 3.78388E-007, 6.809E-009
"BOMBA",    6327.63,   0.99634,    11.00, 3.29877E-006, 5.213E-008, 1.27411E-007, 2.014E-009, 3.82233E-007, 6.799E-009
"SPRK8",    6348.63,   0.99965,    11.00, 3.30834E-006, 5.211E-008, 1.32223E-007, 2.083E-009, 3.96667E-007, 6.777E-009
"SSU_UPTWRES_IM2",    6194.91,   0.97544,    11.00, 3.23851E-006, 5.228E-008, 1.26168E-007, 2.037E-009, 3.78505E-007, 6.949E-009
"MAYBANK",    6229.05,   0.98082,    11.00, 3.25407E-006, 5.224E-008, 1.2718E-007, 2.042E-009, 3.8154E-007, 6.911E-009
"DUMA8",    6235.46,   0.98183,    11.00, 3.25698E-006, 5.223E-008, 1.28563E-007, 2.062E-009, 3.85688E-007, 6.904E-009
"SSU_DSARCNTR_IR1",    6186.58,   0.97413,    11.00, 3.23461E-006, 5.228E-008, 1.23297E-007, 1.993E-009, 3.69892E-007, 6.957E-009
"DUMA9",    6284.22,   0.98951,    11.00, 3.27883E-006, 5.218E-008, 1.25303E-007, 1.994E-009, 3.75908E-007, 6.844E-009
"DUMA1",    6331.12,   0.99689,    11.00, 3.30003E-006, 5.212E-008, 1.2641E-007, 1.997E-009, 3.79229E-007, 6.79E-009
"ELITE",     6347.9,   0.99954,    11.00, 3.30762E-006, 5.211E-008, 1.26833E-007, 1.998E-009, 3.80498E-007, 6.771E-009
"DUMA10",    6250.78,   0.98424,    11.00, 3.26362E-006, 5.221E-008, 1.24427E-007, 1.991E-009, 3.73282E-007, 6.881E-009
"BALAIPOLIS",    6251.63,   0.98438,    11.00, 3.26401E-006, 5.221E-008, 1.24442E-007, 1.991E-009, 3.73328E-007, 6.88E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
