Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19019.5,   0.99826,    33.00, 9.26636E-006, 4.872E-008, 1.23938E-006, 6.516E-009, 3.71814E-006, 6.583E-009
"PPU_DUMA_11KV",    6169.35,   0.97142,    11.00, 3.22685E-006, 5.23E-008, 1.23072E-007, 1.995E-009, 3.69216E-007, 6.978E-009
"RPPLNGI2",    6236.24,   0.98195,    11.00, 3.2571E-006, 5.223E-008, 1.24244E-007, 1.992E-009, 3.72733E-007, 6.899E-009
"PDTJLNMASJID",    6286.54,   0.98987,    11.00, 3.27984E-006, 5.217E-008, 1.25292E-007, 1.993E-009, 3.75877E-007, 6.841E-009
"BELLA",    6320.13,   0.99516,    11.00, 3.29502E-006, 5.214E-008, 1.26069E-007, 1.995E-009, 3.78207E-007, 6.802E-009
"PSTPDGN",    6336.94,   0.99781,    11.00, 3.30261E-006, 5.212E-008, 1.2648E-007, 1.996E-009, 3.79439E-007, 6.783E-009
"PAMDRA",    6176.19,    0.9725,    11.00, 3.22998E-006, 5.23E-008, 1.23165E-007, 1.994E-009, 3.69497E-007, 6.97E-009
"DUMA4",    6199.22,   0.97612,    11.00, 3.24057E-006, 5.227E-008, 1.26327E-007, 2.038E-009, 3.7898E-007, 6.946E-009
"PLSDRA",    6250.33,   0.98417,    11.00, 3.26416E-006, 5.222E-008, 1.4229E-007, 2.277E-009, 4.2687E-007, 6.895E-009
"SSU_UPTWRES_IR1",    6258.85,   0.98551,    11.00, 3.2681E-006, 5.222E-008, 1.42717E-007, 2.28E-009, 4.28151E-007, 6.887E-009
"ATRIA_1",     6260.2,   0.98573,    11.00, 3.26799E-006, 5.22E-008, 1.24709E-007, 1.992E-009, 3.74127E-007, 6.872E-009
"HAWKER",     6275.8,   0.98818,    11.00, 3.2752E-006, 5.219E-008, 1.39868E-007, 2.229E-009, 4.19603E-007, 6.854E-009
"PRMTE",    6230.42,   0.98104,    11.00, 3.25509E-006, 5.225E-008, 1.37882E-007, 2.213E-009, 4.13646E-007, 6.915E-009
"PRMTA",    6240.66,   0.98265,    11.00, 3.25982E-006, 5.224E-008, 1.38355E-007, 2.217E-009, 4.15064E-007, 6.905E-009
"PMONTB",    6248.77,   0.98393,    11.00, 3.26355E-006, 5.223E-008, 1.4155E-007, 2.265E-009, 4.24649E-007, 6.897E-009
"DUMA7",    6194.18,   0.97533,    11.00, 3.23797E-006, 5.227E-008, 1.23942E-007, 2.001E-009, 3.71826E-007, 6.946E-009
"HAUS",    6243.85,   0.98315,    11.00, 3.26021E-006, 5.221E-008, 1.55103E-007, 2.484E-009, 4.65309E-007, 6.886E-009
"DUMA6",    6379.38,    1.0045,    11.00, 3.32073E-006, 5.205E-008, 3.57626E-007, 5.606E-009, 1.07288E-006, 6.723E-009
"DUMA13",    6502.01,    1.0238,    11.00, 3.37529E-006, 5.191E-008, 5.8731E-007, 9.033E-009, 1.76193E-006, 6.579E-009
"SSU_DUMA5_IM2",    6518.36,    1.0264,    11.00, 3.38252E-006, 5.189E-008, 5.90336E-007, 9.057E-009, 1.771E-006, 6.559E-009
