Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SSU_DUMA5_IM2", 11, 1,     6338.2,  -27.3,   0.99801, 2,     6338.2, -147.3,   0.99801, 3,     6338.2,   92.7,   0.99801
"PDTLITRAK", 11, 1,     6272.2,  -27.5,   0.98762, 2,     6272.2, -147.5,   0.98762, 3,     6272.2,   92.5,   0.98762
"DUMA12", 11, 1,    6285.44,  -27.3,    0.9897, 2,    6285.44, -147.3,    0.9897, 3,    6285.44,   92.7,    0.9897
"TMNGH4", 11, 1,    6301.23,  -27.1,   0.99219, 2,    6301.23, -147.1,   0.99219, 3,    6301.23,   92.9,   0.99219
"SSU_TMEGAH3_IR1", 11, 1,    6307.35,  -27.1,   0.99315, 2,    6307.35, -147.1,   0.99315, 3,    6307.35,   92.9,   0.99315
"TMNGH2", 11, 1,    6309.09,  -27.1,   0.99342, 2,    6309.09, -147.1,   0.99342, 3,    6309.09,   92.9,   0.99342
"SSU_UPTWRES_IM2", 11, 1,    6238.25,  -28.0,   0.98227, 2,    6238.25, -148.0,   0.98227, 3,    6238.25,   92.0,   0.98227
"MAYBANK", 11, 1,    6247.36,  -27.9,    0.9837, 2,    6247.36, -147.9,    0.9837, 3,    6247.36,   92.1,    0.9837
"DUMA8", 11, 1,    6249.31,  -27.9,   0.98401, 2,    6249.31, -147.9,   0.98401, 3,    6249.31,   92.1,   0.98401
"DUMA9", 11, 1,    6247.07,  -27.7,   0.98366, 2,    6247.07, -147.7,   0.98366, 3,    6247.07,   92.3,   0.98366
"DUMA1", 11, 1,    6250.42,  -27.6,   0.98419, 2,    6250.42, -147.6,   0.98419, 3,    6250.42,   92.4,   0.98419
"ELITE", 11, 1,    6251.62,  -27.5,   0.98438, 2,    6251.62, -147.5,   0.98438, 3,    6251.62,   92.5,   0.98438
"PAMDRA", 11, 1,    6268.06,  -28.5,   0.98696, 2,    6268.06, -148.5,   0.98696, 3,    6268.06,   91.5,   0.98696
"DUMA4", 11, 1,    6273.26,  -28.5,   0.98778, 2,    6273.26, -148.5,   0.98778, 3,    6273.26,   91.5,   0.98778
"PLSDRA", 11, 1,     6282.6,  -28.4,   0.98925, 2,     6282.6, -148.4,   0.98925, 3,     6282.6,   91.6,   0.98925
"PRMTE", 11, 1,    6243.04,  -28.4,   0.98302, 2,    6243.04, -148.4,   0.98302, 3,    6243.04,   91.6,   0.98302
"PRMTA", 11, 1,    6240.26,  -28.4,   0.98259, 2,    6240.26, -148.4,   0.98259, 3,    6240.26,   91.6,   0.98259
"PMONTB", 11, 1,    6240.81,  -28.4,   0.98267, 2,    6240.81, -148.4,   0.98267, 3,    6240.81,   91.6,   0.98267
"PLNGI_B", 11, 1,    6277.26,  -28.4,   0.98841, 2,    6277.26, -148.4,   0.98841, 3,    6277.26,   91.6,   0.98841
"PLNGI_D", 11, 1,     6285.1,  -28.4,   0.98965, 2,     6285.1, -148.4,   0.98965, 3,     6285.1,   91.6,   0.98965
"SPRK9", 11, 1,    6248.22,  -28.2,   0.98384, 2,    6248.22, -148.2,   0.98384, 3,    6248.22,   91.8,   0.98384
"BOMBA", 11, 1,     6248.2,  -28.1,   0.98384, 2,     6248.2, -148.1,   0.98384, 3,     6248.2,   91.9,   0.98384
"SPRK8", 11, 1,    6248.14,  -28.1,   0.98383, 2,    6248.14, -148.1,   0.98383, 3,    6248.14,   91.9,   0.98383
"SSU_DSARCNTR_IR1", 11, 1,    6273.05,  -28.5,   0.98775, 2,    6273.05, -148.5,   0.98775, 3,    6273.05,   91.5,   0.98775
"DUMA10", 11, 1,    6285.48,  -28.3,   0.98971, 2,    6285.48, -148.3,   0.98971, 3,    6285.48,   91.7,   0.98971
"BALAIPOLIS", 11, 1,    6285.68,  -28.3,   0.98974, 2,    6285.68, -148.3,   0.98974, 3,    6285.68,   91.7,   0.98974
"SSU_UPTWRES_IR1", 11, 1,    6281.32,  -28.4,   0.98905, 2,    6281.32, -148.4,   0.98905, 3,    6281.32,   91.6,   0.98905
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
