Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18984.6,    0.5,   0.99643, 2,    18984.6, -119.5,   0.99643, 3,    18984.6,  120.5,   0.99643
"PPU_DUMA_11KV_A", 11, 1,    6266.41,  -28.6,    0.9867, 2,    6266.41, -148.6,    0.9867, 3,    6266.41,   91.4,    0.9867
"PPU_DUMA_11KV_B", 11, 1,    6238.95,  -28.1,   0.98238, 2,    6238.95, -148.1,   0.98238, 3,    6238.95,   91.9,   0.98238
"RPPLNGI2", 11, 1,    6235.99,  -27.9,   0.98191, 2,    6235.99, -147.9,   0.98191, 3,    6235.99,   92.1,   0.98191
"PDTJLNMASJID", 11, 1,    6233.81,  -27.8,   0.98157, 2,    6233.81, -147.8,   0.98157, 3,    6233.81,   92.2,   0.98157
"BELLA", 11, 1,    6232.36,  -27.7,   0.98134, 2,    6232.36, -147.7,   0.98134, 3,    6232.36,   92.3,   0.98134
"PSTPDGN", 11, 1,    6231.65,  -27.6,   0.98123, 2,    6231.65, -147.6,   0.98123, 3,    6231.65,   92.4,   0.98123
"ATRIA_1", 11, 1,    6254.09,  -27.8,   0.98476, 2,    6254.09, -147.8,   0.98476, 3,    6254.09,   92.2,   0.98476
"HAWKER", 11, 1,    6255.75,  -27.6,   0.98502, 2,    6255.75, -147.6,   0.98502, 3,    6255.75,   92.4,   0.98502
"DUMA7", 11, 1,    6241.62,  -28.0,    0.9828, 2,    6241.62, -148.0,    0.9828, 3,    6241.62,   92.0,    0.9828
"HAUS", 11, 1,     6255.2,  -27.9,   0.98494, 2,     6255.2, -147.9,   0.98494, 3,     6255.2,   92.1,   0.98494
"DUMA6", 11, 1,    6294.97,  -27.6,    0.9912, 2,    6294.97, -147.6,    0.9912, 3,    6294.97,   92.4,    0.9912
"DUMA13", 11, 1,    6335.67,  -27.4,   0.99761, 2,    6335.67, -147.4,   0.99761, 3,    6335.67,   92.6,   0.99761
