Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18802.9,    2.8,    0.9869, 2,    18802.9, -117.2,    0.9869, 3,    18802.9,  122.8,    0.9869
"PPU_DUMA_11KV", 11, 1,    5681.91,   -7.2,   0.89467, 2,    5681.91, -127.2,   0.89467, 3,    5681.91,  112.8,   0.89467
"RPPLNGI2", 11, 1,     5753.1,   -6.2,   0.90588, 2,     5753.1, -126.2,   0.90588, 3,     5753.1,  113.8,   0.90588
"PDTJLNMASJID", 11, 1,    5806.75,   -5.5,   0.91433, 2,    5806.75, -125.5,   0.91433, 3,    5806.75,  114.5,   0.91433
"BELLA", 11, 1,    5842.65,   -5.1,   0.91998, 2,    5842.65, -125.1,   0.91998, 3,    5842.65,  114.9,   0.91998
"PSTPDGN", 11, 1,    5860.62,   -4.9,   0.92281, 2,    5860.62, -124.9,   0.92281, 3,    5860.62,  115.1,   0.92281
"PAMDRA", 11, 1,    5691.21,   -7.1,   0.89613, 2,    5691.21, -127.1,   0.89613, 3,    5691.21,  112.9,   0.89613
"DUMA4", 11, 1,    5722.26,   -6.8,   0.90102, 2,    5722.26, -126.8,   0.90102, 3,    5722.26,  113.2,   0.90102
"PLSDRA", 11, 1,    5788.93,   -6.5,   0.91152, 2,    5788.93, -126.5,   0.91152, 3,    5788.93,  113.5,   0.91152
"SSU_UPTWRES_IR1", 11, 1,    5797.21,   -6.4,   0.91282, 2,    5797.21, -126.4,   0.91282, 3,    5797.21,  113.6,   0.91282
"ATRIA_1", 11, 1,     5797.5,   -5.9,   0.91287, 2,     5797.5, -125.9,   0.91287, 3,     5797.5,  114.1,   0.91287
"HAWKER", 11, 1,    5816.21,   -4.9,   0.91582, 2,    5816.21, -124.9,   0.91582, 3,    5816.21,  115.1,   0.91582
"PRMTE", 11, 1,    5728.43,   -6.3,   0.90199, 2,    5728.43, -126.3,   0.90199, 3,    5728.43,  113.7,   0.90199
"PRMTA", 11, 1,    5737.38,   -6.1,    0.9034, 2,    5737.38, -126.1,    0.9034, 3,    5737.38,  113.9,    0.9034
"PMONTB", 11, 1,    5747.16,   -6.1,   0.90494, 2,    5747.16, -126.1,   0.90494, 3,    5747.16,  113.9,   0.90494
"DUMA7", 11, 1,    5711.48,   -6.8,   0.89932, 2,    5711.48, -126.8,   0.89932, 3,    5711.48,  113.2,   0.89932
"HAUS", 11, 1,    5778.73,   -6.5,   0.90991, 2,    5778.73, -126.5,   0.90991, 3,    5778.73,  113.5,   0.90991
"DUMA6", 11, 1,    5963.52,   -5.6,   0.93901, 2,    5963.52, -125.6,   0.93901, 3,    5963.52,  114.4,   0.93901
"DUMA13", 11, 1,    6135.05,   -4.8,   0.96602, 2,    6135.05, -124.8,   0.96602, 3,    6135.05,  115.2,   0.96602
"SSU_DUMA5_IM2", 11, 1,    6154.95,   -4.6,   0.96915, 2,    6154.95, -124.6,   0.96915, 3,    6154.95,  115.4,   0.96915
"PLNGI_B", 11, 1,    5731.25,   -6.7,   0.90244, 2,    5731.25, -126.7,   0.90244, 3,    5731.25,  113.3,   0.90244
"PLNGI_D", 11, 1,    5758.34,   -6.4,    0.9067, 2,    5758.34, -126.4,    0.9067, 3,    5758.34,  113.6,    0.9067
"PDTLITRAK", 11, 1,    5886.19,   -4.8,   0.92683, 2,    5886.19, -124.8,   0.92683, 3,    5886.19,  115.2,   0.92683
"DUMA12", 11, 1,    5969.36,   -3.9,   0.93993, 2,    5969.36, -123.9,   0.93993, 3,    5969.36,  116.1,   0.93993
"TMNGH4", 11, 1,    6051.35,   -3.5,   0.95284, 2,    6051.35, -123.5,   0.95284, 3,    6051.35,  116.5,   0.95284
"SSU_TMEGAH3_IR1", 11, 1,    6083.93,   -3.3,   0.95797, 2,    6083.93, -123.3,   0.95797, 3,    6083.93,  116.7,   0.95797
"TMNGH2", 11, 1,    6097.09,   -3.3,   0.96004, 2,    6097.09, -123.3,   0.96004, 3,    6097.09,  116.7,   0.96004
"SPRK9", 11, 1,    5829.55,   -5.1,   0.91792, 2,    5829.55, -125.1,   0.91792, 3,    5829.55,  114.9,   0.91792
"BOMBA", 11, 1,    5838.92,   -5.1,   0.91939, 2,    5838.92, -125.1,   0.91939, 3,    5838.92,  114.9,   0.91939
"SPRK8", 11, 1,    5862.26,   -4.9,   0.92307, 2,    5862.26, -124.9,   0.92307, 3,    5862.26,  115.1,   0.92307
"SSU_UPTWRES_IM2", 11, 1,    5710.07,   -6.8,    0.8991, 2,    5710.07, -126.8,    0.8991, 3,    5710.07,  113.2,    0.8991
"MAYBANK", 11, 1,    5757.54,   -6.3,   0.90658, 2,    5757.54, -126.3,   0.90658, 3,    5757.54,  113.7,   0.90658
"DUMA8", 11, 1,    5766.71,   -6.2,   0.90802, 2,    5766.71, -126.2,   0.90802, 3,    5766.71,  113.8,   0.90802
"SSU_DSARCNTR_IR1", 11, 1,    5707.99,   -6.9,   0.89877, 2,    5707.99, -126.9,   0.89877, 3,    5707.99,  113.1,   0.89877
"DUMA9", 11, 1,    5815.85,   -5.5,   0.91576, 2,    5815.85, -125.5,   0.91576, 3,    5815.85,  114.5,   0.91576
"DUMA1", 11, 1,    5870.87,   -4.9,   0.92442, 2,    5870.87, -124.9,   0.92442, 3,    5870.87,  115.1,   0.92442
