Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PLSDRA", 11, 1,       6463,  -23.7,    1.0177, 2,       6463, -143.7,    1.0177, 3,       6463,   96.3,    1.0177
"PRMTE", 11, 1,    6443.76,  -23.4,    1.0146, 2,    6443.76, -143.4,    1.0146, 3,    6443.76,   96.6,    1.0146
"PRMTA", 11, 1,    6453.66,  -23.3,    1.0162, 2,    6453.66, -143.3,    1.0162, 3,    6453.66,   96.7,    1.0162
"PMONTB", 11, 1,     6461.5,  -23.3,    1.0174, 2,     6461.5, -143.3,    1.0174, 3,     6461.5,   96.7,    1.0174
"PLNGI_B", 11, 1,    6417.76,  -23.7,    1.0105, 2,    6417.76, -143.7,    1.0105, 3,    6417.76,   96.3,    1.0105
"PLNGI_D", 11, 1,    6434.32,  -23.6,    1.0131, 2,    6434.32, -143.6,    1.0131, 3,    6434.32,   96.4,    1.0131
"SPRK9", 11, 1,    6529.84,  -22.8,    1.0282, 2,    6529.84, -142.8,    1.0282, 3,    6529.84,   97.2,    1.0282
"BOMBA", 11, 1,    6537.98,  -22.8,    1.0295, 2,    6537.98, -142.8,    1.0295, 3,    6537.98,   97.2,    1.0295
"SPRK8", 11, 1,    6558.31,  -22.7,    1.0327, 2,    6558.31, -142.7,    1.0327, 3,    6558.31,   97.3,    1.0327
"SSU_DSARCNTR_IR1", 11, 1,    6401.32,  -23.9,    1.0079, 2,    6401.32, -143.9,    1.0079, 3,    6401.32,   96.1,    1.0079
"DUMA10", 11, 1,    6463.45,  -23.4,    1.0177, 2,    6463.45, -143.4,    1.0177, 3,    6463.45,   96.6,    1.0177
"BALAIPOLIS", 11, 1,    6464.28,  -23.3,    1.0179, 2,    6464.28, -143.3,    1.0179, 3,    6464.28,   96.7,    1.0179
"SSU_UPTWRES_IR1", 11, 1,    6471.23,  -23.6,     1.019, 2,    6471.23, -143.6,     1.019, 3,    6471.23,   96.4,     1.019
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
