Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19137.8,    2.1,    1.0045, 2,    19137.8, -117.9,    1.0045, 3,    19137.8,  122.1,    1.0045
"PPU_DUMA_11KV_A", 11, 1,    6384.68,  -24.0,    1.0053, 2,    6384.68, -144.0,    1.0053, 3,    6384.68,   96.0,    1.0053
"PPU_DUMA_11KV_B", 11, 1,    6371.26,  -22.2,    1.0032, 2,    6371.26, -142.2,    1.0032, 3,    6371.26,   97.8,    1.0032
"RPPLNGI2", 11, 1,    6436.16,  -21.7,    1.0134, 2,    6436.16, -141.7,    1.0134, 3,    6436.16,   98.3,    1.0134
"PDTJLNMASJID", 11, 1,    6484.96,  -21.3,    1.0211, 2,    6484.96, -141.3,    1.0211, 3,    6484.96,   98.7,    1.0211
"BELLA", 11, 1,    6517.54,  -21.0,    1.0262, 2,    6517.54, -141.0,    1.0262, 3,    6517.54,   99.0,    1.0262
"PSTPDGN", 11, 1,    6533.85,  -20.9,    1.0288, 2,    6533.85, -140.9,    1.0288, 3,    6533.85,   99.1,    1.0288
"ATRIA_1", 11, 1,    6459.38,  -21.5,    1.0171, 2,    6459.38, -141.5,    1.0171, 3,    6459.38,   98.5,    1.0171
"HAWKER", 11, 1,    6474.52,  -20.9,    1.0195, 2,    6474.52, -140.9,    1.0195, 3,    6474.52,   99.1,    1.0195
"DUMA7", 11, 1,    6395.36,  -22.0,     1.007, 2,    6395.36, -142.0,     1.007, 3,    6395.36,   98.0,     1.007
"HAUS", 11, 1,    6443.58,  -21.9,    1.0146, 2,    6443.58, -141.9,    1.0146, 3,    6443.58,   98.1,    1.0146
"DUMA6", 11, 1,    6575.21,  -21.4,    1.0353, 2,    6575.21, -141.4,    1.0353, 3,    6575.21,   98.6,    1.0353
"DUMA13", 11, 1,    6694.34,  -21.0,    1.0541, 2,    6694.34, -141.0,    1.0541, 3,    6694.34,   99.0,    1.0541
"SSU_DUMA5_IM2", 11, 1,    6710.22,  -20.8,    1.0566, 2,    6710.22, -140.8,    1.0566, 3,    6710.22,   99.2,    1.0566
"PDTLITRAK", 11, 1,    6528.85,  -20.9,     1.028, 2,    6528.85, -140.9,     1.028, 3,    6528.85,   99.1,     1.028
"DUMA12", 11, 1,     6592.5,  -20.3,     1.038, 2,     6592.5, -140.3,     1.038, 3,     6592.5,   99.7,     1.038
"TMNGH4", 11, 1,    6652.38,  -20.1,    1.0475, 2,    6652.38, -140.1,    1.0475, 3,    6652.38,   99.9,    1.0475
"SSU_TMEGAH3_IR1", 11, 1,    6676.32,  -20.0,    1.0512, 2,    6676.32, -140.0,    1.0512, 3,    6676.32,  100.0,    1.0512
"TMNGH2", 11, 1,    6686.69,  -20.0,    1.0529, 2,    6686.69, -140.0,    1.0529, 3,    6686.69,  100.0,    1.0529
"SSU_UPTWRES_IM2", 11, 1,    6396.03,  -22.0,    1.0071, 2,    6396.03, -142.0,    1.0071, 3,    6396.03,   98.0,    1.0071
"MAYBANK", 11, 1,    6429.12,  -21.7,    1.0123, 2,    6429.12, -141.7,    1.0123, 3,    6429.12,   98.3,    1.0123
"DUMA8", 11, 1,    6435.33,  -21.7,    1.0133, 2,    6435.33, -141.7,    1.0133, 3,    6435.33,   98.3,    1.0133
"DUMA9", 11, 1,    6482.75,  -21.3,    1.0208, 2,    6482.75, -141.3,    1.0208, 3,    6482.75,   98.7,    1.0208
"DUMA1", 11, 1,    6528.25,  -20.9,    1.0279, 2,    6528.25, -140.9,    1.0279, 3,    6528.25,   99.1,    1.0279
"ELITE", 11, 1,    6544.53,  -20.8,    1.0305, 2,    6544.53, -140.8,    1.0305, 3,    6544.53,   99.2,    1.0305
"PAMDRA", 11, 1,    6391.28,  -24.0,    1.0064, 2,    6391.28, -144.0,    1.0064, 3,    6391.28,   96.0,    1.0064
"DUMA4", 11, 1,    6413.56,  -23.8,    1.0099, 2,    6413.56, -143.8,    1.0099, 3,    6413.56,   96.2,    1.0099
