Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18982.8,    0.5,   0.99634, 2,    18982.8, -119.5,   0.99634, 3,    18982.8,  120.5,   0.99634
"PPU_DUMA_11KV", 11, 1,    6213.63,  -27.8,   0.97839, 2,    6213.63, -147.8,   0.97839, 3,    6213.63,   92.2,   0.97839
"RPPLNGI2", 11, 1,    6210.66,  -27.6,   0.97793, 2,    6210.66, -147.6,   0.97793, 3,    6210.66,   92.4,   0.97793
"PDTJLNMASJID", 11, 1,    6208.46,  -27.5,   0.97758, 2,    6208.46, -147.5,   0.97758, 3,    6208.46,   92.5,   0.97758
"BELLA", 11, 1,    6207.01,  -27.4,   0.97735, 2,    6207.01, -147.4,   0.97735, 3,    6207.01,   92.6,   0.97735
"PSTPDGN", 11, 1,    6206.29,  -27.3,   0.97724, 2,    6206.29, -147.3,   0.97724, 3,    6206.29,   92.7,   0.97724
"PAMDRA", 11, 1,    6215.29,  -27.8,   0.97865, 2,    6215.29, -147.8,   0.97865, 3,    6215.29,   92.2,   0.97865
"DUMA4", 11, 1,    6220.53,  -27.7,   0.97948, 2,    6220.53, -147.7,   0.97948, 3,    6220.53,   92.3,   0.97948
"PLSDRA", 11, 1,    6229.96,  -27.6,   0.98096, 2,    6229.96, -147.6,   0.98096, 3,    6229.96,   92.4,   0.98096
"SSU_UPTWRES_IR1", 11, 1,    6228.66,  -27.6,   0.98076, 2,    6228.66, -147.6,   0.98076, 3,    6228.66,   92.4,   0.98076
"ATRIA_1", 11, 1,    6228.83,  -27.5,   0.98079, 2,    6228.83, -147.5,   0.98079, 3,    6228.83,   92.5,   0.98079
"HAWKER", 11, 1,    6230.49,  -27.3,   0.98105, 2,    6230.49, -147.3,   0.98105, 3,    6230.49,   92.7,   0.98105
"PRMTE", 11, 1,    6190.06,  -27.7,   0.97468, 2,    6190.06, -147.7,   0.97468, 3,    6190.06,   92.3,   0.97468
"PRMTA", 11, 1,    6187.26,  -27.7,   0.97424, 2,    6187.26, -147.7,   0.97424, 3,    6187.26,   92.3,   0.97424
"PMONTB", 11, 1,    6187.81,  -27.7,   0.97433, 2,    6187.81, -147.7,   0.97433, 3,    6187.81,   92.3,   0.97433
"DUMA7", 11, 1,    6216.31,  -27.8,   0.97882, 2,    6216.31, -147.8,   0.97882, 3,    6216.31,   92.2,   0.97882
"HAUS", 11, 1,    6229.94,  -27.6,   0.98096, 2,    6229.94, -147.6,   0.98096, 3,    6229.94,   92.4,   0.98096
"DUMA6", 11, 1,    6269.87,  -27.4,   0.98725, 2,    6269.87, -147.4,   0.98725, 3,    6269.87,   92.6,   0.98725
