Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"DUMA13", 11, 1,    6310.72,  -27.1,   0.99368, 2,    6310.72, -147.1,   0.99368, 3,    6310.72,   92.9,   0.99368
"SSU_DUMA5_IM2", 11, 1,    6313.26,  -27.1,   0.99408, 2,    6313.26, -147.1,   0.99408, 3,    6313.26,   92.9,   0.99408
"PLNGI_B", 11, 1,    6224.57,  -27.7,   0.98011, 2,    6224.57, -147.7,   0.98011, 3,    6224.57,   92.3,   0.98011
"PLNGI_D", 11, 1,    6232.47,  -27.6,   0.98136, 2,    6232.47, -147.6,   0.98136, 3,    6232.47,   92.4,   0.98136
"PDTLITRAK", 11, 1,    6247.01,  -27.2,   0.98365, 2,    6247.01, -147.2,   0.98365, 3,    6247.01,   92.8,   0.98365
"DUMA12", 11, 1,     6260.3,  -27.0,   0.98574, 2,     6260.3, -147.0,   0.98574, 3,     6260.3,   93.0,   0.98574
"TMNGH4", 11, 1,    6276.15,  -26.9,   0.98824, 2,    6276.15, -146.9,   0.98824, 3,    6276.15,   93.1,   0.98824
"SSU_TMEGAH3_IR1", 11, 1,    6282.29,  -26.8,    0.9892, 2,    6282.29, -146.8,    0.9892, 3,    6282.29,   93.2,    0.9892
"TMNGH2", 11, 1,    6284.04,  -26.8,   0.98948, 2,    6284.04, -146.8,   0.98948, 3,    6284.04,   93.2,   0.98948
"SPRK9", 11, 1,    6195.28,  -27.4,    0.9755, 2,    6195.28, -147.4,    0.9755, 3,    6195.28,   92.6,    0.9755
"BOMBA", 11, 1,    6195.26,  -27.4,    0.9755, 2,    6195.26, -147.4,    0.9755, 3,    6195.26,   92.6,    0.9755
"SPRK8", 11, 1,     6195.2,  -27.4,   0.97549, 2,     6195.2, -147.4,   0.97549, 3,     6195.2,   92.6,   0.97549
"SSU_UPTWRES_IM2", 11, 1,    6212.93,  -27.8,   0.97828, 2,    6212.93, -147.8,   0.97828, 3,    6212.93,   92.2,   0.97828
"MAYBANK", 11, 1,    6222.07,  -27.6,   0.97972, 2,    6222.07, -147.6,   0.97972, 3,    6222.07,   92.4,   0.97972
"DUMA8", 11, 1,    6224.04,  -27.6,   0.98003, 2,    6224.04, -147.6,   0.98003, 3,    6224.04,   92.4,   0.98003
"SSU_DSARCNTR_IR1", 11, 1,    6220.32,  -27.8,   0.97945, 2,    6220.32, -147.8,   0.97945, 3,    6220.32,   92.2,   0.97945
"DUMA9", 11, 1,    6221.78,  -27.5,   0.97968, 2,    6221.78, -147.5,   0.97968, 3,    6221.78,   92.5,   0.97968
"DUMA1", 11, 1,    6225.14,  -27.3,   0.98021, 2,    6225.14, -147.3,   0.98021, 3,    6225.14,   92.7,   0.98021
"ELITE", 11, 1,    6226.35,  -27.3,    0.9804, 2,    6226.35, -147.3,    0.9804, 3,    6226.35,   92.7,    0.9804
"DUMA10", 11, 1,    6232.85,  -27.5,   0.98142, 2,    6232.85, -147.5,   0.98142, 3,    6232.85,   92.5,   0.98142
"BALAIPOLIS", 11, 1,    6233.05,  -27.5,   0.98145, 2,    6233.05, -147.5,   0.98145, 3,    6233.05,   92.5,   0.98145
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
