Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PDTLITRAK",    6451.42,    1.0158,    11.00, 3.33641E-006, 5.172E-008, 2.70067E-008, 4.186E-010, 8.10193E-008, 6.423E-009
"DUMA12",    6484.05,     1.021,    11.00, 3.35133E-006, 5.169E-008, 2.81011E-008, 4.334E-010, 8.43022E-008, 6.393E-009
"TMNGH4",    6514.68,    1.0258,    11.00, 3.3654E-006, 5.166E-008, 4.23634E-008, 6.503E-010, 1.27088E-007, 6.366E-009
"SSU_TMEGAH3_IR1",    6526.93,    1.0277,    11.00, 3.37103E-006, 5.165E-008, 4.99216E-008, 7.649E-010, 1.49763E-007, 6.355E-009
"TMNGH2",    6532.24,    1.0286,    11.00, 3.37347E-006, 5.164E-008, 5.33504E-008, 8.167E-010, 1.60049E-007, 6.35E-009
"SPRK9",    6444.27,    1.0147,    11.00, 3.33292E-006, 5.172E-008, 2.67352E-008, 4.149E-010, 8.02047E-008, 6.427E-009
"BOMBA",     6448.4,    1.0154,    11.00, 3.3348E-006, 5.172E-008, 2.77367E-008, 4.301E-010, 8.32079E-008, 6.422E-009
"SPRK8",    6458.72,     1.017,    11.00, 3.33949E-006, 5.171E-008, 3.15247E-008, 4.881E-010, 9.45728E-008, 6.412E-009
"SSU_UPTWRES_IM2",    6382.73,     1.005,    11.00, 3.30499E-006, 5.178E-008, 2.77567E-008, 4.349E-010, 8.32681E-008, 6.488E-009
"MAYBANK",    6399.37,    1.0076,    11.00, 3.31256E-006, 5.176E-008, 2.84572E-008, 4.447E-010, 8.53697E-008, 6.472E-009
"DUMA8",     6402.5,    1.0081,    11.00, 3.31398E-006, 5.176E-008, 2.9644E-008, 4.63E-010, 8.89303E-008, 6.468E-009
"SSU_DSARCNTR_IR1",    6378.62,    1.0044,    11.00, 3.30311E-006, 5.178E-008, 2.51812E-008, 3.948E-010, 7.55427E-008, 6.492E-009
"DUMA9",       6427,     1.012,    11.00, 3.32503E-006, 5.174E-008, 2.62566E-008, 4.085E-010, 7.8769E-008, 6.443E-009
"DUMA1",    6450.09,    1.0156,    11.00, 3.33549E-006, 5.171E-008, 2.69185E-008, 4.173E-010, 8.07546E-008, 6.42E-009
"ELITE",    6458.34,    1.0169,    11.00, 3.33922E-006, 5.17E-008, 2.7177E-008, 4.208E-010, 8.15301E-008, 6.411E-009
"DUMA10",    6410.09,    1.0093,    11.00, 3.31734E-006, 5.175E-008, 2.58098E-008, 4.026E-010, 7.74281E-008, 6.46E-009
"BALAIPOLIS",     6410.5,    1.0094,    11.00, 3.31753E-006, 5.175E-008, 2.58189E-008, 4.028E-010, 7.74565E-008, 6.459E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
