Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19110.2,     1.003,    33.00, 9.32023E-006, 4.877E-008, 1.23938E-006, 6.485E-009, 3.71815E-006, 6.493E-009
"PPU_DUMA_11KV",    6370.26,    1.0031,    11.00, 3.29933E-006, 5.179E-008, 2.50572E-008, 3.933E-010, 7.51704E-008, 6.501E-009
"RPPLNGI2",    6403.22,    1.0082,    11.00, 3.31426E-006, 5.176E-008, 2.56693E-008, 4.009E-010, 7.70062E-008, 6.467E-009
"PDTJLNMASJID",    6427.97,    1.0121,    11.00, 3.32547E-006, 5.173E-008, 2.62722E-008, 4.087E-010, 7.88155E-008, 6.442E-009
"BELLA",    6444.49,    1.0147,    11.00, 3.33295E-006, 5.172E-008, 2.67375E-008, 4.149E-010, 8.02123E-008, 6.425E-009
"PSTPDGN",    6452.75,     1.016,    11.00, 3.33669E-006, 5.171E-008, 2.69886E-008, 4.182E-010, 8.09651E-008, 6.417E-009
"PAMDRA",    6373.59,    1.0036,    11.00, 3.30085E-006, 5.179E-008, 2.51049E-008, 3.939E-010, 7.53138E-008, 6.498E-009
"DUMA4",    6384.82,    1.0053,    11.00, 3.30597E-006, 5.178E-008, 2.7919E-008, 4.373E-010, 8.37548E-008, 6.487E-009
"PLSDRA",    6409.76,    1.0093,    11.00, 3.31739E-006, 5.176E-008, 4.02395E-008, 6.278E-010, 1.20717E-007, 6.463E-009
"SSU_UPTWRES_IR1",    6413.92,    1.0099,    11.00, 3.31929E-006, 5.175E-008, 4.05047E-008, 6.315E-010, 1.21512E-007, 6.459E-009
"ATRIA_1",    6414.89,    1.0101,    11.00, 3.31956E-006, 5.175E-008, 2.59368E-008, 4.043E-010, 7.7809E-008, 6.455E-009
"HAWKER",     6422.6,    1.0113,    11.00, 3.32306E-006, 5.174E-008, 3.27698E-008, 5.102E-010, 9.83083E-008, 6.447E-009
"PRMTE",    6400.13,    1.0078,    11.00, 3.31298E-006, 5.176E-008, 3.66018E-008, 5.719E-010, 1.09804E-007, 6.472E-009
"PRMTA",    6405.12,    1.0085,    11.00, 3.31526E-006, 5.176E-008, 3.69023E-008, 5.761E-010, 1.10705E-007, 6.467E-009
"PMONTB",    6409.08,    1.0092,    11.00, 3.31707E-006, 5.176E-008, 3.91752E-008, 6.112E-010, 1.17524E-007, 6.464E-009
"DUMA7",    6382.56,     1.005,    11.00, 3.30507E-006, 5.178E-008, 2.5238E-008, 3.954E-010, 7.57131E-008, 6.491E-009
"HAUS",    6407.15,    1.0089,    11.00, 3.31665E-006, 5.176E-008, 3.16457E-008, 4.939E-010, 9.49347E-008, 6.473E-009
"DUMA6",    6474.54,    1.0195,    11.00, 3.34866E-006, 5.172E-008, 6.87243E-008, 1.061E-009, 2.06171E-007, 6.428E-009
"DUMA13",    6535.65,    1.0291,    11.00, 3.37791E-006, 5.168E-008, 1.06224E-007, 1.625E-009, 3.18671E-007, 6.392E-009
"SSU_DUMA5_IM2",     6543.8,    1.0304,    11.00, 3.38182E-006, 5.168E-008, 1.0672E-007, 1.631E-009, 3.20158E-007, 6.387E-009
"PLNGI_B",    6386.92,    1.0057,    11.00, 3.30687E-006, 5.178E-008, 2.53241E-008, 3.965E-010, 7.59727E-008, 6.484E-009
"PLNGI_D",    6395.26,     1.007,    11.00, 3.31064E-006, 5.177E-008, 2.54798E-008, 3.984E-010, 7.64381E-008, 6.475E-009
