Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18932.6,    4.3,    0.9937, 2,    18932.6, -115.7,    0.9937, 3,    18932.6,  124.3,    0.9937
"PPU_DUMA_11KV", 11, 1,    6110.95,  -10.9,   0.96223, 2,    6110.95, -130.9,   0.96223, 3,    6110.95,  109.1,   0.96223
"RPPLNGI2", 11, 1,    6243.18,   -9.7,   0.98305, 2,    6243.18, -129.7,   0.98305, 3,    6243.18,  110.3,   0.98305
"PDTJLNMASJID", 11, 1,    6342.94,   -8.9,   0.99875, 2,    6342.94, -128.9,   0.99875, 3,    6342.94,  111.1,   0.99875
"BELLA", 11, 1,    6409.69,   -8.3,    1.0093, 2,    6409.69, -128.3,    1.0093, 3,    6409.69,  111.7,    1.0093
"PSTPDGN", 11, 1,    6443.14,   -8.0,    1.0145, 2,    6443.14, -128.0,    1.0145, 3,    6443.14,  112.0,    1.0145
"PAMDRA", 11, 1,    6124.74,  -10.8,    0.9644, 2,    6124.74, -130.8,    0.9644, 3,    6124.74,  109.2,    0.9644
"DUMA4", 11, 1,    6171.19,  -10.5,   0.97171, 2,    6171.19, -130.5,   0.97171, 3,    6171.19,  109.5,   0.97171
"PLSDRA", 11, 1,    6274.14,  -10.1,   0.98792, 2,    6274.14, -130.1,   0.98792, 3,    6274.14,  109.9,   0.98792
"SSU_UPTWRES_IR1", 11, 1,    6291.28,  -10.0,   0.99062, 2,    6291.28, -130.0,   0.99062, 3,    6291.28,  110.0,   0.99062
"ATRIA_1", 11, 1,    6291.57,   -9.3,   0.99067, 2,    6291.57, -129.3,   0.99067, 3,    6291.58,  110.7,   0.99067
"HAWKER", 11, 1,    6322.26,   -8.1,    0.9955, 2,    6322.26, -128.1,    0.9955, 3,    6322.26,  111.9,    0.9955
"PRMTE", 11, 1,    6233.37,   -9.6,    0.9815, 2,    6233.37, -129.6,    0.9815, 3,    6233.37,  110.4,    0.9815
"PRMTA", 11, 1,    6254.03,   -9.5,   0.98475, 2,    6254.03, -129.5,   0.98475, 3,    6254.03,  110.5,   0.98475
"PMONTB", 11, 1,    6270.39,   -9.4,   0.98733, 2,    6270.39, -129.4,   0.98733, 3,    6270.39,  110.6,   0.98733
"DUMA7", 11, 1,    6159.66,  -10.5,    0.9699, 2,    6159.66, -130.5,    0.9699, 3,    6159.66,  109.5,    0.9699
"HAUS", 11, 1,    6257.22,  -10.1,   0.98526, 2,    6257.22, -130.1,   0.98526, 3,    6257.22,  109.9,   0.98526
"DUMA6", 11, 1,     6521.5,   -9.1,    1.0269, 2,    6521.49, -129.1,    1.0269, 3,    6521.51,  110.9,    1.0269
"DUMA13", 11, 1,    6759.71,   -8.3,    1.0644, 2,    6759.69, -128.3,    1.0644, 3,    6759.72,  111.7,    1.0644
"SSU_DUMA5_IM2", 11, 1,    6791.46,   -8.0,    1.0694, 2,    6791.43, -128.0,    1.0694, 3,    6791.47,  112.0,    1.0694
"PLNGI_B", 11, 1,    6180.14,  -10.3,   0.97312, 2,    6180.14, -130.3,   0.97312, 3,    6180.14,  109.7,   0.97312
"PLNGI_D", 11, 1,    6214.81,  -10.0,   0.97858, 2,    6214.81, -130.0,   0.97858, 3,    6214.81,  110.0,   0.97858
"PDTLITRAK", 11, 1,    6422.85,   -8.0,    1.0113, 2,    6422.85, -128.0,    1.0113, 3,    6422.85,  112.0,    1.0113
"DUMA12", 11, 1,    6550.35,   -6.9,    1.0314, 2,    6550.35, -126.9,    1.0314, 3,    6550.35,  113.1,    1.0314
