Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18932.6,    0.9937,    33.00, 2.85781E-005, 1.509E-007, 1.23938E-006, 6.546E-009, 3.71815E-006, 1.262E-007
"PPU_DUMA_11KV",    6110.95,   0.96223,    11.00, 3.63532E-005, 5.949E-007, 0.000381174, 6.238E-006, 0.00114352, 5.378E-007
"RPPLNGI2",    6243.18,   0.98305,    11.00, 3.63692E-005, 5.825E-007, 0.000390228, 6.25E-006, 0.00117068, 5.242E-007
"PDTJLNMASJID",    6342.94,   0.99875,    11.00, 3.63875E-005, 5.737E-007, 0.000397065, 6.26E-006,  0.0011912, 5.144E-007
"BELLA",    6409.69,    1.0093,    11.00, 3.64026E-005, 5.679E-007, 0.000401647, 6.266E-006, 0.00120494, 5.081E-007
"PSTPDGN",    6443.14,    1.0145,    11.00, 3.6411E-005, 5.651E-007, 0.000403944, 6.269E-006, 0.00121183, 5.05E-007
"PAMDRA",    6124.74,    0.9644,    11.00, 3.6338E-005, 5.933E-007, 0.000382239, 6.241E-006, 0.00114672, 5.361E-007
"DUMA4",    6171.19,   0.97171,    11.00, 3.62919E-005, 5.881E-007, 0.000432193, 7.003E-006, 0.00129658, 5.306E-007
"PLSDRA",    6274.14,   0.98792,    11.00, 3.6201E-005, 5.77E-007, 0.000527407, 8.406E-006, 0.00158222, 5.195E-007
"SSU_UPTWRES_IR1",    6291.28,   0.99062,    11.00, 3.61712E-005, 5.749E-007, 0.000528913, 8.407E-006, 0.00158674, 5.172E-007
"ATRIA_1",    6291.57,   0.99067,    11.00, 3.63493E-005, 5.777E-007, 0.000393256, 6.251E-006, 0.00117977, 5.19E-007
"HAWKER",    6322.26,    0.9955,    11.00, 3.62138E-005, 5.728E-007, 0.000398023, 6.296E-006, 0.00119407, 5.123E-007
"PRMTE",    6233.37,    0.9815,    11.00, 3.61362E-005, 5.797E-007, 0.000500419, 8.028E-006, 0.00150126, 5.207E-007
"PRMTA",    6254.03,   0.98475,    11.00, 3.61056E-005, 5.773E-007, 0.000502159, 8.029E-006, 0.00150648, 5.181E-007
"PMONTB",    6270.39,   0.98733,    11.00, 3.6093E-005, 5.756E-007, 0.000516914, 8.244E-006, 0.00155074, 5.164E-007
