Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19050.6,    0.9999,    33.00, 2.56499E-005, 1.346E-007, 1.23938E-006, 6.506E-009, 3.71815E-006, 1.014E-007
"PPU_DUMA_11KV_A",    6320.04,   0.99515,    11.00, 9.27297E-006, 1.467E-007, 1.26855E-007, 2.007E-009, 3.80564E-007, 1.01E-007
"PPU_DUMA_11KV_B",    6240.76,   0.98266,    11.00, 3.76569E-005, 6.034E-007, 0.000397246, 6.365E-006, 0.00119174, 5.57E-007
"RPPLNGI2",    6370.58,    1.0031,    11.00, 3.7691E-005, 5.916E-007, 0.000406701, 6.384E-006,  0.0012201, 5.457E-007
"PDTJLNMASJID",    6468.49,    1.0185,    11.00, 3.77229E-005, 5.832E-007, 0.000413843, 6.398E-006, 0.00124153, 5.375E-007
"BELLA",    6533.99,    1.0288,    11.00, 3.7747E-005, 5.777E-007, 0.000418627, 6.407E-006, 0.00125588, 5.321E-007
"PSTPDGN",    6566.81,     1.034,    11.00, 3.776E-005, 5.75E-007, 0.000421027, 6.411E-006, 0.00126308, 5.295E-007
"ATRIA_1",    6418.01,    1.0106,    11.00, 3.76725E-005, 5.87E-007, 0.000409871, 6.386E-006, 0.00122961, 5.412E-007
"HAWKER",    6448.14,    1.0153,    11.00, 3.75761E-005, 5.827E-007, 0.000415097, 6.437E-006, 0.00124529, 5.372E-007
"DUMA7",     6288.6,    0.9902,    11.00, 4.29738E-005, 6.834E-007, 0.000408029, 6.488E-006, 0.00122409, 6.372E-007
"HAUS",    6384.42,    1.0053,    11.00, 5.14429E-005, 8.058E-007, 0.00207922, 3.257E-005, 0.00623767, 7.299E-007
"DUMA6",    6644.12,    1.0462,    11.00, 9.04791E-005, 1.362E-006, 0.00906612, 0.0001365,  0.0271984, 1.238E-006
"DUMA13",    6878.27,     1.083,    11.00, 0.000136808, 1.989E-006,  0.0165837, 0.0002411,  0.0497511, 1.913E-006
