Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"SSU_DUMA5_IM2",    6909.47,     1.088,    11.00, 0.000145061, 2.099E-006,   0.016679, 0.0002414,   0.050037, 2.019E-006
"PDTLITRAK",    6547.57,     1.031,    11.00, 3.74559E-005, 5.721E-007, 0.000428878, 6.55E-006, 0.00128664, 5.267E-007
"DUMA12",    6672.89,    1.0507,    11.00, 3.73465E-005, 5.597E-007, 0.00044226, 6.628E-006, 0.00132678, 5.144E-007
"TMNGH4",    6791.22,    1.0693,    11.00, 3.72173E-005, 5.48E-007, 0.000585165, 8.616E-006, 0.00175549, 5.027E-007
"SSU_TMEGAH3_IR1",    6838.49,    1.0768,    11.00, 3.71552E-005, 5.433E-007, 0.000644525, 9.425E-006, 0.00193358, 4.98E-007
"TMNGH2",    6858.95,      1.08,    11.00, 3.7126E-005, 5.413E-007, 0.000670764, 9.779E-006, 0.00201229, 4.959E-007
"SSU_UPTWRES_IM2",    6291.19,   0.99061,    11.00, 3.76222E-005, 5.98E-007, 0.00044118, 7.013E-006, 0.00132354, 5.518E-007
"MAYBANK",    6358.71,    1.0012,    11.00, 3.75899E-005, 5.912E-007, 0.000446325, 7.019E-006, 0.00133898, 5.452E-007
"DUMA8",    6371.42,    1.0032,    11.00, 3.75897E-005, 5.9E-007, 0.00045661, 7.167E-006, 0.00136983, 5.441E-007
"DUMA9",    6462.86,    1.0176,    11.00, 3.77329E-005, 5.838E-007, 0.000413714, 6.401E-006, 0.00124114, 5.381E-007
"DUMA1",    6554.13,     1.032,    11.00, 3.77695E-005, 5.763E-007, 0.000420442, 6.415E-006, 0.00126133, 5.308E-007
"ELITE",    6586.85,    1.0372,    11.00, 3.77835E-005, 5.736E-007, 0.000422852, 6.42E-006, 0.00126856, 5.282E-007
"PAMDRA",    6333.39,   0.99725,    11.00, 9.29072E-006, 1.467E-007, 1.27345E-007, 2.011E-009, 3.82035E-007, 1.009E-007
"DUMA4",    6378.37,    1.0043,    11.00, 9.35161E-006, 1.466E-007, 1.70768E-007, 2.677E-009, 5.12302E-007, 1.008E-007
"PLSDRA",     6478.1,      1.02,    11.00, 9.48925E-006, 1.465E-007, 3.29147E-007, 5.081E-009, 9.87439E-007, 1.007E-007
"PRMTE",    6438.69,    1.0138,    11.00, 9.4316E-006, 1.465E-007, 2.85424E-007, 4.433E-009, 8.56269E-007, 1.007E-007
"PRMTA",     6458.7,     1.017,    11.00, 9.45858E-006, 1.464E-007, 2.88806E-007, 4.472E-009, 8.66415E-007, 1.007E-007
"PMONTB",    6474.54,    1.0195,    11.00, 9.48037E-006, 1.464E-007, 3.15709E-007, 4.876E-009, 9.47123E-007, 1.007E-007
"PLNGI_B",    6387.02,    1.0057,    11.00, 9.36072E-006, 1.466E-007, 1.29263E-007, 2.024E-009, 3.87789E-007, 1.008E-007
"PLNGI_D",    6420.59,     1.011,    11.00, 9.40484E-006, 1.465E-007, 1.30778E-007, 2.037E-009, 3.92333E-007, 1.007E-007
"SPRK9",    6606.81,    1.0403,    11.00, 9.66638E-006, 1.463E-007, 1.4604E-007, 2.21E-009, 4.38121E-007, 1.005E-007
"BOMBA",    6623.06,    1.0429,    11.00, 9.68927E-006, 1.463E-007, 1.59478E-007, 2.408E-009, 4.78433E-007, 1.005E-007
"SPRK8",    6663.55,    1.0492,    11.00, 9.74667E-006, 1.463E-007, 2.06953E-007, 3.106E-009, 6.20857E-007, 1.005E-007
"SSU_DSARCNTR_IR1",    6353.95,    1.0005,    11.00, 9.31698E-006, 1.466E-007, 1.27895E-007, 2.013E-009, 3.83684E-007, 1.009E-007
"DUMA10",    6478.26,    1.0201,    11.00, 9.48329E-006, 1.464E-007, 1.34317E-007, 2.073E-009, 4.02952E-007, 1.006E-007
"BALAIPOLIS",    6479.93,    1.0203,    11.00, 9.4855E-006, 1.464E-007, 1.34417E-007, 2.074E-009, 4.0325E-007, 1.006E-007
"SSU_UPTWRES_IR1",    6494.71,    1.0227,    11.00, 9.51183E-006, 1.465E-007, 3.32064E-007, 5.113E-009, 9.9619E-007, 1.007E-007
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
