Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19088.7,    1.0,    1.0019, 2,    19088.7, -119.0,    1.0019, 3,    19088.7,  121.0,    1.0019
"PPU_DUMA_11KV", 11, 1,    6338.48,  -21.8,   0.99805, 2,    6338.48, -141.8,   0.99805, 3,    6338.48,   98.2,   0.99805
"RPPLNGI2", 11, 1,     6371.6,  -21.6,    1.0033, 2,     6371.6, -141.6,    1.0033, 3,     6371.6,   98.4,    1.0033
"PDTJLNMASJID", 11, 1,    6396.48,  -21.3,    1.0072, 2,    6396.48, -141.3,    1.0072, 3,    6396.48,   98.7,    1.0072
"BELLA", 11, 1,    6413.07,  -21.2,    1.0098, 2,    6413.07, -141.2,    1.0098, 3,    6413.07,   98.8,    1.0098
"PSTPDGN", 11, 1,    6421.37,  -21.1,    1.0111, 2,    6421.37, -141.1,    1.0111, 3,    6421.37,   98.9,    1.0111
"PAMDRA", 11, 1,    6341.83,  -21.8,   0.99858, 2,    6341.83, -141.8,   0.99858, 3,    6341.83,   98.2,   0.99858
"DUMA4", 11, 1,    6353.12,  -21.7,    1.0004, 2,    6353.12, -141.7,    1.0004, 3,    6353.12,   98.3,    1.0004
"PLSDRA", 11, 1,    6378.18,  -21.6,    1.0043, 2,    6378.18, -141.6,    1.0043, 3,    6378.18,   98.4,    1.0043
"SSU_UPTWRES_IR1", 11, 1,    6382.36,  -21.6,     1.005, 2,    6382.36, -141.6,     1.005, 3,    6382.36,   98.4,     1.005
"ATRIA_1", 11, 1,    6383.33,  -21.5,    1.0051, 2,    6383.33, -141.5,    1.0051, 3,    6383.33,   98.5,    1.0051
"HAWKER", 11, 1,    6391.08,  -21.2,    1.0063, 2,    6391.08, -141.2,    1.0063, 3,    6391.08,   98.8,    1.0063
"PRMTE", 11, 1,     6368.5,  -21.5,    1.0028, 2,     6368.5, -141.5,    1.0028, 3,     6368.5,   98.5,    1.0028
"PRMTA", 11, 1,    6373.52,  -21.5,    1.0036, 2,    6373.52, -141.5,    1.0036, 3,    6373.52,   98.5,    1.0036
"PMONTB", 11, 1,    6377.49,  -21.5,    1.0042, 2,    6377.49, -141.5,    1.0042, 3,    6377.49,   98.5,    1.0042
"DUMA7", 11, 1,    6350.84,  -21.7,         1, 2,    6350.84, -141.7,         1, 3,    6350.84,   98.3,         1
"HAUS", 11, 1,    6375.55,  -21.6,    1.0039, 2,    6375.55, -141.6,    1.0039, 3,    6375.55,   98.4,    1.0039
"DUMA6", 11, 1,    6443.25,  -21.4,    1.0145, 2,    6443.25, -141.4,    1.0145, 3,    6443.25,   98.6,    1.0145
"DUMA13", 11, 1,    6504.66,  -21.2,    1.0242, 2,    6504.66, -141.2,    1.0242, 3,    6504.66,   98.8,    1.0242
"SSU_DUMA5_IM2", 11, 1,    6512.84,  -21.1,    1.0255, 2,    6512.84, -141.1,    1.0255, 3,    6512.84,   98.9,    1.0255
"PLNGI_B", 11, 1,    6355.23,  -21.7,    1.0007, 2,    6355.23, -141.7,    1.0007, 3,    6355.23,   98.3,    1.0007
"PLNGI_D", 11, 1,     6363.6,  -21.6,     1.002, 2,     6363.6, -141.6,     1.002, 3,     6363.6,   98.4,     1.002
"PDTLITRAK", 11, 1,    6420.03,  -21.1,    1.0109, 2,    6420.03, -141.1,    1.0109, 3,    6420.03,   98.9,    1.0109
"DUMA12", 11, 1,     6452.8,  -20.9,    1.0161, 2,     6452.8, -140.9,    1.0161, 3,     6452.8,   99.1,    1.0161
"TMNGH4", 11, 1,    6483.59,  -20.7,    1.0209, 2,    6483.59, -140.7,    1.0209, 3,    6483.59,   99.3,    1.0209
"SSU_TMEGAH3_IR1", 11, 1,    6495.89,  -20.7,    1.0228, 2,    6495.89, -140.7,    1.0228, 3,    6495.89,   99.3,    1.0228
"TMNGH2", 11, 1,    6501.23,  -20.7,    1.0237, 2,    6501.23, -140.7,    1.0237, 3,    6501.23,   99.3,    1.0237
"SPRK9", 11, 1,    6412.85,  -21.2,    1.0098, 2,    6412.85, -141.2,    1.0098, 3,    6412.85,   98.8,    1.0098
"BOMBA", 11, 1,       6417,  -21.2,    1.0104, 2,       6417, -141.2,    1.0104, 3,       6417,   98.8,    1.0104
"SPRK8", 11, 1,    6427.37,  -21.1,     1.012, 2,    6427.37, -141.1,     1.012, 3,    6427.37,   98.9,     1.012
"SSU_UPTWRES_IM2", 11, 1,    6351.02,  -21.7,         1, 2,    6351.02, -141.7,         1, 3,    6351.02,   98.3,         1
"MAYBANK", 11, 1,    6367.74,  -21.6,    1.0027, 2,    6367.74, -141.6,    1.0027, 3,    6367.74,   98.4,    1.0027
"DUMA8", 11, 1,    6370.88,  -21.6,    1.0032, 2,    6370.88, -141.6,    1.0032, 3,    6370.88,   98.4,    1.0032
"SSU_DSARCNTR_IR1", 11, 1,    6346.88,  -21.8,   0.99937, 2,    6346.88, -141.8,   0.99937, 3,    6346.88,   98.2,   0.99937
"DUMA9", 11, 1,    6395.49,  -21.3,     1.007, 2,    6395.49, -141.3,     1.007, 3,    6395.49,   98.7,     1.007
"DUMA1", 11, 1,     6418.7,  -21.2,    1.0107, 2,     6418.7, -141.2,    1.0107, 3,     6418.7,   98.8,    1.0107
"ELITE", 11, 1,    6426.99,  -21.1,     1.012, 2,    6426.99, -141.1,     1.012, 3,    6426.99,   98.9,     1.012
"DUMA10", 11, 1,    6378.51,  -21.5,    1.0044, 2,    6378.51, -141.5,    1.0044, 3,    6378.51,   98.5,    1.0044
"BALAIPOLIS", 11, 1,    6378.92,  -21.5,    1.0044, 2,    6378.92, -141.5,    1.0044, 3,    6378.92,   98.5,    1.0044
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
