Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PLNGI_B",    6355.23,    1.0007,    11.00, 3.29567E-006, 5.186E-008, 5.17289E-008, 8.14E-010, 1.55185E-007, 6.56E-009
"PLNGI_D",     6363.6,     1.002,    11.00, 3.29946E-006, 5.185E-008, 5.18696E-008, 8.151E-010, 1.55609E-007, 6.551E-009
"PDTLITRAK",    6420.03,    1.0109,    11.00, 3.32536E-006, 5.18E-008, 5.31687E-008, 8.282E-010, 1.59506E-007, 6.498E-009
"DUMA12",     6452.8,    1.0161,    11.00, 3.34036E-006, 5.177E-008, 5.40302E-008, 8.373E-010, 1.62089E-007, 6.467E-009
"TMNGH4",    6483.59,    1.0209,    11.00, 3.35448E-006, 5.174E-008, 6.392E-008, 9.859E-010, 1.91758E-007, 6.439E-009
"SSU_TMEGAH3_IR1",    6495.89,    1.0228,    11.00, 3.36014E-006, 5.173E-008, 6.97562E-008, 1.074E-009, 2.09267E-007, 6.428E-009
"TMNGH2",    6501.23,    1.0237,    11.00, 3.36259E-006, 5.172E-008, 7.25185E-008, 1.115E-009, 2.17554E-007, 6.423E-009
"SPRK9",    6412.85,    1.0098,    11.00, 3.32185E-006, 5.18E-008, 5.29282E-008, 8.253E-010, 1.58785E-007, 6.501E-009
"BOMBA",       6417,    1.0104,    11.00, 3.32373E-006, 5.18E-008, 5.35686E-008, 8.348E-010, 1.60704E-007, 6.497E-009
"SPRK8",    6427.37,     1.012,    11.00, 3.32845E-006, 5.179E-008, 5.5981E-008, 8.71E-010, 1.67942E-007, 6.487E-009
"SSU_UPTWRES_IM2",    6351.02,         1,    11.00, 3.29379E-006, 5.186E-008, 5.32179E-008, 8.379E-010, 1.59654E-007, 6.565E-009
"MAYBANK",    6367.74,    1.0027,    11.00, 3.30139E-006, 5.185E-008, 5.37265E-008, 8.437E-010, 1.61178E-007, 6.548E-009
"DUMA8",    6370.88,    1.0032,    11.00, 3.30281E-006, 5.184E-008, 5.44553E-008, 8.548E-010, 1.63365E-007, 6.544E-009
"SSU_DSARCNTR_IR1",    6346.88,   0.99937,    11.00, 3.29189E-006, 5.187E-008, 5.1593E-008, 8.129E-010, 1.54778E-007, 6.569E-009
"DUMA9",    6395.49,     1.007,    11.00, 3.31392E-006, 5.182E-008, 5.25423E-008, 8.216E-010, 1.57625E-007, 6.518E-009
"DUMA1",     6418.7,    1.0107,    11.00, 3.32442E-006, 5.179E-008, 5.30756E-008, 8.269E-010, 1.59225E-007, 6.494E-009
"ELITE",    6426.99,     1.012,    11.00, 3.32818E-006, 5.178E-008, 5.32789E-008, 8.29E-010, 1.59836E-007, 6.486E-009
"DUMA10",    6378.51,    1.0044,    11.00, 3.30619E-006, 5.183E-008, 5.21591E-008, 8.177E-010, 1.56477E-007, 6.535E-009
"BALAIPOLIS",    6378.92,    1.0044,    11.00, 3.30638E-006, 5.183E-008, 5.21669E-008, 8.178E-010, 1.565E-007, 6.535E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
