Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"DUMA7", 11, 1,    6007.61,  -17.2,   0.94595, 2,    6007.61, -137.2,   0.94595, 3,    6007.61,  102.8,   0.94595
"HAUS", 11, 1,    6047.08,  -17.0,   0.95217, 2,    6047.08, -137.0,   0.95217, 3,    6047.08,  103.0,   0.95217
"DUMA6", 11, 1,    6157.52,  -16.5,   0.96956, 2,    6157.52, -136.5,   0.96956, 3,    6157.52,  103.5,   0.96956
"DUMA13", 11, 1,    6262.27,  -16.0,   0.98605, 2,    6262.27, -136.0,   0.98605, 3,    6262.27,  104.0,   0.98605
"SSU_DUMA5_IM2", 11, 1,    6273.32,  -15.8,   0.98779, 2,    6273.32, -135.8,   0.98779, 3,    6273.32,  104.2,   0.98779
"PLNGI_B", 11, 1,    6021.04,  -17.1,   0.94807, 2,    6021.04, -137.1,   0.94807, 3,    6021.04,  102.9,   0.94807
"PLNGI_D", 11, 1,    6038.02,  -17.0,   0.95074, 2,    6038.02, -137.0,   0.95074, 3,    6038.02,  103.0,   0.95074
"PDTLITRAK", 11, 1,    6109.42,  -16.0,   0.96198, 2,    6109.42, -136.0,   0.96198, 3,    6109.42,  104.0,   0.96198
"DUMA12", 11, 1,    6156.83,  -15.5,   0.96945, 2,    6156.83, -135.5,   0.96945, 3,    6156.83,  104.5,   0.96945
"TMNGH4", 11, 1,    6204.92,  -15.2,   0.97702, 2,    6204.92, -135.2,   0.97702, 3,    6204.92,  104.8,   0.97702
"SSU_TMEGAH3_IR1", 11, 1,    6223.96,  -15.1,   0.98002, 2,    6223.96, -135.1,   0.98002, 3,    6223.96,  104.9,   0.98002
"TMNGH2", 11, 1,    6231.28,  -15.1,   0.98117, 2,    6231.28, -135.1,   0.98117, 3,    6231.28,  104.9,   0.98117
"SPRK9", 11, 1,    6051.46,  -16.3,   0.95286, 2,    6051.46, -136.3,   0.95286, 3,    6051.46,  103.7,   0.95286
"BOMBA", 11, 1,    6055.83,  -16.2,   0.95355, 2,    6055.83, -136.2,   0.95355, 3,    6055.83,  103.8,   0.95355
"SPRK8", 11, 1,    6066.76,  -16.2,   0.95527, 2,    6066.76, -136.2,   0.95527, 3,    6066.76,  103.8,   0.95527
"SSU_UPTWRES_IM2", 11, 1,    6004.65,  -17.2,   0.94549, 2,    6004.65, -137.2,   0.94549, 3,    6004.65,  102.8,   0.94549
"MAYBANK", 11, 1,    6031.69,  -16.9,   0.94974, 2,    6031.69, -136.9,   0.94974, 3,    6031.69,  103.1,   0.94974
"DUMA8", 11, 1,    6037.02,  -16.9,   0.95058, 2,    6037.02, -136.9,   0.95058, 3,    6037.02,  103.1,   0.95058
"SSU_DSARCNTR_IR1", 11, 1,    6007.94,  -17.3,     0.946, 2,    6007.94, -137.3,     0.946, 3,    6007.94,  102.7,     0.946
"DUMA9", 11, 1,    6059.88,  -16.5,   0.95418, 2,    6059.88, -136.5,   0.95418, 3,    6059.88,  103.5,   0.95418
"DUMA1", 11, 1,    6087.68,  -16.1,   0.95856, 2,    6087.68, -136.1,   0.95856, 3,    6087.68,  103.9,   0.95856
"ELITE", 11, 1,    6097.65,  -16.0,   0.96013, 2,    6097.65, -136.0,   0.96013, 3,    6097.65,  104.0,   0.96013
"DUMA10", 11, 1,    6053.85,  -16.7,   0.95323, 2,    6053.85, -136.7,   0.95323, 3,    6053.85,  103.3,   0.95323
"BALAIPOLIS", 11, 1,     6054.5,  -16.7,   0.95334, 2,     6054.5, -136.7,   0.95334, 3,     6054.5,  103.3,   0.95334
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
