Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PDTLITRAK",    6109.42,   0.96198,    11.00, 3.18916E-006, 5.22E-008, 9.91455E-008, 1.623E-009, 2.97437E-007, 6.88E-009
"DUMA12",    6156.83,   0.96945,    11.00, 3.21101E-006, 5.215E-008, 1.01067E-007, 1.642E-009, 3.03201E-007, 6.831E-009
"TMNGH4",    6204.92,   0.97702,    11.00, 3.2332E-006, 5.211E-008, 1.22052E-007, 1.967E-009, 3.66154E-007, 6.783E-009
"SSU_TMEGAH3_IR1",    6223.96,   0.98002,    11.00, 3.242E-006, 5.209E-008, 1.33499E-007, 2.145E-009, 4.00497E-007, 6.765E-009
"TMNGH2",    6231.28,   0.98117,    11.00, 3.24539E-006, 5.208E-008, 1.3869E-007, 2.226E-009, 4.16068E-007, 6.758E-009
"SPRK9",    6051.46,   0.95286,    11.00, 3.16216E-006, 5.225E-008, 9.92699E-008, 1.64E-009, 2.9781E-007, 6.935E-009
"BOMBA",    6055.83,   0.95355,    11.00, 3.16414E-006, 5.225E-008, 1.01292E-007, 1.673E-009, 3.03877E-007, 6.93E-009
"SPRK8",    6066.76,   0.95527,    11.00, 3.1691E-006, 5.224E-008, 1.07096E-007, 1.765E-009, 3.21288E-007, 6.917E-009
"SSU_UPTWRES_IM2",    6004.65,   0.94549,    11.00, 3.14005E-006, 5.229E-008, 9.66009E-008, 1.609E-009, 2.89802E-007, 6.978E-009
"MAYBANK",    6031.69,   0.94974,    11.00, 3.15205E-006, 5.226E-008, 9.7634E-008, 1.619E-009, 2.92901E-007, 6.941E-009
"DUMA8",    6037.02,   0.95058,    11.00, 3.15447E-006, 5.225E-008, 9.93349E-008, 1.645E-009, 2.98004E-007, 6.935E-009
"SSU_DSARCNTR_IR1",    6007.94,     0.946,    11.00, 3.14215E-006, 5.23E-008, 9.52938E-008, 1.586E-009, 2.85882E-007, 6.984E-009
"DUMA9",    6059.88,   0.95418,    11.00, 3.16581E-006, 5.224E-008, 9.78912E-008, 1.615E-009, 2.93673E-007, 6.923E-009
"DUMA1",    6087.68,   0.95856,    11.00, 3.17836E-006, 5.221E-008, 9.91404E-008, 1.629E-009, 2.97422E-007, 6.889E-009
"ELITE",    6097.65,   0.96013,    11.00, 3.18285E-006, 5.22E-008, 9.96052E-008, 1.634E-009, 2.98815E-007, 6.877E-009
"DUMA10",    6053.85,   0.95323,    11.00, 3.16304E-006, 5.225E-008, 9.66806E-008, 1.597E-009, 2.90041E-007, 6.93E-009
"BALAIPOLIS",     6054.5,   0.95334,    11.00, 3.16333E-006, 5.225E-008, 9.66983E-008, 1.597E-009, 2.90095E-007, 6.93E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
