Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18958.7,   0.99507,    33.00, 9.24175E-006, 4.875E-008, 1.23938E-006, 6.537E-009, 3.71815E-006, 6.569E-009
"PPU_DUMA_11KV",    5992.13,   0.94352,    11.00, 3.1352E-006, 5.232E-008, 9.51484E-008, 1.588E-009, 2.85445E-007, 7.007E-009
"RPPLNGI2",    6023.78,    0.9485,    11.00, 3.14876E-006, 5.227E-008, 9.64768E-008, 1.602E-009, 2.8943E-007, 6.955E-009
"PDTJLNMASJID",    6047.67,   0.95226,    11.00, 3.15955E-006, 5.224E-008, 9.78214E-008, 1.618E-009, 2.93464E-007, 6.925E-009
"BELLA",    6063.69,   0.95478,    11.00, 3.16678E-006, 5.223E-008, 9.87581E-008, 1.629E-009, 2.96275E-007, 6.905E-009
"PSTPDGN",    6071.72,   0.95605,    11.00, 3.1704E-006, 5.222E-008, 9.92381E-008, 1.634E-009, 2.97715E-007, 6.895E-009
"PAMDRA",    5997.37,   0.94434,    11.00, 3.13755E-006, 5.232E-008, 9.52397E-008, 1.588E-009, 2.85719E-007,   7E-009
"DUMA4",    6014.66,   0.94706,    11.00, 3.1454E-006, 5.23E-008, 9.91861E-008, 1.649E-009, 2.97558E-007, 6.98E-009
"PLSDRA",    6050.76,   0.95275,    11.00, 3.16198E-006, 5.226E-008, 1.16008E-007, 1.917E-009, 3.48023E-007, 6.941E-009
"SSU_UPTWRES_IR1",    6053.83,   0.95323,    11.00, 3.16341E-006, 5.225E-008, 1.16375E-007, 1.922E-009, 3.49125E-007, 6.938E-009
"ATRIA_1",     6054.5,   0.95334,    11.00, 3.1634E-006, 5.225E-008, 9.70939E-008, 1.604E-009, 2.91282E-007, 6.931E-009
"HAWKER",    6064.22,   0.95487,    11.00, 3.16793E-006, 5.224E-008, 1.11121E-007, 1.832E-009, 3.33362E-007, 6.919E-009
"PRMTE",    6000.16,   0.94478,    11.00, 3.1352E-006, 5.225E-008, 1.03572E-007, 1.726E-009, 3.10713E-007, 6.934E-009
"PRMTA",    6002.68,   0.94518,    11.00, 3.13582E-006, 5.224E-008, 1.04002E-007, 1.733E-009, 3.12005E-007, 6.922E-009
"PMONTB",    6007.49,   0.94593,    11.00, 3.13779E-006, 5.223E-008, 1.07194E-007, 1.784E-009, 3.21579E-007, 6.913E-009
"DUMA7",    6007.61,   0.94595,    11.00, 3.14255E-006, 5.231E-008, 9.52625E-008, 1.586E-009, 2.85789E-007, 6.994E-009
"HAUS",    6047.08,   0.95217,    11.00, 3.16185E-006, 5.229E-008, 9.90085E-008, 1.637E-009, 2.97025E-007, 6.971E-009
"DUMA6",    6157.52,   0.96956,    11.00, 3.21688E-006, 5.224E-008, 1.39463E-007, 2.265E-009, 4.18386E-007, 6.924E-009
"DUMA13",    6262.27,   0.98605,    11.00, 3.26974E-006, 5.221E-008, 1.94411E-007, 3.104E-009, 5.83229E-007, 6.892E-009
"SSU_DUMA5_IM2",    6273.32,   0.98779,    11.00, 3.27549E-006, 5.221E-008, 1.95177E-007, 3.111E-009, 5.85529E-007, 6.892E-009
"PLNGI_B",    6021.04,   0.94807,    11.00, 3.14777E-006, 5.228E-008, 9.54701E-008, 1.586E-009, 2.8641E-007, 6.963E-009
"PLNGI_D",    6038.02,   0.95074,    11.00, 3.15541E-006, 5.226E-008, 9.57138E-008, 1.585E-009, 2.87142E-007, 6.942E-009
