Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18888.8,    3.8,   0.99141, 2,    18888.8, -116.2,   0.99141, 3,    18888.8,  123.8,   0.99141
"PPU_DUMA_11KV", 11, 1,    6026.52,  -13.3,   0.94893, 2,    6026.52, -133.3,   0.94893, 3,    6026.52,  106.7,   0.94893
"RPPLNGI2", 11, 1,    6125.13,  -12.1,   0.96446, 2,    6125.13, -132.1,   0.96446, 3,    6125.13,  107.9,   0.96446
"PDTJLNMASJID", 11, 1,     6199.8,  -11.3,   0.97622, 2,     6199.8, -131.3,   0.97622, 3,     6199.8,  108.7,   0.97622
"BELLA", 11, 1,     6249.9,  -10.7,    0.9841, 2,     6249.9, -130.7,    0.9841, 3,     6249.9,  109.3,    0.9841
"PSTPDGN", 11, 1,    6275.04,  -10.5,   0.98806, 2,    6275.04, -130.5,   0.98806, 3,    6275.04,  109.5,   0.98806
"PAMDRA", 11, 1,    6038.75,  -13.1,   0.95086, 2,    6038.75, -133.1,   0.95086, 3,    6038.75,  106.9,   0.95086
"DUMA4", 11, 1,     6079.6,  -12.9,   0.95729, 2,     6079.6, -132.9,   0.95729, 3,     6079.6,  107.1,   0.95729
"PLSDRA", 11, 1,    6167.96,  -12.4,    0.9712, 2,    6167.96, -132.4,    0.9712, 3,    6167.96,  107.6,    0.9712
"SSU_UPTWRES_IR1", 11, 1,     6179.8,  -12.3,   0.97307, 2,     6179.8, -132.3,   0.97307, 3,     6179.8,  107.7,   0.97307
"ATRIA_1", 11, 1,    6179.68,  -11.7,   0.97305, 2,    6179.68, -131.7,   0.97305, 3,    6179.68,  108.3,   0.97305
"HAWKER", 11, 1,     6204.7,  -10.5,   0.97699, 2,     6204.7, -130.5,   0.97699, 3,     6204.7,  109.5,   0.97699
"PRMTE", 11, 1,    6096.97,  -12.1,   0.96002, 2,    6096.97, -132.1,   0.96002, 3,    6096.97,  107.9,   0.96002
"PRMTA", 11, 1,    6110.05,  -11.9,   0.96208, 2,    6110.05, -131.9,   0.96208, 3,    6110.05,  108.1,   0.96208
"PMONTB", 11, 1,    6123.22,  -11.9,   0.96416, 2,    6123.22, -131.9,   0.96416, 3,    6123.22,  108.1,   0.96416
"DUMA7", 11, 1,    6066.15,  -12.8,   0.95517, 2,    6066.15, -132.8,   0.95517, 3,    6066.15,  107.2,   0.95517
