Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PDTLITRAK",    6416.51,    1.0103,    11.00, 1.50187E-005, 2.341E-007, 0.000188404, 2.936E-006, 0.000565213, 2.453E-007
"DUMA12",    6525.34,    1.0275,    11.00, 1.48103E-005, 2.27E-007, 0.000194109, 2.975E-006, 0.000582327, 2.414E-007
"TMNGH4",    6631.46,    1.0442,    11.00, 1.46304E-005, 2.206E-007, 0.000255061, 3.846E-006, 0.000765183, 2.364E-007
"SSU_TMEGAH3_IR1",    6673.68,    1.0508,    11.00, 1.45461E-005, 2.18E-007, 0.000280238, 4.199E-006, 0.000840715, 2.343E-007
"TMNGH2",     6691.1,    1.0536,    11.00, 1.45061E-005, 2.168E-007, 0.000290946, 4.348E-006, 0.000872839, 2.333E-007
"SSU_UPTWRES_IM2",    6188.35,   0.97441,    11.00, 1.54217E-005, 2.492E-007, 0.000192561, 3.112E-006, 0.000577682, 2.53E-007
"MAYBANK",    6249.14,   0.98398,    11.00, 1.5353E-005, 2.457E-007, 0.000194831, 3.118E-006, 0.000584493, 2.51E-007
"DUMA8",    6260.83,   0.98582,    11.00, 1.53459E-005, 2.451E-007, 0.000199372, 3.184E-006, 0.000598115, 2.505E-007
"DUMA9",    6328.88,   0.99654,    11.00, 1.53379E-005, 2.423E-007, 0.000181638, 2.87E-006, 0.000544914, 2.494E-007
"DUMA1",    6402.44,    1.0081,    11.00, 1.52832E-005, 2.387E-007, 0.000184396, 2.88E-006, 0.000553189, 2.474E-007
"ELITE",    6428.84,    1.0123,    11.00, 1.5264E-005, 2.374E-007, 0.000185384, 2.884E-006, 0.000556152, 2.467E-007
"PAMDRA",    6255.11,   0.98492,    11.00, 1.76424E-006, 2.82E-008, 5.34941E-008, 8.552E-010, 1.60481E-007, 4.135E-008
"DUMA4",     6294.6,   0.99114,    11.00, 1.77808E-006, 2.825E-008, 6.79911E-008, 1.08E-009, 2.0397E-007, 4.139E-008
"PLSDRA",    6380.05,    1.0046,    11.00, 1.80722E-006, 2.833E-008, 1.29618E-007, 2.032E-009, 3.88851E-007, 4.148E-008
"PRMTE",    6311.45,    0.9938,    11.00, 1.78697E-006, 2.831E-008, 1.06663E-007, 1.69E-009, 3.19986E-007, 4.142E-008
"PRMTA",    6324.09,   0.99579,    11.00, 1.79175E-006, 2.833E-008, 1.07838E-007, 1.705E-009, 3.23511E-007, 4.143E-008
"PMONTB",    6336.82,   0.99779,    11.00, 1.79605E-006, 2.834E-008, 1.17523E-007, 1.855E-009, 3.52567E-007, 4.144E-008
"PLNGI_B",    6305.07,   0.99279,    11.00, 1.7823E-006, 2.827E-008, 5.46764E-008, 8.672E-010, 1.64027E-007, 4.142E-008
"PLNGI_D",    6338.43,   0.99804,    11.00, 1.79432E-006, 2.831E-008, 5.54611E-008, 8.75E-010, 1.66381E-007, 4.146E-008
"SPRK9",    6446.65,    1.0151,    11.00, 1.84351E-006, 2.86E-008, 6.16479E-008, 9.563E-010, 1.84942E-007, 4.17E-008
"BOMBA",    6459.18,    1.0171,    11.00, 1.84799E-006, 2.861E-008, 6.69576E-008, 1.037E-009, 2.00869E-007, 4.172E-008
"SPRK8",    6490.43,     1.022,    11.00, 1.85925E-006, 2.865E-008, 8.45363E-008, 1.302E-009, 2.53607E-007, 4.176E-008
"SSU_DSARCNTR_IR1",    6275.76,   0.98818,    11.00, 1.77135E-006, 2.823E-008, 5.3951E-008, 8.597E-010, 1.61851E-007, 4.137E-008
"DUMA10",    6382.72,     1.005,    11.00, 1.81247E-006, 2.84E-008, 5.7191E-008, 8.96E-010, 1.71571E-007, 4.154E-008
"BALAIPOLIS",    6384.19,    1.0053,    11.00, 1.81302E-006, 2.84E-008, 5.72413E-008, 8.966E-010, 1.71722E-007, 4.155E-008
"SSU_UPTWRES_IR1",     6391.5,    1.0064,    11.00, 1.81159E-006, 2.834E-008, 1.30701E-007, 2.045E-009, 3.92099E-007, 4.149E-008
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
