Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18980.7,   0.99623,    33.00, 3.66953E-006, 1.933E-008, 1.23938E-006, 6.53E-009, 3.71814E-006, 4.121E-008
"PPU_DUMA_11KV_A",    6243.28,   0.98306,    11.00, 1.75997E-006, 2.819E-008, 5.33664E-008, 8.548E-010, 1.60098E-007, 4.133E-008
"PPU_DUMA_11KV_B",    6150.55,   0.96846,    11.00, 1.54789E-005, 2.517E-007, 0.000174884, 2.843E-006, 0.000524653, 2.541E-007
"RPPLNGI2",     6247.4,   0.98371,    11.00, 1.53927E-005, 2.464E-007, 0.000178579, 2.858E-006, 0.000535737, 2.515E-007
"PDTJLNMASJID",    6320.71,   0.99525,    11.00, 1.53305E-005, 2.425E-007, 0.000181367, 2.869E-006, 0.000544102, 2.496E-007
"BELLA",    6369.89,     1.003,    11.00, 1.52902E-005, 2.4E-007, 0.000183235, 2.877E-006, 0.000549704, 2.483E-007
"PSTPDGN",    6394.57,    1.0069,    11.00, 1.52704E-005, 2.388E-007, 0.000184171, 2.88E-006, 0.000552513, 2.476E-007
"ATRIA_1",    6300.93,   0.99214,    11.00, 1.53489E-005, 2.436E-007, 0.000180283, 2.861E-006, 0.000540848, 2.497E-007
"HAWKER",    6325.53,   0.99601,    11.00, 1.52365E-005, 2.409E-007, 0.00018254, 2.886E-006, 0.000547619, 2.496E-007
"DUMA7",    6189.46,   0.97459,    11.00, 1.80693E-005, 2.919E-007, 0.000180061, 2.909E-006, 0.000540183, 3.102E-007
"HAUS",    6275.74,   0.98817,    11.00, 2.23504E-005, 3.561E-007, 0.00092681, 1.477E-005, 0.00278043, 3.977E-007
"DUMA6",    6512.29,    1.0254,    11.00, 4.35719E-005, 6.691E-007,  0.0040414, 6.206E-005,  0.0121242, 6.863E-007
"DUMA13",    6730.09,    1.0597,    11.00, 6.93452E-005, 1.03E-006, 0.00742834, 0.0001104,   0.022285, 9.729E-007
"SSU_DUMA5_IM2",    6756.34,    1.0638,    11.00, 7.38579E-005, 1.093E-006, 0.00746916, 0.0001106,  0.0224075, 1.032E-006
