Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18793.5,    3.3,    0.9864, 2,    18793.5, -116.7,    0.9864, 3,    18793.5,  123.3,    0.9864
"PPU_DUMA_11KV", 11, 1,    5750.25,   -2.7,   0.90543, 2,    5750.25, -122.7,   0.90543, 3,    5750.25,  117.3,   0.90543
"RPPLNGI2", 11, 1,    5855.43,   -1.7,   0.92199, 2,    5855.43, -121.7,   0.92199, 3,    5855.43,  118.3,   0.92199
"PDTJLNMASJID", 11, 1,    5934.69,   -0.9,   0.93447, 2,    5934.69, -120.9,   0.93447, 3,    5934.69,  119.1,   0.93447
"BELLA", 11, 1,    5987.69,   -0.4,   0.94282, 2,    5987.69, -120.4,   0.94282, 3,    5987.69,  119.6,   0.94282
"PSTPDGN", 11, 1,    6014.24,   -0.2,     0.947, 2,    6014.24, -120.2,     0.947, 3,    6014.24,  119.8,     0.947
"PAMDRA", 11, 1,    5761.15,   -2.6,   0.90715, 2,    5761.15, -122.6,   0.90715, 3,    5761.15,  117.4,   0.90715
"DUMA4", 11, 1,    5797.87,   -2.3,   0.91293, 2,    5797.87, -122.3,   0.91293, 3,    5797.87,  117.7,   0.91293
"PLSDRA", 11, 1,    5879.28,   -2.0,   0.92575, 2,    5879.28, -122.0,   0.92575, 3,    5879.28,  118.0,   0.92575
"SSU_UPTWRES_IR1", 11, 1,    5892.84,   -1.9,   0.92788, 2,    5892.84, -121.9,   0.92788, 3,    5892.84,  118.1,   0.92788
"ATRIA_1", 11, 1,    5893.67,   -1.3,   0.92801, 2,    5893.67, -121.3,   0.92801, 3,    5893.67,  118.7,   0.92801
"HAWKER", 11, 1,    5918.11,   -0.3,   0.93186, 2,    5918.11, -120.3,   0.93186, 3,    5918.11,  119.7,   0.93186
"PRMTE", 11, 1,    5847.21,   -1.6,    0.9207, 2,    5847.21, -121.6,    0.9207, 3,    5847.21,  118.4,    0.9207
"PRMTA", 11, 1,    5863.54,   -1.4,   0.92327, 2,    5863.54, -121.4,   0.92327, 3,    5863.54,  118.6,   0.92327
"PMONTB", 11, 1,    5876.46,   -1.4,    0.9253, 2,    5876.46, -121.4,    0.9253, 3,    5876.46,  118.6,    0.9253
"DUMA7", 11, 1,    5789.08,   -2.3,   0.91154, 2,    5789.08, -122.3,   0.91154, 3,    5789.08,  117.7,   0.91154
"HAUS", 11, 1,     5866.8,   -2.0,   0.92378, 2,     5866.8, -122.0,   0.92378, 3,     5866.8,  118.0,   0.92378
"DUMA6", 11, 1,    6077.82,   -1.1,   0.95701, 2,    6077.81, -121.1,   0.95701, 3,    6077.82,  118.9,   0.95701
"DUMA13", 11, 1,    6268.23,   -0.4,   0.98699, 2,    6268.23, -120.4,   0.98699, 3,    6268.23,  119.6,   0.98699
"SSU_DUMA5_IM2", 11, 1,     6293.6,   -0.2,   0.99099, 2,     6293.6, -120.2,   0.99099, 3,    6293.61,  119.8,   0.99099
"PLNGI_B", 11, 1,     5804.9,   -2.2,   0.91403, 2,     5804.9, -122.2,   0.91403, 3,     5804.9,  117.8,   0.91403
"PLNGI_D", 11, 1,    5832.27,   -1.9,   0.91835, 2,    5832.27, -121.9,   0.91835, 3,    5832.27,  118.1,   0.91835
"PDTLITRAK", 11, 1,    6000.35,   -0.2,   0.94481, 2,    6000.35, -120.2,   0.94481, 3,    6000.35,  119.8,   0.94481
"DUMA12", 11, 1,    6102.22,    0.7,   0.96085, 2,    6102.22, -119.3,   0.96085, 3,    6102.22,  120.7,   0.96085
"TMNGH4", 11, 1,    6198.33,    1.1,   0.97598, 2,    6198.33, -118.9,   0.97598, 3,    6198.33,  121.1,   0.97598
"SSU_TMEGAH3_IR1", 11, 1,    6236.73,    1.2,   0.98203, 2,    6236.73, -118.8,   0.98203, 3,    6236.73,  121.2,   0.98203
"TMNGH2", 11, 1,    6253.36,    1.3,   0.98465, 2,    6253.36, -118.7,   0.98465, 3,    6253.36,  121.3,   0.98465
"SPRK9", 11, 1,    5985.33,   -0.4,   0.94244, 2,    5985.33, -120.4,   0.94244, 3,    5985.33,  119.6,   0.94244
"BOMBA", 11, 1,    5998.62,   -0.4,   0.94454, 2,    5998.62, -120.4,   0.94454, 3,    5998.62,  119.6,   0.94454
"SPRK8", 11, 1,    6031.76,   -0.3,   0.94976, 2,    6031.76, -120.3,   0.94976, 3,    6031.76,  119.7,   0.94976
"SSU_UPTWRES_IM2", 11, 1,    5790.94,   -2.2,   0.91184, 2,    5790.94, -122.2,   0.91184, 3,    5790.94,  117.8,   0.91184
"MAYBANK", 11, 1,    5845.39,   -1.7,   0.92041, 2,    5845.39, -121.7,   0.92041, 3,    5845.39,  118.3,   0.92041
"DUMA8", 11, 1,    5855.63,   -1.7,   0.92202, 2,    5855.63, -121.7,   0.92202, 3,    5855.63,  118.3,   0.92202
"SSU_DSARCNTR_IR1", 11, 1,    5777.89,   -2.4,   0.90978, 2,    5777.89, -122.4,   0.90978, 3,    5777.89,  117.6,   0.90978
"DUMA9", 11, 1,    5930.36,   -0.9,   0.93379, 2,    5930.36, -120.9,   0.93379, 3,    5930.36,  119.1,   0.93379
"DUMA1", 11, 1,    6004.25,   -0.3,   0.94542, 2,    6004.25, -120.3,   0.94542, 3,    6004.25,  119.7,   0.94542
"ELITE", 11, 1,    6030.73,    0.0,   0.94959, 2,    6030.73, -120.0,   0.94959, 3,    6030.73,  120.0,   0.94959
"DUMA10", 11, 1,    5879.54,   -1.5,   0.92579, 2,    5879.54, -121.5,   0.92579, 3,    5879.54,  118.5,   0.92579
"BALAIPOLIS", 11, 1,     5880.9,   -1.5,     0.926, 2,     5880.9, -121.5,     0.926, 3,     5880.9,  118.5,     0.926
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
