Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18793.5,    0.9864,    33.00, 6.03823E-006, 3.213E-008, 1.23938E-006, 6.595E-009, 3.71815E-006, 2.605E-008
"PPU_DUMA_11KV",    5750.25,   0.90543,    11.00, 1.32265E-005, 2.3E-007, 6.39943E-005, 1.113E-006, 0.000191983, 2.752E-007
"RPPLNGI2",    5855.43,   0.92199,    11.00, 1.30423E-005, 2.227E-007, 6.54445E-005, 1.118E-006, 0.000196333, 2.679E-007
"PDTJLNMASJID",    5934.69,   0.93447,    11.00, 1.29063E-005, 2.175E-007, 6.65405E-005, 1.121E-006, 0.000199622, 2.626E-007
"BELLA",    5987.69,   0.94282,    11.00, 1.28167E-005, 2.141E-007, 6.72753E-005, 1.124E-006, 0.000201826, 2.591E-007
"PSTPDGN",    6014.24,     0.947,    11.00, 1.27721E-005, 2.124E-007, 6.76438E-005, 1.125E-006, 0.000202931, 2.574E-007
"PAMDRA",    5761.15,   0.90715,    11.00, 1.31979E-005, 2.291E-007, 6.41653E-005, 1.114E-006, 0.000192496, 2.743E-007
"DUMA4",    5797.87,   0.91293,    11.00, 1.31101E-005, 2.261E-007, 7.22566E-005, 1.246E-006, 0.00021677, 2.713E-007
"PLSDRA",    5879.28,   0.92575,    11.00, 1.29365E-005, 2.2E-007, 8.77005E-005, 1.492E-006, 0.000263101, 2.653E-007
"SSU_UPTWRES_IR1",    5892.84,   0.92788,    11.00, 1.28932E-005, 2.188E-007, 8.79434E-005, 1.492E-006, 0.00026383, 2.64E-007
"ATRIA_1",    5893.67,   0.92801,    11.00, 1.2968E-005, 2.2E-007, 6.59252E-005, 1.119E-006, 0.000197776, 2.652E-007
"HAWKER",    5918.11,   0.93186,    11.00, 1.27991E-005, 2.163E-007, 6.64982E-005, 1.124E-006, 0.000199495, 2.613E-007
"PRMTE",    5847.21,    0.9207,    11.00, 1.29007E-005, 2.206E-007, 8.32866E-005, 1.424E-006, 0.00024986, 2.657E-007
"PRMTA",    5863.54,   0.92327,    11.00, 1.28518E-005, 2.192E-007, 8.35668E-005, 1.425E-006,  0.0002507, 2.643E-007
"PMONTB",    5876.46,    0.9253,    11.00, 1.28251E-005, 2.182E-007, 8.59562E-005, 1.463E-006, 0.000257869, 2.633E-007
"DUMA7",    5789.08,   0.91154,    11.00, 1.54329E-005, 2.666E-007, 6.25188E-005, 1.08E-006, 0.000187556, 3.086E-007
"HAUS",     5866.8,   0.92378,    11.00, 1.90706E-005, 3.251E-007, 0.000237095, 4.041E-006, 0.000711284, 3.433E-007
"DUMA6",    6077.82,   0.95701,    11.00, 3.59823E-005, 5.92E-007, 0.00108805, 1.79E-005, 0.00326416, 5.969E-007
"DUMA13",    6268.23,   0.98699,    11.00, 5.58611E-005, 8.912E-007,   0.002008, 3.203E-005,   0.006024, 9.092E-007
"SSU_DUMA5_IM2",     6293.6,   0.99099,    11.00, 5.93462E-005, 9.43E-007, 0.00201968, 3.209E-005, 0.00605903, 9.602E-007
"PLNGI_B",     5804.9,   0.91403,    11.00, 1.31304E-005, 2.262E-007, 6.46969E-005, 1.115E-006, 0.000194091, 2.714E-007
"PLNGI_D",    5832.27,   0.91835,    11.00, 1.30826E-005, 2.243E-007, 6.50494E-005, 1.115E-006, 0.000195148, 2.695E-007
"PDTLITRAK",    6000.35,   0.94481,    11.00, 1.24998E-005, 2.083E-007, 6.88919E-005, 1.148E-006, 0.000206676, 2.532E-007
"DUMA12",    6102.22,   0.96085,    11.00, 1.21847E-005, 1.997E-007, 7.09678E-005, 1.163E-006, 0.000212903, 2.444E-007
"TMNGH4",    6198.33,   0.97598,    11.00, 1.19401E-005, 1.926E-007, 9.33128E-005, 1.505E-006, 0.000279938, 2.374E-007
"SSU_TMEGAH3_IR1",    6236.73,   0.98203,    11.00, 1.18358E-005, 1.898E-007, 0.000102598, 1.645E-006, 0.000307795, 2.346E-007
"TMNGH2",    6253.36,   0.98465,    11.00, 1.17891E-005, 1.885E-007, 0.000106704, 1.706E-006, 0.000320112, 2.333E-007
"SPRK9",    5985.33,   0.94244,    11.00, 1.27718E-005, 2.134E-007, 6.74675E-005, 1.127E-006, 0.000202403, 2.585E-007
"BOMBA",    5998.62,   0.94454,    11.00, 1.27561E-005, 2.127E-007, 6.95684E-005, 1.16E-006, 0.000208705, 2.577E-007
"SPRK8",    6031.76,   0.94976,    11.00, 1.27129E-005, 2.108E-007, 7.5031E-005, 1.244E-006, 0.000225093, 2.559E-007
"SSU_UPTWRES_IM2",    5790.94,   0.91184,    11.00, 1.31233E-005, 2.266E-007, 7.07913E-005, 1.222E-006, 0.000212374, 2.718E-007
"MAYBANK",    5845.39,   0.92041,    11.00, 1.30026E-005, 2.224E-007, 7.15815E-005, 1.225E-006, 0.000214744, 2.676E-007
"DUMA8",    5855.63,   0.92202,    11.00, 1.29886E-005, 2.218E-007, 7.31747E-005, 1.25E-006, 0.000219524, 2.67E-007
"SSU_DSARCNTR_IR1",    5777.89,   0.90978,    11.00, 1.31777E-005, 2.281E-007, 6.43423E-005, 1.114E-006, 0.000193027, 2.733E-007
"DUMA9",    5930.36,   0.93379,    11.00, 1.29135E-005, 2.178E-007, 6.65217E-005, 1.122E-006, 0.000199565, 2.629E-007
"DUMA1",    6004.25,   0.94542,    11.00, 1.27886E-005, 2.13E-007, 6.7555E-005, 1.125E-006, 0.000202665, 2.581E-007
"ELITE",    6030.73,   0.94959,    11.00, 1.27443E-005, 2.113E-007, 6.79253E-005, 1.126E-006, 0.000203776, 2.564E-007
"DUMA10",    5879.54,   0.92579,    11.00, 1.30009E-005, 2.211E-007, 6.57055E-005, 1.118E-006, 0.000197116, 2.663E-007
"BALAIPOLIS",     5880.9,     0.926,    11.00, 1.29985E-005, 2.21E-007, 6.57233E-005, 1.118E-006, 0.00019717, 2.662E-007
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
