Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19060.9,    1.0004,    33.00, 9.31256E-006, 4.886E-008, 1.23939E-006, 6.502E-009, 3.71816E-006, 6.502E-009
"PPU_DUMA_11KV",    6547.49,    1.0007,    11.33, 3.39096E-006, 5.179E-008, 2.61415E-009, 3.993E-011, 7.84009E-009, 6.501E-009
"RPPLNGI2",    6550.74,    1.0012,    11.33, 3.39244E-006, 5.179E-008, 2.67341E-009, 4.081E-011, 8.01834E-009, 6.497E-009
"PDTJLNMASJID",    6553.19,    1.0015,    11.33, 3.39355E-006, 5.178E-008, 2.73195E-009, 4.169E-011, 8.19354E-009, 6.495E-009
"BELLA",    6554.81,    1.0018,    11.33, 3.39429E-006, 5.178E-008, 2.77549E-009, 4.234E-011, 8.32507E-009, 6.493E-009
"PSTPDGN",    6555.63,    1.0019,    11.33, 3.39465E-006, 5.178E-008, 2.79959E-009, 4.271E-011, 8.39731E-009, 6.493E-009
"PAMDRA",    6547.81,    1.0007,    11.33, 3.39111E-006, 5.179E-008, 2.61871E-009, 3.999E-011, 7.85414E-009, 6.5E-009
"DUMA4",    6548.91,    1.0009,    11.33, 3.39161E-006, 5.179E-008, 2.89613E-009, 4.422E-011, 8.68604E-009, 6.499E-009
"PLSDRA",    6551.35,    1.0013,    11.33, 3.39272E-006, 5.179E-008, 4.09527E-009, 6.251E-011, 1.22834E-008, 6.497E-009
"SSU_UPTWRES_IR1",    6551.76,    1.0013,    11.33, 3.3929E-006, 5.179E-008, 4.12141E-009, 6.291E-011, 1.2362E-008, 6.497E-009
"ATRIA_1",    6551.89,    1.0013,    11.33, 3.39296E-006, 5.179E-008, 2.70015E-009, 4.121E-011, 8.09892E-009, 6.496E-009
"HAWKER",    6552.65,    1.0015,    11.33, 3.3933E-006, 5.179E-008, 3.37243E-009, 5.147E-011, 1.01156E-008, 6.496E-009
"PRMTE",    6550.42,    1.0011,    11.33, 3.39229E-006, 5.179E-008, 3.74927E-009, 5.724E-011, 1.12455E-008, 6.498E-009
"PRMTA",    6550.91,    1.0012,    11.33, 3.39252E-006, 5.179E-008, 3.77951E-009, 5.769E-011, 1.13365E-008, 6.497E-009
"PMONTB",    6551.29,    1.0013,    11.33, 3.39269E-006, 5.179E-008, 3.99665E-009, 6.101E-011, 1.19876E-008, 6.497E-009
"DUMA7",    6548.71,    1.0009,    11.33, 3.39152E-006, 5.179E-008, 2.63451E-009, 4.023E-011, 7.9011E-009, 6.5E-009
"HAUS",    6551.15,    1.0012,    11.33, 3.39263E-006, 5.179E-008, 3.38556E-009, 5.168E-011, 1.01541E-008, 6.497E-009
"DUMA6",    6557.86,    1.0023,    11.33, 3.39568E-006, 5.178E-008, 7.78626E-009, 1.187E-010, 2.33559E-008, 6.491E-009
"DUMA13",    6563.96,    1.0032,    11.33, 3.39845E-006, 5.177E-008, 1.23289E-008, 1.878E-010, 3.69835E-008, 6.485E-009
"SSU_DUMA5_IM2",    6564.77,    1.0033,    11.33, 3.39882E-006, 5.177E-008, 1.23894E-008, 1.887E-010, 3.71654E-008, 6.484E-009
"PLNGI_B",    6549.12,    1.0009,    11.33, 3.3917E-006, 5.179E-008, 2.64174E-009, 4.034E-011, 7.92503E-009, 6.499E-009
"PLNGI_D",    6549.93,     1.001,    11.33, 3.39207E-006, 5.179E-008, 2.65823E-009, 4.058E-011, 7.97308E-009, 6.498E-009
"PDTLITRAK",    6555.62,    1.0019,    11.33, 3.39465E-006, 5.178E-008, 2.80239E-009, 4.275E-011, 8.40523E-009, 6.493E-009
"DUMA12",    6558.87,    1.0024,    11.33, 3.39613E-006, 5.178E-008, 2.90876E-009, 4.435E-011, 8.72483E-009, 6.49E-009
"TMNGH4",    6561.92,    1.0029,    11.33, 3.39751E-006, 5.178E-008, 4.32074E-009, 6.585E-011, 1.29596E-008, 6.487E-009
"SSU_TMEGAH3_IR1",    6563.14,    1.0031,    11.33, 3.39806E-006, 5.177E-008, 5.07834E-009, 7.738E-011, 1.52325E-008, 6.485E-009
"TMNGH2",    6563.66,    1.0031,    11.33, 3.3983E-006, 5.177E-008, 5.42465E-009, 8.265E-011, 1.6271E-008, 6.485E-009
"SPRK9",    6554.81,    1.0018,    11.33, 3.39429E-006, 5.178E-008, 2.77264E-009, 4.23E-011, 8.31719E-009, 6.494E-009
"BOMBA",    6555.22,    1.0019,    11.33, 3.39447E-006, 5.178E-008, 2.8627E-009, 4.367E-011, 8.58631E-009, 6.493E-009
"SPRK8",    6556.24,     1.002,    11.33, 3.39493E-006, 5.178E-008, 3.21846E-009, 4.909E-011, 9.65352E-009, 6.492E-009
"SSU_UPTWRES_IM2",    6548.71,    1.0009,    11.33, 3.39152E-006, 5.179E-008, 2.87044E-009, 4.383E-011, 8.60852E-009, 6.5E-009
"MAYBANK",    6550.34,    1.0011,    11.33, 3.39226E-006, 5.179E-008, 2.93757E-009, 4.485E-011, 8.80999E-009, 6.498E-009
"DUMA8",    6550.64,    1.0012,    11.33, 3.3924E-006, 5.179E-008, 3.05015E-009, 4.656E-011, 9.14847E-009, 6.498E-009
"SSU_DSARCNTR_IR1",     6548.3,    1.0008,    11.33, 3.39133E-006, 5.179E-008, 2.62811E-009, 4.013E-011, 7.88307E-009, 6.5E-009
"DUMA9",    6553.11,    1.0015,    11.33, 3.39351E-006, 5.178E-008, 2.72799E-009, 4.163E-011, 8.18308E-009, 6.495E-009
"DUMA1",    6555.39,    1.0019,    11.33, 3.39454E-006, 5.178E-008, 2.79113E-009, 4.258E-011, 8.37065E-009, 6.493E-009
"ELITE",     6556.2,     1.002,    11.33, 3.39491E-006, 5.178E-008, 2.81538E-009, 4.294E-011, 8.44497E-009, 6.492E-009
"DUMA10",     6551.4,    1.0013,    11.33, 3.39274E-006, 5.179E-008, 2.66475E-009, 4.067E-011, 7.99197E-009, 6.497E-009
"BALAIPOLIS",    6551.44,    1.0013,    11.33, 3.39276E-006, 5.179E-008, 2.6647E-009, 4.067E-011, 7.99237E-009, 6.497E-009
