Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"DUMA13",     6574.1,    1.0047,    11.33, 3.40306E-006, 5.176E-008, 1.83987E-008, 2.799E-010, 5.51931E-008, 6.475E-009
"SSU_DUMA5_IM2",    6575.32,    1.0049,    11.33, 3.40361E-006, 5.176E-008, 1.84879E-008, 2.812E-010, 5.54613E-008, 6.474E-009
"PLNGI_B",    6551.89,    1.0013,    11.33, 3.39294E-006, 5.179E-008, 3.98314E-009, 6.079E-011, 1.19475E-008, 6.496E-009
"PLNGI_D",    6553.11,    1.0015,    11.33, 3.39349E-006, 5.178E-008, 4.00557E-009, 6.112E-011, 1.20156E-008, 6.495E-009
"PDTLITRAK",    6561.61,    1.0028,    11.33, 3.39735E-006, 5.178E-008, 4.21812E-009, 6.428E-011, 1.26538E-008, 6.486E-009
"DUMA12",    6566.48,    1.0036,    11.33, 3.39956E-006, 5.177E-008, 4.37527E-009, 6.663E-011, 1.31241E-008, 6.482E-009
"TMNGH4",    6571.05,    1.0043,    11.33, 3.40163E-006, 5.177E-008, 6.47676E-009, 9.857E-011, 1.94279E-008, 6.477E-009
"SSU_TMEGAH3_IR1",    6572.87,    1.0045,    11.33, 3.40246E-006, 5.177E-008, 7.60748E-009, 1.157E-010, 2.28199E-008, 6.476E-009
"TMNGH2",    6573.66,    1.0047,    11.33, 3.40282E-006, 5.176E-008, 8.12489E-009, 1.236E-010, 2.43721E-008, 6.475E-009
"SPRK9",    6560.42,    1.0026,    11.33, 3.39681E-006, 5.178E-008, 4.19168E-009, 6.389E-011, 1.25739E-008, 6.488E-009
"BOMBA",    6561.03,    1.0027,    11.33, 3.39708E-006, 5.178E-008, 4.33477E-009, 6.607E-011, 1.30018E-008, 6.487E-009
"SPRK8",    6562.55,     1.003,    11.33, 3.39778E-006, 5.178E-008, 4.86679E-009, 7.416E-011, 1.45988E-008, 6.486E-009
"SSU_UPTWRES_IM2",    6551.28,    1.0012,    11.33, 3.39266E-006, 5.179E-008, 4.32541E-009, 6.602E-011, 1.29738E-008, 6.497E-009
"MAYBANK",    6553.72,    1.0016,    11.33, 3.39377E-006, 5.178E-008, 4.42529E-009, 6.752E-011, 1.32743E-008, 6.494E-009
"DUMA8",    6554.17,    1.0017,    11.33, 3.39397E-006, 5.178E-008, 4.58873E-009, 7.001E-011, 1.37645E-008, 6.494E-009
"SSU_DSARCNTR_IR1",    6550.67,    1.0012,    11.33, 3.39238E-006, 5.179E-008, 3.96236E-009, 6.049E-011, 1.18861E-008, 6.497E-009
"DUMA9",    6557.86,    1.0023,    11.33, 3.39564E-006, 5.178E-008, 4.11496E-009, 6.275E-011, 1.23432E-008, 6.49E-009
"DUMA1",    6561.27,    1.0028,    11.33, 3.39719E-006, 5.178E-008, 4.2092E-009, 6.415E-011, 1.26267E-008, 6.487E-009
"ELITE",    6562.49,     1.003,    11.33, 3.39774E-006, 5.178E-008, 4.24555E-009, 6.469E-011, 1.27344E-008, 6.485E-009
"DUMA10",     6555.3,    1.0019,    11.33, 3.39445E-006, 5.178E-008, 4.04198E-009, 6.166E-011, 1.21247E-008, 6.492E-009
"BALAIPOLIS",    6555.36,    1.0019,    11.33, 3.39448E-006, 5.178E-008, 4.04376E-009, 6.169E-011, 1.21294E-008, 6.492E-009
