Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19064.8,    1.0006,    33.00, 9.31343E-006, 4.885E-008, 1.23938E-006, 6.501E-009, 3.71815E-006, 6.501E-009
"PPU_DUMA_11KV",    6549.44,     1.001,    11.33, 3.39183E-006, 5.179E-008, 3.94402E-009, 6.022E-011, 1.18295E-008, 6.498E-009
"RPPLNGI2",    6554.32,    1.0017,    11.33, 3.39404E-006, 5.178E-008, 4.02991E-009, 6.148E-011, 1.20896E-008, 6.494E-009
"PDTJLNMASJID",    6557.98,    1.0023,    11.33, 3.3957E-006, 5.178E-008, 4.11451E-009, 6.274E-011, 1.23421E-008, 6.49E-009
"BELLA",    6560.42,    1.0026,    11.33, 3.3968E-006, 5.178E-008, 4.17924E-009, 6.37E-011, 1.25369E-008, 6.488E-009
"PSTPDGN",    6561.64,    1.0028,    11.33, 3.39735E-006, 5.178E-008, 4.21505E-009, 6.424E-011, 1.26429E-008, 6.486E-009
"PAMDRA",    6549.93,     1.001,    11.33, 3.39205E-006, 5.179E-008, 3.95187E-009, 6.033E-011, 1.1854E-008, 6.498E-009
"DUMA4",    6551.58,    1.0013,    11.33, 3.3928E-006, 5.179E-008, 4.35282E-009, 6.644E-011, 1.30567E-008, 6.496E-009
"PLSDRA",    6555.24,    1.0019,    11.33, 3.39446E-006, 5.178E-008, 6.09685E-009, 9.301E-011, 1.82875E-008, 6.493E-009
"SSU_UPTWRES_IR1",    6555.85,    1.0019,    11.33, 3.39474E-006, 5.178E-008, 6.13559E-009, 9.359E-011, 1.84042E-008, 6.492E-009
"ATRIA_1",    6556.03,     1.002,    11.33, 3.39482E-006, 5.178E-008, 4.06943E-009, 6.207E-011, 1.22066E-008, 6.492E-009
"HAWKER",    6557.18,    1.0021,    11.33, 3.39533E-006, 5.178E-008, 5.07546E-009, 7.74E-011, 1.52253E-008, 6.491E-009
"PRMTE",    6553.84,    1.0016,    11.33, 3.39382E-006, 5.178E-008, 5.61351E-009, 8.565E-011, 1.68386E-008, 6.494E-009
"PRMTA",    6554.57,    1.0018,    11.33, 3.39415E-006, 5.178E-008, 5.65705E-009, 8.631E-011, 1.69687E-008, 6.493E-009
"PMONTB",    6555.15,    1.0018,    11.33, 3.39441E-006, 5.178E-008, 5.9815E-009, 9.125E-011, 1.7942E-008, 6.493E-009
"DUMA7",    6551.27,    1.0012,    11.33, 3.39266E-006, 5.179E-008, 3.97193E-009, 6.063E-011, 1.19144E-008, 6.497E-009
"HAUS",    6554.93,    1.0018,    11.33, 3.39432E-006, 5.178E-008, 5.06845E-009, 7.732E-011, 1.52026E-008, 6.493E-009
"DUMA6",    6564.97,    1.0033,    11.33, 3.3989E-006, 5.177E-008, 1.16185E-008, 1.77E-010, 3.48529E-008, 6.484E-009
