Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PRMTE",    6560.29,    1.0026,    11.33, 3.39684E-006, 5.178E-008, 9.29181E-009, 1.416E-010, 2.78728E-008, 6.489E-009
"PRMTA",    6561.51,    1.0028,    11.33, 3.39739E-006, 5.178E-008, 9.36534E-009, 1.427E-010, 2.80938E-008, 6.488E-009
"PMONTB",    6562.48,     1.003,    11.33, 3.39783E-006, 5.178E-008, 9.90618E-009, 1.51E-010, 2.97166E-008, 6.487E-009
"DUMA7",    6556.02,     1.002,    11.33, 3.39491E-006, 5.178E-008, 6.57348E-009, 1.003E-010, 1.97196E-008, 6.493E-009
"HAUS",    6562.09,    1.0029,    11.33, 3.39768E-006, 5.178E-008, 8.3988E-009, 1.28E-010, 2.51941E-008, 6.488E-009
"DUMA6",    6578.79,    1.0055,    11.33, 3.4053E-006, 5.176E-008, 1.92527E-008, 2.926E-010, 5.77557E-008, 6.472E-009
"DUMA13",    6593.95,    1.0078,    11.33, 3.41224E-006, 5.175E-008, 3.04728E-008, 4.621E-010, 9.14158E-008, 6.458E-009
"SSU_DUMA5_IM2",    6595.97,    1.0081,    11.33, 3.41317E-006, 5.175E-008, 3.0621E-008, 4.642E-010, 9.18602E-008, 6.456E-009
"PLNGI_B",    6557.05,    1.0021,    11.33, 3.39536E-006, 5.178E-008, 6.59111E-009, 1.005E-010, 1.97732E-008, 6.492E-009
"PLNGI_D",    6559.08,    1.0024,    11.33, 3.39628E-006, 5.178E-008, 6.63034E-009, 1.011E-010, 1.989E-008, 6.49E-009
"PDTLITRAK",    6573.18,    1.0046,    11.33, 3.4027E-006, 5.177E-008, 6.98735E-009, 1.063E-010, 2.096E-008, 6.477E-009
"DUMA12",    6581.27,    1.0058,    11.33, 3.40637E-006, 5.176E-008, 7.25018E-009, 1.102E-010, 2.17487E-008, 6.469E-009
"TMNGH4",    6588.86,     1.007,    11.33, 3.40982E-006, 5.175E-008, 1.07481E-008, 1.631E-010, 3.2242E-008, 6.461E-009
"SSU_TMEGAH3_IR1",    6591.89,    1.0075,    11.33, 3.41119E-006, 5.175E-008, 1.26345E-008, 1.917E-010, 3.79005E-008, 6.458E-009
"TMNGH2",    6593.21,    1.0077,    11.33, 3.41179E-006, 5.175E-008, 1.3499E-008, 2.047E-010, 4.04946E-008, 6.457E-009
"SPRK9",    6571.22,    1.0043,    11.33, 3.40179E-006, 5.177E-008, 6.93485E-009, 1.055E-010, 2.0803E-008, 6.478E-009
"BOMBA",    6572.24,    1.0045,    11.33, 3.40225E-006, 5.177E-008, 7.17169E-009, 1.091E-010, 2.15137E-008, 6.477E-009
"SPRK8",    6574.77,    1.0048,    11.33, 3.40339E-006, 5.176E-008, 8.06739E-009, 1.227E-010, 2.4201E-008, 6.475E-009
"SSU_UPTWRES_IM2",    6556.03,     1.002,    11.33, 3.39491E-006, 5.178E-008, 7.17127E-009, 1.094E-010, 2.15121E-008, 6.493E-009
"MAYBANK",    6560.09,    1.0026,    11.33, 3.39675E-006, 5.178E-008, 7.33828E-009, 1.119E-010, 2.2014E-008, 6.489E-009
"DUMA8",    6560.86,    1.0027,    11.33, 3.3971E-006, 5.178E-008, 7.62159E-009, 1.162E-010, 2.28632E-008, 6.488E-009
"SSU_DSARCNTR_IR1",    6555.02,    1.0018,    11.33, 3.39444E-006, 5.178E-008, 6.55613E-009,   1E-010, 1.96676E-008, 6.494E-009
"DUMA9",    6566.97,    1.0036,    11.33, 3.39986E-006, 5.177E-008, 6.80881E-009, 1.037E-010, 2.04255E-008, 6.482E-009
"DUMA1",    6572.65,    1.0045,    11.33, 3.40243E-006, 5.177E-008, 6.96562E-009, 1.06E-010, 2.0895E-008, 6.477E-009
"ELITE",    6574.68,    1.0048,    11.33, 3.40335E-006, 5.176E-008, 7.02686E-009, 1.069E-010, 2.10788E-008, 6.475E-009
"DUMA10",    6562.73,     1.003,    11.33, 3.39795E-006, 5.178E-008, 6.70956E-009, 1.022E-010, 2.01274E-008, 6.487E-009
"BALAIPOLIS",    6562.83,     1.003,    11.33, 3.39799E-006, 5.178E-008, 6.71159E-009, 1.023E-010, 2.01341E-008, 6.487E-009
