Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19072.2,     1.001,    33.00, 9.31507E-006, 4.884E-008, 1.23939E-006, 6.498E-009, 3.71816E-006, 6.499E-009
"PPU_DUMA_11KV",    6552.98,    1.0015,    11.33, 3.39352E-006, 5.179E-008, 6.52442E-009, 9.956E-011, 1.95729E-008, 6.496E-009
"RPPLNGI2",    6561.09,    1.0027,    11.33, 3.3972E-006, 5.178E-008, 6.67159E-009, 1.017E-010, 2.00139E-008, 6.488E-009
"PDTJLNMASJID",    6567.18,    1.0037,    11.33, 3.39996E-006, 5.177E-008, 6.81636E-009, 1.038E-010, 2.04474E-008, 6.482E-009
"BELLA",    6571.24,    1.0043,    11.33, 3.40179E-006, 5.177E-008, 6.92685E-009, 1.054E-010, 2.07791E-008, 6.478E-009
"PSTPDGN",    6573.26,    1.0046,    11.33, 3.40271E-006, 5.177E-008, 6.9862E-009, 1.063E-010, 2.09581E-008, 6.476E-009
"PAMDRA",    6553.79,    1.0016,    11.33, 3.39389E-006, 5.179E-008, 6.53707E-009, 9.974E-011, 1.96104E-008, 6.495E-009
"DUMA4",    6556.54,    1.0021,    11.33, 3.39514E-006, 5.178E-008, 7.21468E-009, 1.1E-010, 2.1643E-008, 6.493E-009
"PLSDRA",    6562.63,     1.003,    11.33, 3.3979E-006, 5.178E-008, 1.01659E-008, 1.549E-010, 3.04952E-008, 6.487E-009
"SSU_UPTWRES_IR1",    6563.65,    1.0031,    11.33, 3.39837E-006, 5.178E-008, 1.02294E-008, 1.558E-010, 3.06864E-008, 6.486E-009
"ATRIA_1",    6563.94,    1.0032,    11.33, 3.39849E-006, 5.178E-008, 6.73554E-009, 1.026E-010, 2.02066E-008, 6.485E-009
"HAWKER",    6565.84,    1.0035,    11.33, 3.39935E-006, 5.177E-008, 8.40745E-009, 1.28E-010, 2.5222E-008, 6.483E-009
