Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"SSU_TMEGAH3_IR1",    6582.46,     1.006,    11.33, 3.40688E-006, 5.176E-008, 1.01471E-008, 1.542E-010, 3.04383E-008, 6.467E-009
"TMNGH2",    6583.51,    1.0062,    11.33, 3.40736E-006, 5.176E-008, 1.08427E-008, 1.647E-010, 3.25252E-008, 6.466E-009
"SPRK9",    6565.89,    1.0035,    11.33, 3.39934E-006, 5.177E-008, 5.56441E-009, 8.475E-011, 1.66924E-008, 6.483E-009
"BOMBA",     6566.7,    1.0036,    11.33, 3.39971E-006, 5.177E-008, 5.75465E-009, 8.763E-011, 1.72616E-008, 6.482E-009
"SPRK8",    6568.73,    1.0039,    11.33, 3.40063E-006, 5.177E-008, 6.46859E-009, 9.848E-011, 1.94044E-008, 6.48E-009
"SSU_UPTWRES_IM2",    6553.72,    1.0016,    11.33, 3.39384E-006, 5.178E-008, 5.7518E-009, 8.776E-011, 1.72531E-008, 6.495E-009
"MAYBANK",    6556.97,    1.0021,    11.33, 3.39531E-006, 5.178E-008, 5.88329E-009, 8.973E-011, 1.7649E-008, 6.492E-009
"DUMA8",    6557.58,    1.0022,    11.33, 3.39559E-006, 5.178E-008, 6.10236E-009, 9.306E-011, 1.83049E-008, 6.491E-009
"SSU_DSARCNTR_IR1",     6552.9,    1.0015,    11.33, 3.39347E-006, 5.179E-008, 5.26237E-009, 8.031E-011, 1.57855E-008, 6.496E-009
"DUMA9",    6562.48,     1.003,    11.33, 3.39781E-006, 5.178E-008, 5.46483E-009, 8.327E-011, 1.63925E-008, 6.487E-009
"DUMA1",    6567.03,    1.0037,    11.33, 3.39986E-006, 5.177E-008, 5.58987E-009, 8.512E-011, 1.67695E-008, 6.482E-009
"ELITE",    6568.65,    1.0039,    11.33, 3.4006E-006, 5.177E-008, 5.63897E-009, 8.585E-011, 1.69156E-008, 6.48E-009
"DUMA10",    6559.08,    1.0024,    11.33, 3.39625E-006, 5.178E-008, 5.41256E-009, 8.252E-011, 1.62366E-008, 6.49E-009
"BALAIPOLIS",    6559.16,    1.0025,    11.33, 3.39629E-006, 5.178E-008, 5.41434E-009, 8.255E-011, 1.62417E-008, 6.49E-009
