Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18942.1,    5.2,    0.9942, 2,    18942.1, -114.8,    0.9942, 3,    18942.1,  125.2,    0.9942
"PPU_DUMA_11KV_A", 11, 1,    6251.42,  -14.8,   0.98434, 2,    6251.42, -134.8,   0.98434, 3,    6251.42,  105.2,   0.98434
"PPU_DUMA_11KV_B", 11, 1,    6118.79,  -10.2,   0.96346, 2,    6118.79, -130.2,   0.96346, 3,    6118.79,  109.8,   0.96346
"RPPLNGI2", 11, 1,    6279.49,   -8.7,   0.98876, 2,    6279.49, -128.7,   0.98876, 3,    6279.49,  111.3,   0.98876
"PDTJLNMASJID", 11, 1,    6400.91,   -7.6,    1.0079, 2,    6400.91, -127.6,    1.0079, 3,    6400.91,  112.4,    1.0079
"BELLA", 11, 1,    6482.23,   -6.9,    1.0207, 2,    6482.23, -126.9,    1.0207, 3,    6482.23,  113.1,    1.0207
"PSTPDGN", 11, 1,       6523,   -6.6,    1.0271, 2,       6523, -126.6,    1.0271, 3,       6523,  113.4,    1.0271
"ATRIA_1", 11, 1,    6338.81,   -8.2,    0.9981, 2,    6338.81, -128.2,    0.9981, 3,    6338.81,  111.8,    0.9981
"HAWKER", 11, 1,    6376.02,   -6.7,     1.004, 2,    6376.02, -126.7,     1.004, 3,    6376.02,  113.3,     1.004
"DUMA7", 11, 1,    6177.83,   -9.6,   0.97276, 2,    6177.83, -129.6,   0.97276, 3,    6177.83,  110.4,   0.97276
"HAUS", 11, 1,    6296.15,   -9.2,   0.99139, 2,    6296.15, -129.2,   0.99139, 3,    6296.15,  110.8,   0.99139
"DUMA6", 11, 1,    6615.75,   -7.9,    1.0417, 2,    6615.75, -127.9,    1.0417, 3,    6615.75,  112.1,    1.0417
"DUMA13", 11, 1,    6903.39,   -6.9,     1.087, 2,    6903.39, -126.9,     1.087, 3,    6903.39,  113.1,     1.087
"SSU_DUMA5_IM2", 11, 1,    6941.72,   -6.6,     1.093, 2,    6941.72, -126.6,     1.093, 3,    6941.72,  113.4,     1.093
"PDTLITRAK", 11, 1,    6493.72,   -6.6,    1.0225, 2,    6493.72, -126.6,    1.0225, 3,    6493.72,  113.4,    1.0225
"DUMA12", 11, 1,    6647.81,   -5.3,    1.0468, 2,    6647.81, -125.3,    1.0468, 3,    6647.81,  114.7,    1.0468
"TMNGH4", 11, 1,    6793.58,   -4.8,    1.0697, 2,    6793.58, -124.8,    1.0697, 3,    6793.58,  115.2,    1.0697
"SSU_TMEGAH3_IR1", 11, 1,     6851.8,   -4.6,    1.0789, 2,     6851.8, -124.6,    1.0789, 3,     6851.8,  115.4,    1.0789
"TMNGH2", 11, 1,    6876.99,   -4.5,    1.0828, 2,    6876.99, -124.5,    1.0828, 3,    6876.99,  115.5,    1.0828
"SSU_UPTWRES_IM2", 11, 1,    6181.78,   -9.5,   0.97338, 2,    6181.78, -129.5,   0.97338, 3,    6181.78,  110.5,   0.97338
"MAYBANK", 11, 1,    6266.23,   -8.8,   0.98668, 2,    6266.23, -128.8,   0.98668, 3,    6266.23,  111.2,   0.98668
"DUMA8", 11, 1,    6282.14,   -8.7,   0.98918, 2,    6282.14, -128.7,   0.98918, 3,    6282.14,  111.3,   0.98918
"DUMA9", 11, 1,    6393.19,   -7.6,    1.0067, 2,    6393.19, -127.6,    1.0067, 3,    6393.19,  112.4,    1.0067
"DUMA1", 11, 1,    6506.37,   -6.7,    1.0245, 2,    6506.37, -126.7,    1.0245, 3,    6506.37,  113.3,    1.0245
"ELITE", 11, 1,    6546.99,   -6.3,    1.0309, 2,    6546.99, -126.3,    1.0309, 3,    6546.99,  113.7,    1.0309
"PAMDRA", 11, 1,    6267.99,  -14.6,   0.98695, 2,    6267.99, -134.6,   0.98695, 3,    6267.99,  105.4,   0.98695
"DUMA4", 11, 1,    6323.78,  -14.3,   0.99574, 2,    6323.78, -134.3,   0.99574, 3,    6323.78,  105.7,   0.99574
"PLSDRA", 11, 1,     6447.4,  -13.8,    1.0152, 2,     6447.4, -133.8,    1.0152, 3,     6447.4,  106.2,    1.0152
"PRMTE", 11, 1,    6398.18,  -13.2,    1.0075, 2,    6398.18, -133.2,    1.0075, 3,    6398.18,  106.8,    1.0075
"PRMTA", 11, 1,    6422.99,  -13.0,    1.0114, 2,    6422.99, -133.0,    1.0114, 3,    6422.99,  107.0,    1.0114
"PMONTB", 11, 1,    6442.65,  -13.0,    1.0145, 2,    6442.65, -133.0,    1.0145, 3,    6442.65,  107.0,    1.0145
"PLNGI_B", 11, 1,     6334.6,  -14.1,   0.99744, 2,     6334.6, -134.1,   0.99744, 3,     6334.6,  105.9,   0.99744
"PLNGI_D", 11, 1,     6376.3,  -13.7,     1.004, 2,     6376.3, -133.7,     1.004, 3,     6376.3,  106.3,     1.004
"SPRK9", 11, 1,    6603.39,  -11.7,    1.0398, 2,    6603.39, -131.7,    1.0398, 3,    6603.39,  108.3,    1.0398
"BOMBA", 11, 1,    6623.42,  -11.6,    1.0429, 2,    6623.42, -131.6,    1.0429, 3,    6623.42,  108.4,    1.0429
"SPRK8", 11, 1,    6673.34,  -11.4,    1.0508, 2,    6673.34, -131.4,    1.0508, 3,    6673.34,  108.6,    1.0508
"SSU_DSARCNTR_IR1", 11, 1,    6293.67,  -14.4,     0.991, 2,    6293.67, -134.4,     0.991, 3,    6293.67,  105.6,     0.991
"DUMA10", 11, 1,    6447.13,  -13.1,    1.0152, 2,    6447.13, -133.1,    1.0152, 3,    6447.13,  106.9,    1.0152
"BALAIPOLIS", 11, 1,     6449.2,  -13.1,    1.0155, 2,     6449.2, -133.1,    1.0155, 3,     6449.2,  106.9,    1.0155
"SSU_UPTWRES_IR1", 11, 1,    6467.98,  -13.7,    1.0184, 2,    6467.98, -133.7,    1.0184, 3,    6467.98,  106.3,    1.0184
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
