Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18942.1,    0.9942,    33.00, 8.87144E-006, 4.683E-008, 1.23938E-006, 6.543E-009, 3.71815E-006, 6.477E-009
"PPU_DUMA_11KV_A",    6251.42,   0.98434,    11.00, 3.24753E-006, 5.195E-008, 7.35065E-008, 1.176E-009, 2.2052E-007, 6.536E-009
"PPU_DUMA_11KV_B",    6118.79,   0.96346,    11.00, 3.15446E-006, 5.155E-008, 1.95526E-006, 3.195E-008, 5.86577E-006, 1.403E-008
"RPPLNGI2",    6279.49,   0.98876,    11.00, 3.2119E-006, 5.115E-008, 1.99576E-006, 3.178E-008, 5.98728E-006, 1.369E-008
"PDTJLNMASJID",    6400.91,    1.0079,    11.00, 3.25577E-006, 5.086E-008, 2.02641E-006, 3.166E-008, 6.07922E-006, 1.344E-008
"BELLA",    6482.23,    1.0207,    11.00, 3.28536E-006, 5.068E-008, 2.04697E-006, 3.158E-008, 6.1409E-006, 1.328E-008
"PSTPDGN",       6523,    1.0271,    11.00, 3.30026E-006, 5.059E-008, 2.05728E-006, 3.154E-008, 6.17185E-006, 1.32E-008
"ATRIA_1",    6338.81,    0.9981,    11.00, 3.23402E-006, 5.102E-008, 2.00909E-006, 3.17E-008, 6.02728E-006, 1.357E-008
"HAWKER",    6376.02,     1.004,    11.00, 3.23673E-006, 5.076E-008, 1.99702E-006, 3.132E-008, 5.99105E-006, 1.345E-008
"DUMA7",    6177.83,   0.97276,    11.00, 3.08436E-006, 4.993E-008, 2.01807E-006, 3.267E-008, 6.0542E-006, 1.406E-008
"HAUS",    6296.15,   0.99139,    11.00, 2.89125E-006, 4.592E-008, 1.06805E-005, 1.696E-007, 3.20415E-005, 1.454E-008
"DUMA6",    6615.75,    1.0417,    11.00, 2.23218E-006, 3.374E-008, 4.6563E-005, 7.038E-007, 0.000139689, 2.363E-008
"DUMA13",    6903.39,     1.087,    11.00, 1.68606E-006, 2.442E-008, 8.51949E-005, 1.234E-006, 0.000255585, 3.221E-008
"SSU_DUMA5_IM2",    6941.72,     1.093,    11.00, 1.67758E-006, 2.417E-008, 8.56847E-005, 1.234E-006, 0.000257054, 3.415E-008
"PDTLITRAK",    6493.72,    1.0225,    11.00, 3.29105E-006, 5.068E-008, 2.10034E-006, 3.234E-008, 6.30103E-006, 1.313E-008
"DUMA12",    6647.81,    1.0468,    11.00, 3.34931E-006, 5.038E-008, 2.16243E-006, 3.253E-008, 6.4873E-006, 1.278E-008
"TMNGH4",    6793.58,    1.0697,    11.00, 3.4144E-006, 5.026E-008, 2.8404E-006, 4.181E-008, 8.52119E-006, 1.254E-008
"SSU_TMEGAH3_IR1",     6851.8,    1.0789,    11.00, 3.44069E-006, 5.022E-008, 3.1231E-006, 4.558E-008, 9.36929E-006, 1.244E-008
"TMNGH2",    6876.99,    1.0828,    11.00, 3.45214E-006, 5.02E-008, 3.24832E-006, 4.723E-008, 9.74495E-006, 1.24E-008
"SSU_UPTWRES_IM2",    6181.78,   0.97338,    11.00, 3.17599E-006, 5.138E-008, 2.15448E-006, 3.485E-008, 6.46344E-006, 1.388E-008
"MAYBANK",    6266.23,   0.98668,    11.00, 3.20676E-006, 5.118E-008, 2.177E-006, 3.474E-008, 6.53101E-006, 1.368E-008
"DUMA8",    6282.14,   0.98918,    11.00, 3.21348E-006, 5.115E-008, 2.22396E-006, 3.54E-008, 6.67187E-006, 1.365E-008
"DUMA9",    6393.19,    1.0067,    11.00, 3.2527E-006, 5.088E-008, 2.02577E-006, 3.169E-008, 6.07731E-006, 1.346E-008
