Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"DUMA1",    6506.37,    1.0245,    11.00, 3.29384E-006, 5.062E-008, 2.05467E-006, 3.158E-008, 6.164E-006, 1.323E-008
"ELITE",    6546.99,    1.0309,    11.00, 3.30869E-006, 5.054E-008, 2.06503E-006, 3.154E-008, 6.19508E-006, 1.316E-008
"PAMDRA",    6267.99,   0.98695,    11.00, 3.25523E-006, 5.193E-008, 7.37593E-008, 1.177E-009, 2.21278E-007, 6.521E-009
"DUMA4",    6323.78,   0.99574,    11.00, 3.2815E-006, 5.189E-008, 9.49361E-008, 1.501E-009, 2.84807E-007, 6.476E-009
"PLSDRA",     6447.4,    1.0152,    11.00, 3.34047E-006, 5.181E-008, 1.71451E-007, 2.659E-009, 5.14349E-007, 6.393E-009
"PRMTE",    6398.18,    1.0075,    11.00, 3.31705E-006, 5.184E-008, 1.53725E-007, 2.403E-009, 4.61172E-007, 6.422E-009
"PRMTA",    6422.99,    1.0114,    11.00, 3.3288E-006, 5.183E-008, 1.55473E-007, 2.421E-009, 4.66416E-007, 6.413E-009
"PMONTB",    6442.65,    1.0145,    11.00, 3.33813E-006, 5.181E-008, 1.69147E-007, 2.625E-009, 5.07438E-007, 6.41E-009
"PLNGI_B",     6334.6,   0.99744,    11.00, 3.28469E-006, 5.185E-008, 7.50526E-008, 1.185E-009, 2.25158E-007, 6.435E-009
"PLNGI_D",     6376.3,     1.004,    11.00, 3.30331E-006, 5.181E-008, 7.60422E-008, 1.193E-009, 2.28126E-007, 6.385E-009
"SPRK9",    6603.39,    1.0398,    11.00, 3.40758E-006, 5.16E-008, 8.54244E-008, 1.294E-009, 2.56273E-007, 6.432E-009
"BOMBA",    6623.42,    1.0429,    11.00, 3.41675E-006, 5.159E-008, 9.35466E-008, 1.412E-009, 2.80638E-007, 6.427E-009
"SPRK8",    6673.34,    1.0508,    11.00, 3.43974E-006, 5.154E-008, 1.20867E-007, 1.811E-009, 3.62599E-007, 6.416E-009
"SSU_DSARCNTR_IR1",    6293.67,     0.991,    11.00, 3.26636E-006, 5.19E-008, 7.41563E-008, 1.178E-009, 2.2247E-007, 6.484E-009
"DUMA10",    6447.13,    1.0152,    11.00, 3.33525E-006, 5.173E-008, 7.83957E-008, 1.216E-009, 2.35186E-007, 6.395E-009
"BALAIPOLIS",     6449.2,    1.0155,    11.00, 3.33618E-006, 5.173E-008, 7.84606E-008, 1.217E-009, 2.3538E-007, 6.396E-009
"SSU_UPTWRES_IR1",    6467.98,    1.0184,    11.00, 3.3503E-006, 5.18E-008, 1.72889E-007, 2.673E-009, 5.18664E-007, 6.38E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
