Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    19013.9,   0.99797,    33.00, 9.26888E-006, 4.875E-008, 1.23938E-006, 6.518E-009, 3.71815E-006, 6.535E-009
"PPU_DUMA_11KV",    6209.15,   0.97769,    11.00, 3.2278E-006, 5.198E-008, 4.06365E-008, 6.545E-010, 1.2191E-007, 6.689E-009
"RPPLNGI2",    6239.72,    0.9825,    11.00, 3.24161E-006, 5.195E-008, 4.16997E-008, 6.683E-010, 1.25099E-007, 6.655E-009
"PDTJLNMASJID",    6262.82,   0.98614,    11.00, 3.25204E-006, 5.193E-008, 4.26696E-008, 6.813E-010, 1.28008E-007, 6.629E-009
"BELLA",     6278.3,   0.98858,    11.00, 3.25902E-006, 5.191E-008, 4.33926E-008, 6.912E-010, 1.30177E-007, 6.612E-009
"PSTPDGN",    6286.06,    0.9898,    11.00, 3.26252E-006, 5.19E-008, 4.37756E-008, 6.964E-010, 1.31327E-007, 6.604E-009
"PAMDRA",    6214.21,   0.97848,    11.00, 3.2301E-006, 5.198E-008, 4.06699E-008, 6.545E-010, 1.22009E-007, 6.684E-009
"DUMA4",     6230.9,   0.98111,    11.00, 3.23775E-006, 5.196E-008, 4.40285E-008, 7.066E-010, 1.32083E-007, 6.667E-009
"PLSDRA",    6265.76,    0.9866,    11.00, 3.25378E-006, 5.193E-008, 6.33428E-008, 1.011E-009, 1.90026E-007, 6.634E-009
"SSU_UPTWRES_IR1",    6268.73,   0.98707,    11.00, 3.25514E-006, 5.193E-008, 6.37112E-008, 1.016E-009, 1.91131E-007, 6.631E-009
"ATRIA_1",    6269.45,   0.98718,    11.00, 3.2551E-006, 5.192E-008, 4.17536E-008, 6.66E-010, 1.2526E-007, 6.624E-009
"HAWKER",    6278.85,   0.98866,    11.00, 3.25941E-006, 5.191E-008, 5.42116E-008, 8.634E-010, 1.62634E-007, 6.614E-009
"PRMTE",    6216.34,   0.97882,    11.00, 3.23119E-006, 5.198E-008, 5.81037E-008, 9.347E-010, 1.7431E-007, 6.683E-009
"PRMTA",    6218.69,   0.97919,    11.00, 3.23228E-006, 5.198E-008, 5.84547E-008, 9.4E-010, 1.75363E-007, 6.681E-009
"PMONTB",    6223.31,   0.97992,    11.00, 3.23439E-006, 5.197E-008, 6.09182E-008, 9.789E-010, 1.82754E-007, 6.676E-009
"DUMA7",     6224.1,   0.98004,    11.00, 3.23465E-006, 5.197E-008, 4.11835E-008, 6.617E-010, 1.2355E-007, 6.674E-009
"HAUS",    6262.29,   0.98605,    11.00, 3.2522E-006, 5.193E-008, 6.3561E-008, 1.015E-009, 1.90681E-007, 6.638E-009
"DUMA6",    6369.19,    1.0029,    11.00, 3.30155E-006, 5.184E-008, 1.80981E-007, 2.842E-009, 5.4294E-007, 6.54E-009
"DUMA13",    6470.59,    1.0189,    11.00, 3.34845E-006, 5.175E-008,  3.04E-007, 4.698E-009, 9.11997E-007, 6.452E-009
"SSU_DUMA5_IM2",    6481.28,    1.0205,    11.00, 3.35335E-006, 5.174E-008, 3.0543E-007, 4.712E-009, 9.16287E-007, 6.442E-009
"PLNGI_B",    6237.05,   0.98208,    11.00, 3.24039E-006, 5.195E-008, 4.07935E-008, 6.541E-010, 1.2238E-007, 6.658E-009
"PLNGI_D",    6253.44,   0.98466,    11.00, 3.24778E-006, 5.194E-008, 4.08653E-008, 6.535E-010, 1.22596E-007, 6.64E-009
"PDTLITRAK",     6322.8,   0.99558,    11.00, 3.27994E-006, 5.187E-008, 4.33313E-008, 6.853E-010, 1.29993E-007, 6.578E-009
"DUMA12",    6368.69,    1.0028,    11.00, 3.30103E-006, 5.183E-008, 4.50095E-008, 7.067E-010, 1.35027E-007, 6.534E-009
"TMNGH4",    6415.22,    1.0101,    11.00, 3.32249E-006, 5.179E-008, 6.84317E-008, 1.067E-009, 2.05294E-007, 6.492E-009
"SSU_TMEGAH3_IR1",    6433.63,     1.013,    11.00, 3.331E-006, 5.177E-008, 8.11323E-008, 1.261E-009, 2.43395E-007, 6.476E-009
"TMNGH2",    6440.72,    1.0141,    11.00, 3.33427E-006, 5.177E-008, 8.66281E-008, 1.345E-009, 2.59882E-007, 6.47E-009
"SPRK9",    6266.53,   0.98672,    11.00, 3.25382E-006, 5.192E-008, 4.36186E-008, 6.961E-010, 1.30856E-007, 6.627E-009
"BOMBA",    6270.76,   0.98739,    11.00, 3.25574E-006, 5.192E-008, 4.525E-008, 7.216E-010, 1.35749E-007, 6.622E-009
"SPRK8",    6281.31,   0.98905,    11.00, 3.26053E-006, 5.191E-008, 5.06416E-008, 8.062E-010, 1.51923E-007, 6.611E-009
"SSU_UPTWRES_IM2",    6221.15,   0.97958,    11.00, 3.23326E-006, 5.197E-008, 4.46717E-008, 7.181E-010, 1.34014E-007, 6.677E-009
"MAYBANK",    6247.26,   0.98369,    11.00, 3.24513E-006, 5.194E-008, 4.56077E-008, 7.3E-010, 1.36823E-007, 6.649E-009
"DUMA8",    6252.42,    0.9845,    11.00, 3.24748E-006, 5.194E-008, 4.71247E-008, 7.537E-010, 1.41372E-007, 6.644E-009
"SSU_DSARCNTR_IR1",    6224.39,   0.98009,    11.00, 3.23467E-006, 5.197E-008, 4.06574E-008, 6.532E-010, 1.21972E-007, 6.672E-009
"DUMA9",    6274.68,   0.98801,    11.00, 3.25743E-006, 5.191E-008, 4.24054E-008, 6.758E-010, 1.27215E-007, 6.617E-009
"DUMA1",    6301.55,   0.99224,    11.00, 3.26956E-006, 5.188E-008, 4.33809E-008, 6.884E-010, 1.30143E-007, 6.588E-009
"ELITE",    6311.19,   0.99375,    11.00, 3.27391E-006, 5.187E-008, 4.37635E-008, 6.934E-010, 1.31291E-007, 6.577E-009
"DUMA10",    6268.78,   0.98708,    11.00, 3.25475E-006, 5.192E-008, 4.14128E-008, 6.606E-010, 1.24237E-007, 6.624E-009
"BALAIPOLIS",    6269.41,   0.98718,    11.00, 3.25503E-006, 5.192E-008, 4.14238E-008, 6.607E-010, 1.24271E-007, 6.623E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
