Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19013.9,    1.6,   0.99797, 2,    19013.9, -118.4,   0.99797, 3,    19013.9,  121.6,   0.99797
"PPU_DUMA_11KV", 11, 1,    6209.15,  -23.2,   0.97769, 2,    6209.15, -143.2,   0.97769, 3,    6209.15,   96.8,   0.97769
"RPPLNGI2", 11, 1,    6239.72,  -22.7,    0.9825, 2,    6239.72, -142.7,    0.9825, 3,    6239.72,   97.3,    0.9825
"PDTJLNMASJID", 11, 1,    6262.82,  -22.3,   0.98614, 2,    6262.82, -142.3,   0.98614, 3,    6262.82,   97.7,   0.98614
"BELLA", 11, 1,     6278.3,  -22.1,   0.98858, 2,     6278.3, -142.1,   0.98858, 3,     6278.3,   97.9,   0.98858
"PSTPDGN", 11, 1,    6286.06,  -22.0,    0.9898, 2,    6286.06, -142.0,    0.9898, 3,    6286.06,   98.0,    0.9898
"PAMDRA", 11, 1,    6214.21,  -23.1,   0.97848, 2,    6214.21, -143.1,   0.97848, 3,    6214.21,   96.9,   0.97848
"DUMA4", 11, 1,     6230.9,  -23.0,   0.98111, 2,     6230.9, -143.0,   0.98111, 3,     6230.9,   97.0,   0.98111
"PLSDRA", 11, 1,    6265.76,  -22.8,    0.9866, 2,    6265.76, -142.8,    0.9866, 3,    6265.76,   97.2,    0.9866
"SSU_UPTWRES_IR1", 11, 1,    6268.73,  -22.7,   0.98707, 2,    6268.73, -142.7,   0.98707, 3,    6268.73,   97.3,   0.98707
"ATRIA_1", 11, 1,    6269.45,  -22.5,   0.98718, 2,    6269.45, -142.5,   0.98718, 3,    6269.45,   97.5,   0.98718
"HAWKER", 11, 1,    6278.85,  -21.9,   0.98866, 2,    6278.85, -141.9,   0.98866, 3,    6278.85,   98.1,   0.98866
"PRMTE", 11, 1,    6216.34,  -22.7,   0.97882, 2,    6216.34, -142.7,   0.97882, 3,    6216.34,   97.3,   0.97882
"PRMTA", 11, 1,    6218.69,  -22.7,   0.97919, 2,    6218.69, -142.7,   0.97919, 3,    6218.69,   97.3,   0.97919
"PMONTB", 11, 1,    6223.31,  -22.6,   0.97992, 2,    6223.31, -142.6,   0.97992, 3,    6223.31,   97.4,   0.97992
"DUMA7", 11, 1,     6224.1,  -23.0,   0.98004, 2,     6224.1, -143.0,   0.98004, 3,     6224.1,   97.0,   0.98004
"HAUS", 11, 1,    6262.29,  -22.8,   0.98605, 2,    6262.29, -142.8,   0.98605, 3,    6262.29,   97.2,   0.98605
"DUMA6", 11, 1,    6369.19,  -22.3,    1.0029, 2,    6369.19, -142.3,    1.0029, 3,    6369.19,   97.7,    1.0029
"DUMA13", 11, 1,    6470.59,  -21.8,    1.0189, 2,    6470.59, -141.8,    1.0189, 3,    6470.59,   98.2,    1.0189
"SSU_DUMA5_IM2", 11, 1,    6481.28,  -21.7,    1.0205, 2,    6481.28, -141.7,    1.0205, 3,    6481.28,   98.3,    1.0205
"PLNGI_B", 11, 1,    6237.05,  -22.9,   0.98208, 2,    6237.05, -142.9,   0.98208, 3,    6237.05,   97.1,   0.98208
"PLNGI_D", 11, 1,    6253.44,  -22.8,   0.98466, 2,    6253.44, -142.8,   0.98466, 3,    6253.44,   97.2,   0.98466
"PDTLITRAK", 11, 1,     6322.8,  -21.9,   0.99558, 2,     6322.8, -141.9,   0.99558, 3,     6322.8,   98.1,   0.99558
"DUMA12", 11, 1,    6368.69,  -21.4,    1.0028, 2,    6368.69, -141.4,    1.0028, 3,    6368.69,   98.6,    1.0028
"TMNGH4", 11, 1,    6415.22,  -21.1,    1.0101, 2,    6415.22, -141.1,    1.0101, 3,    6415.22,   98.9,    1.0101
"SSU_TMEGAH3_IR1", 11, 1,    6433.63,  -21.0,     1.013, 2,    6433.63, -141.0,     1.013, 3,    6433.63,   99.0,     1.013
"TMNGH2", 11, 1,    6440.72,  -21.0,    1.0141, 2,    6440.72, -141.0,    1.0141, 3,    6440.72,   99.0,    1.0141
"SPRK9", 11, 1,    6266.53,  -22.1,   0.98672, 2,    6266.53, -142.1,   0.98672, 3,    6266.53,   97.9,   0.98672
"BOMBA", 11, 1,    6270.76,  -22.1,   0.98739, 2,    6270.76, -142.1,   0.98739, 3,    6270.76,   97.9,   0.98739
"SPRK8", 11, 1,    6281.31,  -22.0,   0.98905, 2,    6281.31, -142.0,   0.98905, 3,    6281.31,   98.0,   0.98905
"SSU_UPTWRES_IM2", 11, 1,    6221.15,  -23.0,   0.97958, 2,    6221.15, -143.0,   0.97958, 3,    6221.15,   97.0,   0.97958
"MAYBANK", 11, 1,    6247.26,  -22.7,   0.98369, 2,    6247.26, -142.7,   0.98369, 3,    6247.26,   97.3,   0.98369
