Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18450.9,   0.96842,    33.00, 0.000169914, 9.209E-007, 1.23938E-006, 6.717E-009, 3.71815E-006, 8.594E-007
"PPU_DUMA_11KV",    5129.01,   0.80761,    11.00, 0.000435857, 8.498E-006, 0.00483866, 9.434E-005,   0.014516, 8.505E-006
"RPPLNGI2",    5266.67,   0.82929,    11.00, 0.000445585, 8.46E-006, 0.00496207, 9.422E-005,  0.0148862, 8.465E-006
"PDTJLNMASJID",    5372.35,   0.84593,    11.00, 0.000453016, 8.432E-006, 0.00505534, 9.41E-005,   0.015166, 8.435E-006
"BELLA",    5443.94,    0.8572,    11.00, 0.000458032, 8.414E-006, 0.00511785, 9.401E-005,  0.0153536, 8.415E-006
"PSTPDGN",    5480.06,   0.86289,    11.00, 0.000460559, 8.404E-006, 0.00514921, 9.396E-005,  0.0154476, 8.404E-006
"PAMDRA",    5142.71,   0.80977,    11.00, 0.000436824, 8.494E-006, 0.00485339, 9.437E-005,  0.0145602, 8.501E-006
"DUMA4",    5189.41,   0.81712,    11.00, 0.000440102, 8.481E-006, 0.00555463, 0.000107,  0.0166639, 8.487E-006
"PLSDRA",    5294.35,   0.83364,    11.00, 0.000447423, 8.451E-006,  0.0068982, 0.0001303,  0.0206946, 8.456E-006
"SSU_UPTWRES_IR1",    5311.89,   0.83641,    11.00, 0.000448655, 8.446E-006, 0.00691927, 0.0001303,  0.0207578, 8.451E-006
"ATRIA_1",    5313.81,   0.83671,    11.00, 0.000448923, 8.448E-006, 0.00500259, 9.414E-005,  0.0150078, 8.452E-006
"HAWKER",    5345.23,   0.84166,    11.00, 0.00045126, 8.442E-006, 0.00504777, 9.443E-005,  0.0151433, 8.443E-006
"PRMTE",    5252.12,   0.82699,    11.00, 0.00044458, 8.465E-006,  0.0065132, 0.000124,  0.0195396, 8.469E-006
"PRMTA",    5273.02,   0.83029,    11.00, 0.000446051, 8.459E-006, 0.00653747, 0.000124,  0.0196124, 8.463E-006
"PMONTB",    5289.63,    0.8329,    11.00, 0.00044721, 8.454E-006, 0.00674519, 0.0001275,  0.0202356, 8.458E-006
"DUMA7",    5181.02,    0.8158,    11.00, 0.000468109, 9.035E-006, 0.00469374, 9.06E-005,  0.0140812, 8.863E-006
"HAUS",    5288.48,   0.83272,    11.00, 0.000508541, 9.616E-006,  0.0181498, 0.0003432,  0.0544493, 8.514E-006
"DUMA6",    5588.71,   0.87999,    11.00, 0.000849106, 1.519E-005,  0.0839124, 0.001501,   0.251737, 1.516E-005
"DUMA13",    5862.76,   0.92315,    11.00, 0.00145976, 2.49E-005,   0.153826, 0.002624,   0.461477, 2.355E-005
"SSU_DUMA5_IM2",    5899.28,    0.9289,    11.00, 0.00157476, 2.669E-005,   0.154715, 0.002623,   0.464144, 2.523E-005
"PLNGI_B",    5197.35,   0.81837,    11.00, 0.000440684, 8.479E-006,  0.0048985, 9.425E-005,  0.0146955, 8.485E-006
"PLNGI_D",    5231.84,    0.8238,    11.00, 0.000443115, 8.47E-006, 0.00492851, 9.42E-005,  0.0147855, 8.475E-006
"PDTLITRAK",    5476.43,   0.86231,    11.00, 0.000421845, 7.703E-006, 0.00523392, 9.557E-005,  0.0157018, 7.705E-006
"DUMA12",    5622.01,   0.88524,    11.00, 0.000413004, 7.346E-006,  0.0053998, 9.605E-005,  0.0161994, 7.349E-006
"TMNGH4",    5761.08,   0.90713,    11.00, 0.000406166, 7.05E-006, 0.00714412, 0.000124,  0.0214324, 7.062E-006
"SSU_TMEGAH3_IR1",     5816.6,   0.91588,    11.00, 0.000403324, 6.934E-006, 0.00786897, 0.0001353,  0.0236069, 6.949E-006
