Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"TMNGH2",    5840.63,   0.91966,    11.00, 0.000402063, 6.884E-006, 0.00818941, 0.0001402,  0.0245682, 6.9E-006
"SPRK9",    5444.89,   0.85735,    11.00, 0.000458098, 8.413E-006, 0.00513489, 9.431E-005,  0.0154047, 8.414E-006
"BOMBA",       5463,    0.8602,    11.00, 0.000459354, 8.408E-006, 0.00531476, 9.729E-005,  0.0159443, 8.409E-006
"SPRK8",     5508.5,   0.86736,    11.00, 0.000462507, 8.396E-006, 0.00578344, 0.000105,  0.0173503, 8.396E-006
"SSU_UPTWRES_IM2",    5180.03,   0.81564,    11.00, 0.000439475, 8.484E-006, 0.00542162, 0.0001047,  0.0162649, 8.49E-006
"MAYBANK",    5249.09,   0.82652,    11.00, 0.000444343, 8.465E-006,  0.0054893, 0.0001046,  0.0164679, 8.47E-006
"DUMA8",    5262.13,   0.82857,    11.00, 0.000445254, 8.461E-006, 0.00562608, 0.0001069,  0.0168783, 8.466E-006
"SSU_DSARCNTR_IR1",    5163.05,   0.81297,    11.00, 0.000438262, 8.488E-006, 0.00486831, 9.429E-005,  0.0146049, 8.495E-006
"DUMA9",    5368.78,   0.84536,    11.00, 0.000452774, 8.433E-006,  0.0050537, 9.413E-005,  0.0151611, 8.436E-006
"DUMA1",    5469.22,   0.86118,    11.00, 0.000459812, 8.407E-006, 0.00514163, 9.401E-005,  0.0154249, 8.407E-006
"ELITE",    5505.51,   0.86689,    11.00, 0.000462349, 8.398E-006, 0.00517313, 9.396E-005,  0.0155194, 8.397E-006
"DUMA10",    5294.62,   0.83369,    11.00, 0.000447539, 8.453E-006, 0.00498434, 9.414E-005,   0.014953, 8.457E-006
"BALAIPOLIS",    5296.37,   0.83396,    11.00, 0.000447662, 8.452E-006, 0.00498585, 9.414E-005,  0.0149576, 8.456E-006
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
