Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"DUMA7", 11, 1,    4692.42,   14.3,   0.73886, 2,    4692.42, -105.7,   0.73886, 3,    4692.42,  134.3,   0.73886
"HAUS", 11, 1,    4818.84,   15.0,   0.75877, 2,    4818.84, -105.0,   0.75877, 3,    4818.84,  135.0,   0.75877
"DUMA6", 11, 1,    5178.09,   16.9,   0.81534, 2,    5178.09, -103.1,   0.81534, 3,    5178.09,  136.9,   0.81534
"DUMA13", 11, 1,    5514.75,   18.4,   0.86835, 2,    5514.75, -101.6,   0.86835, 3,    5514.75,  138.4,   0.86835
"SSU_DUMA5_IM2", 11, 1,    5559.97,   18.8,   0.87547, 2,    5559.97, -101.2,   0.87547, 3,    5559.97,  138.8,   0.87547
"PLNGI_B", 11, 1,     4708.7,   14.5,   0.74143, 2,     4708.7, -105.5,   0.74143, 3,     4708.7,  134.5,   0.74143
"PLNGI_D", 11, 1,    4747.31,   14.9,   0.74751, 2,    4747.31, -105.1,   0.74751, 3,    4747.31,  134.9,   0.74751
"PDTLITRAK", 11, 1,    5030.17,   18.8,   0.79205, 2,    5030.17, -101.2,   0.79205, 3,    5030.17,  138.8,   0.79205
"DUMA12", 11, 1,    5200.45,   20.7,   0.81886, 2,    5200.45,  -99.3,   0.81886, 3,    5200.45,  140.7,   0.81886
"TMNGH4", 11, 1,    5365.64,   21.4,   0.84487, 2,    5365.64,  -98.6,   0.84487, 3,    5365.64,  141.4,   0.84487
"SSU_TMEGAH3_IR1", 11, 1,    5432.24,   21.7,   0.85536, 2,    5432.24,  -98.3,   0.85536, 3,    5432.24,  141.7,   0.85536
"TMNGH2", 11, 1,     5461.2,   21.8,   0.85992, 2,     5461.2,  -98.2,   0.85992, 3,     5461.2,  141.8,   0.85992
"SPRK9", 11, 1,    4987.17,   17.9,   0.78528, 2,    4987.17, -102.1,   0.78528, 3,    4987.17,  137.9,   0.78528
"BOMBA", 11, 1,    5007.69,   18.0,   0.78851, 2,    5007.69, -102.0,   0.78851, 3,    5007.69,  138.0,   0.78851
"SPRK8", 11, 1,    5059.26,   18.2,   0.79663, 2,    5059.26, -101.8,   0.79663, 3,    5059.26,  138.2,   0.79663
"SSU_UPTWRES_IM2", 11, 1,    4689.29,   14.4,   0.73837, 2,    4689.29, -105.6,   0.73837, 3,    4689.29,  134.4,   0.73837
"MAYBANK", 11, 1,    4766.61,   15.3,   0.75055, 2,    4766.61, -104.7,   0.75055, 3,    4766.61,  135.3,   0.75055
"DUMA8", 11, 1,    4781.24,   15.4,   0.75285, 2,    4781.24, -104.6,   0.75285, 3,    4781.24,  135.4,   0.75285
"SSU_DSARCNTR_IR1", 11, 1,    4670.35,   14.0,   0.73539, 2,    4670.35, -106.0,   0.73539, 3,    4670.35,  134.0,   0.73539
"DUMA9", 11, 1,    4900.99,   16.9,   0.77171, 2,    4900.99, -103.1,   0.77171, 3,    4900.99,  136.9,   0.77171
"DUMA1", 11, 1,    5014.45,   18.2,   0.78957, 2,    5014.45, -101.8,   0.78957, 3,    5014.45,  138.2,   0.78957
"ELITE", 11, 1,    5055.56,   18.6,   0.79604, 2,    5055.56, -101.4,   0.79604, 3,    5055.56,  138.6,   0.79604
"DUMA10", 11, 1,    4817.75,   15.8,    0.7586, 2,    4817.75, -104.2,    0.7586, 3,    4817.75,  135.8,    0.7586
"BALAIPOLIS", 11, 1,    4819.72,   15.8,   0.75891, 2,    4819.72, -104.2,   0.75891, 3,    4819.72,  135.8,   0.75891
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
