Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"SSU_TMEGAH3_IR1",    5432.24,   0.85536,    11.00, 2.81363E-006, 5.18E-008, 8.99996E-008, 1.657E-009,   2.7E-007, 6.505E-009
"TMNGH2",     5461.2,   0.85992,    11.00, 2.82863E-006, 5.18E-008, 9.36774E-008, 1.715E-009, 2.81034E-007, 6.505E-009
"SPRK9",    4987.17,   0.78528,    11.00, 2.5831E-006, 5.179E-008, 5.847E-008, 1.172E-009, 1.75411E-007, 6.505E-009
"BOMBA",    5007.69,   0.78851,    11.00, 2.59373E-006, 5.179E-008, 6.03875E-008, 1.206E-009, 1.81163E-007, 6.505E-009
"SPRK8",    5059.26,   0.79663,    11.00, 2.62044E-006, 5.179E-008, 6.53787E-008, 1.292E-009, 1.96138E-007, 6.505E-009
"SSU_UPTWRES_IM2",    4689.29,   0.73837,    11.00, 2.42882E-006, 5.18E-008, 6.15048E-008, 1.312E-009, 1.84515E-007, 6.505E-009
"MAYBANK",    4766.61,   0.75055,    11.00, 2.46887E-006, 5.18E-008, 6.22355E-008, 1.306E-009, 1.86708E-007, 6.505E-009
"DUMA8",    4781.24,   0.75285,    11.00, 2.47645E-006, 5.18E-008, 6.36963E-008, 1.332E-009, 1.91089E-007, 6.505E-009
"SSU_DSARCNTR_IR1",    4670.35,   0.73539,    11.00, 2.41901E-006, 5.18E-008, 5.55922E-008, 1.19E-009, 1.66778E-007, 6.505E-009
"DUMA9",    4900.99,   0.77171,    11.00, 2.53847E-006, 5.18E-008, 5.76013E-008, 1.175E-009, 1.72805E-007, 6.505E-009
"DUMA1",    5014.45,   0.78957,    11.00, 2.59724E-006, 5.18E-008, 5.85539E-008, 1.168E-009, 1.75663E-007, 6.506E-009
"ELITE",    5055.56,   0.79604,    11.00, 2.61853E-006, 5.18E-008, 5.88961E-008, 1.165E-009, 1.76689E-007, 6.506E-009
"DUMA10",    4817.75,    0.7586,    11.00, 2.49539E-006, 5.18E-008, 5.68481E-008, 1.18E-009, 1.70545E-007, 6.506E-009
"BALAIPOLIS",    4819.72,   0.75891,    11.00, 2.49641E-006, 5.18E-008, 5.68647E-008, 1.18E-009, 1.70595E-007, 6.506E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
