Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18188.3,   0.95464,    33.00, 8.88828E-006, 4.887E-008, 1.23939E-006, 6.814E-009, 3.71815E-006, 6.505E-009
"PPU_DUMA_11KV",    4632.37,   0.72941,    11.00, 2.39934E-006, 5.18E-008, 5.52702E-008, 1.193E-009, 1.65812E-007, 6.505E-009
"RPPLNGI2",    4786.25,   0.75364,    11.00, 2.47904E-006, 5.18E-008, 5.6607E-008, 1.183E-009, 1.69822E-007, 6.505E-009
"PDTJLNMASJID",    4905.11,   0.77235,    11.00, 2.54061E-006, 5.18E-008, 5.7616E-008, 1.175E-009, 1.72849E-007, 6.506E-009
"BELLA",    4985.94,   0.78508,    11.00, 2.58247E-006, 5.18E-008, 5.82917E-008, 1.169E-009, 1.74876E-007, 6.506E-009
"PSTPDGN",    5026.82,   0.79152,    11.00, 2.60365E-006, 5.18E-008, 5.8631E-008, 1.166E-009, 1.75895E-007, 6.506E-009
"PAMDRA",    4647.68,   0.73182,    11.00, 2.40727E-006, 5.18E-008, 5.54287E-008, 1.193E-009, 1.66287E-007, 6.505E-009
"DUMA4",    4699.99,   0.74006,    11.00, 2.43436E-006, 5.18E-008, 6.28202E-008, 1.337E-009, 1.88461E-007, 6.505E-009
"PLSDRA",    4817.87,   0.75862,    11.00, 2.49542E-006, 5.18E-008, 7.69222E-008, 1.597E-009, 2.30768E-007, 6.506E-009
"SSU_UPTWRES_IR1",    4837.58,   0.76172,    11.00, 2.50563E-006, 5.18E-008, 7.71463E-008, 1.595E-009, 2.3144E-007, 6.506E-009
"ATRIA_1",    4838.72,    0.7619,    11.00, 2.50622E-006, 5.18E-008, 5.70565E-008, 1.179E-009, 1.71171E-007, 6.505E-009
"HAWKER",    4873.63,    0.7674,    11.00, 2.5243E-006, 5.18E-008, 5.77958E-008, 1.186E-009, 1.73388E-007, 6.506E-009
"PRMTE",    4769.87,   0.75106,    11.00, 2.47056E-006, 5.18E-008, 7.29216E-008, 1.529E-009, 2.18767E-007, 6.506E-009
"PRMTA",    4793.33,   0.75475,    11.00, 2.48271E-006, 5.18E-008, 7.31792E-008, 1.527E-009, 2.19539E-007, 6.506E-009
"PMONTB",    4811.98,   0.75769,    11.00, 2.49237E-006, 5.18E-008, 7.53624E-008, 1.566E-009, 2.26089E-007, 6.506E-009
"DUMA7",    4692.42,   0.73886,    11.00, 2.43044E-006, 5.18E-008, 5.37507E-008, 1.145E-009, 1.61254E-007, 6.505E-009
"HAUS",    4818.84,   0.75877,    11.00, 2.49592E-006, 5.18E-008, 1.99834E-007, 4.147E-009, 5.99502E-007, 6.505E-009
"DUMA6",    5178.09,   0.81534,    11.00, 2.682E-006, 5.18E-008, 9.23926E-007, 1.784E-008, 2.77178E-006, 6.506E-009
"DUMA13",    5514.75,   0.86835,    11.00, 2.85637E-006, 5.18E-008, 1.70687E-006, 3.095E-008, 5.12061E-006, 6.506E-009
"SSU_DUMA5_IM2",    5559.97,   0.87547,    11.00, 2.87979E-006, 5.18E-008, 1.71681E-006, 3.088E-008, 5.15042E-006, 6.506E-009
"PLNGI_B",     4708.7,   0.74143,    11.00, 2.43887E-006, 5.18E-008, 5.592E-008, 1.188E-009, 1.6776E-007, 6.505E-009
"PLNGI_D",    4747.31,   0.74751,    11.00, 2.45887E-006, 5.18E-008, 5.62454E-008, 1.185E-009, 1.68737E-007, 6.505E-009
"PDTLITRAK",    5030.17,   0.79205,    11.00, 2.60538E-006, 5.18E-008, 5.97187E-008, 1.187E-009, 1.79158E-007, 6.505E-009
"DUMA12",    5200.45,   0.81886,    11.00, 2.69358E-006, 5.18E-008, 6.15994E-008, 1.185E-009, 1.84799E-007, 6.505E-009
"TMNGH4",    5365.64,   0.84487,    11.00, 2.77914E-006, 5.18E-008, 8.16663E-008, 1.522E-009, 2.45001E-007, 6.505E-009
