Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    18536.9,    3.7,   0.97293, 2,    18536.9, -116.3,   0.97293, 3,    18536.9,  123.7,   0.97293
"PPU_DUMA_11KV", 11, 1,    5198.08,    2.4,   0.81849, 2,    5198.08, -117.6,   0.81849, 3,    5198.08,  122.4,   0.81849
"RPPLNGI2", 11, 1,    5302.83,    3.7,   0.83498, 2,    5302.83, -116.3,   0.83498, 3,    5302.83,  123.7,   0.83498
"PDTJLNMASJID", 11, 1,     5383.2,    4.8,   0.84763, 2,     5383.2, -115.2,   0.84763, 3,     5383.2,  124.8,   0.84763
"BELLA", 11, 1,    5437.63,    5.4,    0.8562, 2,    5437.63, -114.6,    0.8562, 3,    5437.63,  125.4,    0.8562
"PSTPDGN", 11, 1,    5465.09,    5.8,   0.86053, 2,    5465.09, -114.2,   0.86053, 3,    5465.09,  125.8,   0.86053
"PAMDRA", 11, 1,    5210.36,    2.5,   0.82042, 2,    5210.36, -117.5,   0.82042, 3,    5210.36,  122.5,   0.82042
"DUMA4", 11, 1,    5251.83,    2.8,   0.82695, 2,    5251.83, -117.2,   0.82695, 3,    5251.83,  122.8,   0.82695
"PLSDRA", 11, 1,    5343.01,    3.3,   0.84131, 2,    5343.01, -116.7,   0.84131, 3,    5343.01,  123.3,   0.84131
"SSU_UPTWRES_IR1", 11, 1,    5355.65,    3.5,    0.8433, 2,    5355.65, -116.5,    0.8433, 3,    5355.65,  123.5,    0.8433
"ATRIA_1", 11, 1,     5356.8,    4.3,   0.84348, 2,     5356.8, -115.7,   0.84348, 3,     5356.8,  124.3,   0.84348
"HAWKER", 11, 1,    5382.87,    5.6,   0.84758, 2,    5382.87, -114.4,   0.84758, 3,    5382.87,  125.6,   0.84758
"PRMTE", 11, 1,    5273.85,    3.7,   0.83042, 2,    5273.85, -116.3,   0.83042, 3,    5273.85,  123.7,   0.83042
"PRMTA", 11, 1,    5287.75,    3.9,    0.8326, 2,    5287.75, -116.1,    0.8326, 3,    5287.75,  123.9,    0.8326
"PMONTB", 11, 1,    5301.25,    4.0,   0.83473, 2,    5301.25, -116.0,   0.83473, 3,    5301.25,  124.0,   0.83473
"DUMA7", 11, 1,    5241.14,    2.9,   0.82527, 2,    5241.14, -117.1,   0.82527, 3,    5241.14,  122.9,   0.82527
"HAUS", 11, 1,    5337.61,    3.4,   0.84046, 2,    5337.61, -116.6,   0.84046, 3,    5337.61,  123.4,   0.84046
"DUMA6", 11, 1,    5608.76,    4.8,   0.88315, 2,    5608.76, -115.2,   0.88315, 3,    5608.77,  124.8,   0.88315
"DUMA13", 11, 1,    5860.15,    6.0,   0.92273, 2,    5860.15, -114.0,   0.92273, 3,    5860.15,  126.0,   0.92273
"SSU_DUMA5_IM2", 11, 1,     5890.7,    6.3,   0.92755, 2,     5890.7, -113.7,   0.92755, 3,    5890.71,  126.3,   0.92755
"PLNGI_B", 11, 1,    5261.83,    3.1,   0.82852, 2,    5261.83, -116.9,   0.82852, 3,    5261.83,  123.1,   0.82852
"PLNGI_D", 11, 1,    5296.16,    3.4,   0.83393, 2,    5296.16, -116.6,   0.83393, 3,    5296.16,  123.4,   0.83393
"PDTLITRAK", 11, 1,    5498.51,    6.1,   0.86579, 2,    5498.51, -113.9,   0.86579, 3,    5498.51,  126.1,   0.86579
"DUMA12", 11, 1,    5624.31,    7.5,    0.8856, 2,    5624.31, -112.5,    0.8856, 3,    5624.31,  127.5,    0.8856
"TMNGH4", 11, 1,    5747.89,    8.1,   0.90506, 2,    5747.89, -111.9,   0.90506, 3,    5747.89,  128.1,   0.90506
"SSU_TMEGAH3_IR1", 11, 1,    5797.03,    8.4,   0.91279, 2,    5797.03, -111.6,    0.9128, 3,    5797.03,  128.4,    0.9128
"TMNGH2", 11, 1,    5817.38,    8.5,     0.916, 2,    5817.38, -111.5,     0.916, 3,    5817.38,  128.5,     0.916
"SPRK9", 11, 1,    5426.49,    5.4,   0.85445, 2,    5426.49, -114.6,   0.85445, 3,    5426.49,  125.4,   0.85445
"BOMBA", 11, 1,    5440.54,    5.5,   0.85666, 2,    5440.54, -114.5,   0.85666, 3,    5440.54,  125.5,   0.85666
"SPRK8", 11, 1,    5475.79,    5.7,   0.86221, 2,    5475.79, -114.3,   0.86221, 3,    5475.79,  125.7,   0.86221
"SSU_UPTWRES_IM2", 11, 1,    5237.74,    3.0,   0.82473, 2,    5237.74, -117.0,   0.82473, 3,    5237.74,  123.0,   0.82473
"MAYBANK", 11, 1,    5300.35,    3.7,   0.83459, 2,    5300.35, -116.3,   0.83459, 3,    5300.35,  123.7,   0.83459
"DUMA8", 11, 1,     5312.4,    3.7,   0.83649, 2,     5312.4, -116.3,   0.83649, 3,     5312.4,  123.7,   0.83649
"SSU_DSARCNTR_IR1", 11, 1,    5230.92,    2.7,   0.82366, 2,    5230.92, -117.3,   0.82366, 3,    5230.92,  122.7,   0.82366
"DUMA9", 11, 1,     5392.5,    4.8,    0.8491, 2,     5392.5, -115.2,    0.8491, 3,     5392.5,  124.8,    0.8491
"DUMA1", 11, 1,    5473.97,    5.8,   0.86193, 2,    5473.97, -114.2,   0.86193, 3,    5473.97,  125.8,   0.86193
"ELITE", 11, 1,    5503.41,    6.1,   0.86656, 2,    5503.41, -113.9,   0.86656, 3,    5503.41,  126.1,   0.86656
"DUMA10", 11, 1,    5345.82,    4.0,   0.84175, 2,    5345.82, -116.0,   0.84175, 3,    5345.82,  124.0,   0.84175
"BALAIPOLIS", 11, 1,    5347.38,    4.1,   0.84199, 2,    5347.38, -115.9,   0.84199, 3,    5347.38,  124.1,   0.84199
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
