Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18536.9,   0.97293,    33.00, 6.01518E-006, 3.245E-008, 1.23938E-006, 6.686E-009, 3.71815E-006, 2.645E-008
"PPU_DUMA_11KV",    5198.08,   0.81849,    11.00, 1.21442E-005, 2.336E-007, 0.000100461, 1.933E-006, 0.000301384, 2.339E-007
"RPPLNGI2",    5302.83,   0.83498,    11.00, 1.23187E-005, 2.323E-007, 0.000102443, 1.932E-006, 0.000307328, 2.331E-007
"PDTJLNMASJID",     5383.2,   0.84763,    11.00, 1.24522E-005, 2.313E-007, 0.000103939, 1.931E-006, 0.000311817, 2.326E-007
"BELLA",    5437.63,    0.8562,    11.00, 1.25424E-005, 2.307E-007, 0.000104941, 1.93E-006, 0.000314823, 2.322E-007
"PSTPDGN",    5465.09,   0.86053,    11.00, 1.25879E-005, 2.303E-007, 0.000105444, 1.929E-006, 0.000316331, 2.32E-007
"PAMDRA",    5210.36,   0.82042,    11.00, 1.21656E-005, 2.335E-007, 0.000100719, 1.933E-006, 0.000302156, 2.338E-007
"DUMA4",    5251.83,   0.82695,    11.00, 1.22386E-005, 2.33E-007, 0.000112812, 2.148E-006, 0.000338436, 2.335E-007
"PLSDRA",    5343.01,   0.84131,    11.00, 1.23997E-005, 2.321E-007, 0.000135104, 2.529E-006, 0.000405313, 2.327E-007
"SSU_UPTWRES_IR1",    5355.65,    0.8433,    11.00, 1.24202E-005, 2.319E-007, 0.000135411, 2.528E-006, 0.000406232, 2.326E-007
"ATRIA_1",     5356.8,   0.84348,    11.00, 1.24182E-005, 2.318E-007, 0.000103354, 1.929E-006, 0.000310063, 2.329E-007
"HAWKER",    5382.87,   0.84758,    11.00, 1.24567E-005, 2.314E-007, 0.000103926, 1.931E-006, 0.000311779, 2.33E-007
"PRMTE",    5273.85,   0.83042,    11.00, 1.22584E-005, 2.324E-007, 0.000122326, 2.319E-006, 0.000366979, 2.332E-007
"PRMTA",    5287.75,    0.8326,    11.00, 1.22803E-005, 2.322E-007, 0.000122645, 2.319E-006, 0.000367934, 2.331E-007
"PMONTB",    5301.25,   0.83473,    11.00, 1.23039E-005, 2.321E-007, 0.000125746, 2.372E-006, 0.000377239, 2.33E-007
"DUMA7",    5241.14,   0.82527,    11.00,  1.28E-005, 2.442E-007, 9.87228E-005, 1.884E-006, 0.000296168, 2.573E-007
"HAUS",    5337.61,   0.84046,    11.00, 1.34997E-005, 2.529E-007, 0.000386582, 7.243E-006, 0.00115975, 2.755E-007
"DUMA6",    5608.77,   0.88315,    11.00, 2.26058E-005, 4.03E-007, 0.00176348, 3.144E-005, 0.00529043, 4.245E-007
"DUMA13",    5860.15,   0.92273,    11.00, 4.00708E-005, 6.838E-007, 0.00328667, 5.609E-005,    0.00986, 7.286E-007
"SSU_DUMA5_IM2",     5890.7,   0.92755,    11.00, 4.33653E-005, 7.362E-007, 0.00330512, 5.611E-005, 0.00991535, 7.81E-007
"PLNGI_B",    5261.83,   0.82852,    11.00, 1.22567E-005, 2.329E-007, 0.000101593, 1.931E-006, 0.00030478, 2.335E-007
"PLNGI_D",    5296.16,   0.83393,    11.00, 1.23182E-005, 2.326E-007, 0.000102192, 1.93E-006, 0.000306577, 2.333E-007
"PDTLITRAK",    5498.51,   0.86579,    11.00, 1.16419E-005, 2.117E-007,  0.0001083, 1.97E-006,  0.0003249, 2.14E-007
"DUMA12",    5624.31,    0.8856,    11.00, 1.13599E-005, 2.02E-007, 0.000111647, 1.985E-006, 0.000334942, 2.046E-007
"TMNGH4",    5747.89,   0.90506,    11.00, 1.1178E-005, 1.945E-007, 0.000147838, 2.572E-006, 0.000443514, 1.957E-007
"SSU_TMEGAH3_IR1",    5797.03,    0.9128,    11.00, 1.11032E-005, 1.915E-007, 0.000162809, 2.808E-006, 0.000488428, 1.921E-007
"TMNGH2",    5817.38,     0.916,    11.00, 1.10687E-005, 1.903E-007, 0.000169184, 2.908E-006, 0.000507553, 1.906E-007
"SPRK9",    5426.49,   0.85445,    11.00, 1.25175E-005, 2.307E-007, 0.000104962, 1.934E-006, 0.000314886, 2.322E-007
"BOMBA",    5440.54,   0.85666,    11.00, 1.25416E-005, 2.305E-007, 0.000107746, 1.98E-006, 0.000323239, 2.321E-007
"SPRK8",    5475.79,   0.86221,    11.00, 1.2602E-005, 2.301E-007, 0.000114936, 2.099E-006, 0.000344808, 2.318E-007
"SSU_UPTWRES_IM2",    5237.74,   0.82473,    11.00, 1.221E-005, 2.331E-007, 0.000110064, 2.101E-006, 0.000330191, 2.336E-007
"MAYBANK",    5300.35,   0.83459,    11.00, 1.23195E-005, 2.324E-007, 0.000111287, 2.1E-006, 0.000333862, 2.332E-007
"DUMA8",     5312.4,   0.83649,    11.00, 1.23411E-005, 2.323E-007, 0.000113773, 2.142E-006, 0.000341318, 2.331E-007
"SSU_DSARCNTR_IR1",    5230.92,   0.82366,    11.00, 1.22027E-005, 2.333E-007, 0.000101038, 1.932E-006, 0.000303114, 2.337E-007
"DUMA9",     5392.5,    0.8491,    11.00, 1.24737E-005, 2.313E-007, 0.000104093, 1.93E-006, 0.000312279, 2.326E-007
"DUMA1",    5473.97,   0.86193,    11.00, 1.26112E-005, 2.304E-007, 0.000105577, 1.929E-006, 0.000316732, 2.32E-007
