Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PPU_DUMA_33KV", 33, 1,    19052.6,    0.0,         1, 2,    19052.6, -120.0,         1, 3,    19052.6,  120.0,         1
"PPU_DUMA_11KV", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"RPPLNGI2", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"PDTJLNMASJID", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"BELLA", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"PSTPDGN", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"PAMDRA", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"DUMA4", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"PLSDRA", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"SSU_UPTWRES_IR1", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"ATRIA_1", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"HAWKER", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"PRMTE", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"PRMTA", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"PMONTB", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"DUMA7", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"HAUS", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"DUMA6", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"DUMA13", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"SSU_DUMA5_IM2", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"PLNGI_B", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"PLNGI_D", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"PDTLITRAK", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"DUMA12", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"TMNGH4", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"SSU_TMEGAH3_IR1", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"TMNGH2", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"SPRK9", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"BOMBA", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"SPRK8", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"SSU_UPTWRES_IM2", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"MAYBANK", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"DUMA8", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"SSU_DSARCNTR_IR1", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"DUMA9", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"DUMA1", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"ELITE", 11, 1,    6350.94,  -30.0,         1, 2,    6350.94, -150.0,         1, 3,    6350.94,   90.0,         1
"DUMA10", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"BALAIPOLIS", 11, 1,    6350.93,  -30.0,         1, 2,    6350.93, -150.0,         1, 3,    6350.93,   90.0,         1
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
