Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SPRK8", 11, 1,    6335.97,   -1.8,   0.99766, 2,    6335.97, -121.8,   0.99766, 3,    6335.97,  118.2,   0.99766
"SSU_UPTWRES_IM2", 11, 1,    5957.81,   -4.9,   0.93811, 2,    5957.81, -124.9,   0.93811, 3,    5957.81,  115.1,   0.93811
"MAYBANK", 11, 1,    6045.29,   -4.1,   0.95189, 2,    6045.29, -124.1,   0.95189, 3,    6045.29,  115.9,   0.95189
"DUMA8", 11, 1,    6061.78,   -4.0,   0.95448, 2,    6061.78, -124.0,   0.95448, 3,    6061.78,  116.0,   0.95448
"SSU_DSARCNTR_IR1", 11, 1,    5937.34,   -5.2,   0.93489, 2,    5937.34, -125.2,   0.93489, 3,    5937.34,  114.8,   0.93489
"DUMA9", 11, 1,    6175.66,   -2.9,   0.97241, 2,    6175.66, -122.9,   0.97241, 3,    6175.66,  117.1,   0.97241
"DUMA1", 11, 1,    6292.58,   -1.8,   0.99082, 2,    6292.58, -121.8,   0.99082, 3,    6292.58,  118.2,   0.99082
"ELITE", 11, 1,    6334.55,   -1.5,   0.99743, 2,    6334.55, -121.5,   0.99743, 3,    6334.55,  118.5,   0.99743
"DUMA10", 11, 1,    6099.08,   -3.7,   0.96036, 2,    6099.08, -123.7,   0.96036, 3,    6099.08,  116.3,   0.96036
"BALAIPOLIS", 11, 1,    6101.27,   -3.7,    0.9607, 2,    6101.27, -123.7,    0.9607, 3,    6101.27,  116.3,    0.9607
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
