Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18731.9,   0.98317,    33.00, 7.55063E-006, 4.031E-008, 1.23938E-006, 6.616E-009, 3.71815E-006, 2.122E-008
"PPU_DUMA_11KV",    5892.58,   0.92784,    11.00, 6.16743E-006, 1.047E-007, 1.21209E-005, 2.057E-007, 3.63627E-005, 8.157E-008
"RPPLNGI2",    6058.47,   0.95396,    11.00, 6.16623E-006, 1.018E-007, 1.23638E-005, 2.041E-007, 3.70914E-005, 7.876E-008
"PDTJLNMASJID",    6183.89,   0.97371,    11.00, 6.16754E-006, 9.974E-008, 1.25478E-005, 2.029E-007, 3.76433E-005, 7.676E-008
"BELLA",    6267.93,   0.98694,    11.00, 6.16945E-006, 9.843E-008, 1.26712E-005, 2.022E-007, 3.80137E-005, 7.547E-008
"PSTPDGN",    6310.06,   0.99358,    11.00, 6.1707E-006, 9.779E-008, 1.27332E-005, 2.018E-007, 3.81996E-005, 7.485E-008
"PAMDRA",    5910.09,    0.9306,    11.00, 6.165E-006, 1.043E-007, 1.21493E-005, 2.056E-007, 3.6448E-005, 8.123E-008
"DUMA4",    5969.06,   0.93988,    11.00, 6.16342E-006, 1.033E-007, 1.34983E-005, 2.261E-007, 4.04948E-005, 8.017E-008
"PLSDRA",    6099.65,   0.96045,    11.00, 6.17569E-006, 1.012E-007, 1.60754E-005, 2.635E-007, 4.82263E-005, 7.812E-008
"SSU_UPTWRES_IR1",     6121.4,   0.96387,    11.00, 6.17149E-006, 1.008E-007, 1.6116E-005, 2.633E-007, 4.83479E-005, 7.77E-008
"ATRIA_1",    6119.92,   0.96364,    11.00, 6.16436E-006, 1.007E-007, 1.24438E-005, 2.033E-007, 3.73315E-005, 7.772E-008
"HAWKER",    6158.29,   0.96968,    11.00, 6.11114E-006, 9.923E-008, 1.25317E-005, 2.035E-007, 3.75951E-005, 7.634E-008
"PRMTE",    6047.42,   0.95222,    11.00, 6.12174E-006, 1.012E-007, 1.53381E-005, 2.536E-007, 4.60142E-005, 7.822E-008
"PRMTA",    6073.65,   0.95635,    11.00, 6.11694E-006, 1.007E-007, 1.53848E-005, 2.533E-007, 4.61543E-005, 7.771E-008
"PMONTB",    6094.42,   0.95962,    11.00, 6.11888E-006, 1.004E-007, 1.57835E-005, 2.59E-007, 4.73505E-005, 7.74E-008
"DUMA7",    5953.46,   0.93743,    11.00, 6.64692E-006, 1.116E-007, 1.25707E-005, 2.111E-007, 3.77121E-005, 8.848E-008
"HAUS",    6075.49,   0.95664,    11.00, 7.32881E-006, 1.206E-007, 8.85358E-005, 1.457E-006, 0.000265607, 1.22E-007
"DUMA6",     6404.7,    1.0085,    11.00, 1.34527E-005, 2.1E-007, 0.000389343, 6.079E-006, 0.00116803, 2.326E-007
"DUMA13",    6700.82,    1.0551,    11.00, 2.17772E-005, 3.25E-007, 0.000712332, 1.063E-005,   0.002137, 3.377E-007
"SSU_DUMA5_IM2",    6740.27,    1.0613,    11.00, 2.3301E-005, 3.457E-007, 0.000716421, 1.063E-005, 0.00214926, 3.577E-007
"PLNGI_B",    5980.54,   0.94169,    11.00, 6.16556E-006, 1.031E-007, 1.22376E-005, 2.046E-007, 3.67128E-005, 8.003E-008
"PLNGI_D",    6024.66,   0.94864,    11.00, 6.16498E-006, 1.023E-007, 1.22962E-005, 2.041E-007, 3.68886E-005, 7.928E-008
"PDTLITRAK",    6277.91,   0.98851,    11.00, 6.11135E-006, 9.735E-008, 1.29451E-005, 2.062E-007, 3.88353E-005, 7.445E-008
"DUMA12",    6436.62,    1.0135,    11.00, 6.08737E-006, 9.457E-008, 1.32945E-005, 2.065E-007, 3.98836E-005, 7.172E-008
"TMNGH4",    6586.85,    1.0372,    11.00, 6.09551E-006, 9.254E-008, 1.70569E-005, 2.59E-007, 5.11708E-005, 6.967E-008
"SSU_TMEGAH3_IR1",    6646.85,    1.0466,    11.00, 6.09778E-006, 9.174E-008, 1.86198E-005, 2.801E-007, 5.58594E-005, 6.886E-008
"TMNGH2",    6672.81,    1.0507,    11.00, 6.09852E-006, 9.139E-008, 1.93106E-005, 2.894E-007, 5.79319E-005, 6.851E-008
"SPRK9",    6262.28,   0.98605,    11.00, 6.16022E-006, 9.837E-008, 1.27049E-005, 2.029E-007, 3.81147E-005, 7.542E-008
"BOMBA",    6283.39,   0.98938,    11.00, 6.16468E-006, 9.811E-008, 1.30586E-005, 2.078E-007, 3.91759E-005, 7.516E-008
"SPRK8",    6335.97,   0.99766,    11.00, 6.17521E-006, 9.746E-008, 1.39791E-005, 2.206E-007, 4.19372E-005, 7.45E-008
"SSU_UPTWRES_IM2",    5957.81,   0.93811,    11.00, 6.1559E-006, 1.033E-007, 1.32538E-005, 2.225E-007, 3.97615E-005, 8.027E-008
"MAYBANK",    6045.29,   0.95189,    11.00, 6.14911E-006, 1.017E-007, 1.33854E-005, 2.214E-007, 4.01563E-005, 7.869E-008
"DUMA8",    6061.78,   0.95448,    11.00, 6.15199E-006, 1.015E-007, 1.36514E-005, 2.252E-007, 4.09541E-005, 7.846E-008
"SSU_DSARCNTR_IR1",    5937.34,   0.93489,    11.00, 6.16624E-006, 1.039E-007, 1.21785E-005, 2.051E-007, 3.65356E-005, 8.078E-008
"DUMA9",    6175.66,   0.97241,    11.00, 6.16804E-006, 9.988E-008, 1.25453E-005, 2.031E-007, 3.76358E-005, 7.69E-008
"DUMA1",    6292.58,   0.99082,    11.00, 6.17091E-006, 9.807E-008, 1.27191E-005, 2.021E-007, 3.81573E-005, 7.512E-008
"ELITE",    6334.55,   0.99743,    11.00, 6.1723E-006, 9.744E-008, 1.27814E-005, 2.018E-007, 3.83443E-005, 7.451E-008
"DUMA10",    6099.08,   0.96036,    11.00, 6.16529E-006, 1.011E-007, 1.24063E-005, 2.034E-007, 3.72189E-005, 7.807E-008
"BALAIPOLIS",    6101.27,    0.9607,    11.00, 6.16529E-006, 1.01E-007, 1.24093E-005, 2.034E-007, 3.72278E-005, 7.803E-008
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
