Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"PLNGI_B", 11, 1,    6158.34,  -32.6,   0.96969, 2,    6158.34, -152.6,   0.96969, 3,    6158.34,   87.4,   0.96969
"PLNGI_D", 11, 1,    6157.69,  -32.6,   0.96958, 2,    6157.69, -152.6,   0.96958, 3,    6157.69,   87.4,   0.96958
"PDTLITRAK", 11, 1,    6111.94,  -32.7,   0.96238, 2,    6111.94, -152.7,   0.96238, 3,    6111.94,   87.3,   0.96238
"DUMA12", 11, 1,    6090.67,  -32.8,   0.95903, 2,    6090.67, -152.8,   0.95903, 3,    6090.67,   87.2,   0.95903
"TMNGH4", 11, 1,    6074.15,  -32.8,   0.95643, 2,    6074.15, -152.8,   0.95643, 3,    6074.15,   87.2,   0.95643
"SSU_TMEGAH3_IR1", 11, 1,    6067.32,  -32.8,   0.95536, 2,    6067.32, -152.8,   0.95536, 3,    6067.32,   87.2,   0.95536
"TMNGH2", 11, 1,    6063.41,  -32.8,   0.95474, 2,    6063.41, -152.8,   0.95474, 3,    6063.41,   87.2,   0.95474
"SPRK9", 11, 1,    6066.74,  -32.8,   0.95526, 2,    6066.74, -152.8,   0.95526, 3,    6066.74,   87.2,   0.95526
"BOMBA", 11, 1,    6062.31,  -32.8,   0.95457, 2,    6062.31, -152.8,   0.95457, 3,    6062.31,   87.2,   0.95457
"SPRK8", 11, 1,    6051.24,  -32.8,   0.95282, 2,    6051.24, -152.8,   0.95282, 3,    6051.24,   87.2,   0.95282
"SSU_UPTWRES_IM2", 11, 1,    6150.88,  -32.6,   0.96851, 2,    6150.88, -152.6,   0.96851, 3,    6150.88,   87.4,   0.96851
"MAYBANK", 11, 1,     6142.8,  -32.6,   0.96724, 2,     6142.8, -152.6,   0.96724, 3,     6142.8,   87.4,   0.96724
"DUMA8", 11, 1,    6141.53,  -32.6,   0.96704, 2,    6141.53, -152.6,   0.96704, 3,    6141.53,   87.4,   0.96704
"SSU_DSARCNTR_IR1", 11, 1,    6162.68,  -32.6,   0.97037, 2,    6162.68, -152.6,   0.97037, 3,    6162.68,   87.4,   0.97037
"DUMA9", 11, 1,    6112.72,  -32.7,    0.9625, 2,    6112.72, -152.7,    0.9625, 3,    6112.72,   87.3,    0.9625
"DUMA1", 11, 1,    6091.66,  -32.8,   0.95919, 2,    6091.66, -152.8,   0.95919, 3,    6091.66,   87.2,   0.95919
"ELITE", 11, 1,    6084.14,  -32.8,     0.958, 2,    6084.14, -152.8,     0.958, 3,    6084.14,   87.2,     0.958
"DUMA10", 11, 1,    6142.49,  -32.6,   0.96719, 2,    6142.49, -152.6,   0.96719, 3,    6142.49,   87.4,   0.96719
"BALAIPOLIS", 11, 1,    6142.26,  -32.6,   0.96715, 2,    6142.26, -152.6,   0.96715, 3,    6142.26,   87.4,   0.96715
"PPU_DUMA_VCB1", 33, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
