Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18892.7,   0.99161,    33.00, 9.24821E-006, 4.895E-008, 1.23939E-006, 6.56E-009, 3.71815E-006, 6.564E-009
"PPU_DUMA_11KV",    6164.57,   0.97067,    11.00, 3.20573E-006, 5.2E-008, 1.77519E-008, 2.88E-010, 5.32572E-008, 6.712E-009
"RPPLNGI2",    6126.61,   0.96469,    11.00, 3.18861E-006, 5.205E-008, 1.83344E-008, 2.993E-010, 5.50055E-008, 6.755E-009
"PDTJLNMASJID",     6098.1,    0.9602,    11.00, 3.17576E-006, 5.208E-008, 1.8935E-008, 3.105E-010, 5.68067E-008, 6.787E-009
"BELLA",    6079.07,   0.95721,    11.00, 3.16718E-006, 5.21E-008, 1.9406E-008, 3.192E-010, 5.82204E-008, 6.809E-009
"PSTPDGN",    6069.55,   0.95571,    11.00, 3.16289E-006, 5.211E-008, 1.96618E-008, 3.239E-010, 5.89876E-008, 6.82E-009
"PAMDRA",    6162.79,   0.97039,    11.00, 3.20493E-006, 5.2E-008, 1.77753E-008, 2.884E-010, 5.33276E-008, 6.714E-009
"DUMA4",    6156.39,   0.96938,    11.00, 3.20205E-006, 5.201E-008, 1.89335E-008, 3.075E-010, 5.68026E-008, 6.721E-009
"PLSDRA",    6139.89,   0.96678,    11.00, 3.19465E-006, 5.203E-008, 2.59714E-008, 4.23E-010, 7.79168E-008, 6.741E-009
"SSU_UPTWRES_IR1",    6134.23,   0.96589,    11.00, 3.1921E-006, 5.204E-008, 2.62442E-008, 4.278E-010, 7.87352E-008, 6.747E-009
"ATRIA_1",    6133.21,   0.96573,    11.00, 3.19158E-006, 5.204E-008, 1.82159E-008, 2.97E-010, 5.46499E-008, 6.747E-009
"HAWKER",    6126.79,   0.96472,    11.00, 3.18869E-006, 5.204E-008, 2.03555E-008, 3.322E-010, 6.10683E-008, 6.754E-009
"PRMTE",    6109.19,   0.96195,    11.00, 3.18095E-006, 5.207E-008, 4.0104E-008, 6.565E-010, 1.20315E-007, 6.778E-009
"PRMTA",    6101.11,   0.96068,    11.00, 3.17733E-006, 5.208E-008, 4.05549E-008, 6.647E-010, 1.21667E-007, 6.787E-009
"PMONTB",    6097.51,   0.96011,    11.00, 3.17573E-006, 5.208E-008, 4.30009E-008, 7.052E-010, 1.29006E-007, 6.792E-009
"DUMA7",    6154.37,   0.96906,    11.00, 3.20115E-006, 5.201E-008, 1.78853E-008, 2.906E-010, 5.36575E-008, 6.724E-009
"HAUS",    6142.28,   0.96716,    11.00, 3.19575E-006, 5.203E-008, 2.08317E-008, 3.392E-010, 6.24979E-008, 6.738E-009
"DUMA6",    6111.56,   0.96232,    11.00, 3.18208E-006, 5.207E-008, 3.8464E-008, 6.294E-010, 1.15394E-007, 6.776E-009
"DUMA13",    6088.27,   0.95865,    11.00, 3.17176E-006, 5.21E-008, 5.47629E-008, 8.995E-010, 1.64291E-007, 6.806E-009
"SSU_DUMA5_IM2",    6082.14,   0.95769,    11.00, 3.16903E-006, 5.21E-008, 5.51175E-008, 9.062E-010, 1.65355E-007, 6.813E-009
"PLNGI_B",    6158.34,   0.96969,    11.00, 3.20292E-006, 5.201E-008, 1.78305E-008, 2.895E-010, 5.34937E-008, 6.719E-009
"PLNGI_D",    6157.69,   0.96958,    11.00, 3.20262E-006, 5.201E-008, 1.78391E-008, 2.897E-010, 5.35198E-008, 6.72E-009
"PDTLITRAK",    6111.94,   0.96238,    11.00, 3.18206E-006, 5.206E-008, 1.86265E-008, 3.048E-010, 5.58819E-008, 6.772E-009
"DUMA12",    6090.67,   0.95903,    11.00, 3.1725E-006, 5.209E-008, 1.91126E-008, 3.138E-010, 5.73404E-008, 6.797E-009
"TMNGH4",    6074.15,   0.95643,    11.00, 3.1651E-006, 5.211E-008, 2.56153E-008, 4.217E-010, 7.68484E-008, 6.817E-009
"SSU_TMEGAH3_IR1",    6067.32,   0.95536,    11.00, 3.16204E-006, 5.212E-008, 2.94783E-008, 4.859E-010, 8.84369E-008, 6.825E-009
"TMNGH2",    6063.41,   0.95474,    11.00, 3.16029E-006, 5.212E-008, 3.18592E-008, 5.254E-010, 9.55803E-008, 6.83E-009
"SPRK9",    6066.74,   0.95526,    11.00, 3.1617E-006, 5.212E-008, 1.97213E-008, 3.251E-010, 5.91661E-008, 6.825E-009
"BOMBA",    6062.31,   0.95457,    11.00, 3.15971E-006, 5.212E-008, 2.10907E-008, 3.479E-010, 6.32744E-008, 6.83E-009
"SPRK8",    6051.24,   0.95282,    11.00, 3.15474E-006, 5.213E-008, 2.61785E-008, 4.326E-010, 7.85377E-008, 6.843E-009
"SSU_UPTWRES_IM2",    6150.88,   0.96851,    11.00, 3.19956E-006, 5.202E-008, 2.02433E-008, 3.291E-010, 6.07323E-008, 6.727E-009
"MAYBANK",     6142.8,   0.96724,    11.00, 3.19592E-006, 5.203E-008, 2.05287E-008, 3.342E-010, 6.15883E-008, 6.737E-009
"DUMA8",    6141.53,   0.96704,    11.00, 3.19535E-006, 5.203E-008, 2.10054E-008, 3.42E-010, 6.30186E-008, 6.738E-009
"SSU_DSARCNTR_IR1",    6162.68,   0.97037,    11.00, 3.20487E-006, 5.2E-008, 1.7775E-008, 2.884E-010, 5.3327E-008, 6.714E-009
"DUMA9",    6112.72,    0.9625,    11.00, 3.18235E-006, 5.206E-008, 1.86079E-008, 3.044E-010, 5.58257E-008, 6.77E-009
"DUMA1",    6091.66,   0.95919,    11.00, 3.17285E-006, 5.209E-008, 1.90838E-008, 3.133E-010, 5.72539E-008, 6.794E-009
"ELITE",    6084.14,     0.958,    11.00, 3.16946E-006, 5.209E-008, 1.92708E-008, 3.167E-010, 5.78146E-008, 6.803E-009
"DUMA10",    6142.49,   0.96719,    11.00, 3.19577E-006, 5.203E-008, 1.80569E-008, 2.94E-010, 5.41728E-008, 6.737E-009
"BALAIPOLIS",    6142.26,   0.96715,    11.00, 3.19567E-006, 5.203E-008, 1.80606E-008, 2.94E-010, 5.41836E-008, 6.737E-009
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
