Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"ELITE",    6404.61,    1.0085,    11.00, 1.66612E-005, 2.601E-007, 5.09376E-005, 7.953E-007, 0.000152813, 1.947E-007
"PAMDRA",     6200.5,   0.97633,    11.00, 5.51455E-006, 8.894E-008, 1.43423E-007, 2.313E-009, 4.30271E-007, 4.238E-008
"DUMA4",    6250.85,   0.98425,    11.00, 5.55243E-006, 8.883E-008, 1.94657E-007, 3.114E-009, 5.83971E-007, 4.226E-008
"PLSDRA",    6360.31,    1.0015,    11.00, 5.63656E-006, 8.862E-008, 3.8038E-007, 5.981E-009, 1.14114E-006, 4.205E-008
"PRMTE",    6281.95,   0.98915,    11.00, 5.5743E-006, 8.874E-008, 3.01848E-007, 4.805E-009, 9.05544E-007, 4.214E-008
"PRMTA",    6299.44,   0.99191,    11.00, 5.58725E-006, 8.869E-008, 3.05199E-007, 4.845E-009, 9.15598E-007, 4.209E-008
"PMONTB",    6316.02,   0.99452,    11.00, 5.59983E-006, 8.866E-008, 3.33042E-007, 5.273E-009, 9.99124E-007, 4.206E-008
"PLNGI_B",    6263.46,   0.98624,    11.00, 5.55949E-006, 8.876E-008, 1.45277E-007, 2.319E-009, 4.35831E-007, 4.218E-008
"PLNGI_D",    6304.99,   0.99278,    11.00, 5.58944E-006, 8.865E-008, 1.46817E-007, 2.329E-009, 4.40453E-007, 4.206E-008
"SPRK9",    6455.39,    1.0165,    11.00, 5.7033E-006, 8.835E-008, 1.64895E-007, 2.554E-009, 4.94685E-007, 4.172E-008
"BOMBA",    6471.78,     1.019,    11.00, 5.71575E-006, 8.832E-008, 1.79727E-007, 2.777E-009, 5.39182E-007, 4.168E-008
"SPRK8",    6512.64,    1.0255,    11.00, 5.74699E-006, 8.824E-008, 2.3071E-007, 3.542E-009, 6.92128E-007, 4.161E-008
"SSU_DSARCNTR_IR1",    6226.28,   0.98038,    11.00, 5.53256E-006, 8.886E-008, 1.43806E-007, 2.31E-009, 4.31419E-007, 4.229E-008
"DUMA10",    6362.56,    1.0018,    11.00, 5.63207E-006, 8.852E-008, 1.51089E-007, 2.375E-009, 4.53268E-007, 4.192E-008
"BALAIPOLIS",    6364.44,    1.0021,    11.00, 5.63342E-006, 8.851E-008, 1.51201E-007, 2.376E-009, 4.53604E-007, 4.191E-008
"SSU_UPTWRES_IR1",    6375.75,    1.0039,    11.00, 5.64821E-006, 8.859E-008, 3.8354E-007, 6.016E-009, 1.15062E-006, 4.201E-008
"PPU_DUMA_VCB1",          0,         0,    33.00,          0,        0,          0,        0,          0,        0
