Bus,  V1,  p.u.,Base kV, V2, %V2/V1, V0, %V0/V1, Vresidual, %NEMA
"PPU_DUMA_33KV",    18891.2,   0.99153,    33.00, 1.33183E-005, 7.05E-008, 1.23939E-006, 6.561E-009, 3.71815E-006, 4.276E-008
"PPU_DUMA_11KV_A",    6185.45,   0.97396,    11.00, 5.50348E-006, 8.897E-008, 1.42915E-007, 2.311E-009, 4.28746E-007, 4.242E-008
"PPU_DUMA_11KV_B",     6043.5,    0.9516,    11.00, 1.65982E-005, 2.746E-007, 4.81623E-005, 7.969E-007, 0.000144487, 2.12E-007
"RPPLNGI2",    6171.44,   0.97175,    11.00, 1.66108E-005, 2.692E-007, 4.91474E-005, 7.964E-007, 0.000147442, 2.054E-007
"PDTJLNMASJID",    6268.46,   0.98703,    11.00, 1.66233E-005, 2.652E-007, 4.9892E-005, 7.959E-007, 0.000149676, 2.007E-007
"BELLA",    6333.61,   0.99728,    11.00, 1.66331E-005, 2.626E-007, 5.03911E-005, 7.956E-007, 0.000151173, 1.976E-007
"PSTPDGN",    6366.31,    1.0024,    11.00, 1.66384E-005, 2.614E-007, 5.06415E-005, 7.955E-007, 0.000151925, 1.961E-007
"ATRIA_1",    6236.74,   0.98203,    11.00, 1.66155E-005, 2.664E-007, 4.95732E-005, 7.949E-007, 0.00014872, 2.024E-007
"HAWKER",    6268.43,   0.98702,    11.00, 1.65537E-005, 2.641E-007, 5.03056E-005, 8.025E-007, 0.000150917, 1.984E-007
"DUMA7",    6093.58,   0.95949,    11.00, 1.85776E-005, 3.049E-007, 4.9637E-005, 8.146E-007, 0.000148911, 2.329E-007
"HAUS",    6202.42,   0.97663,    11.00, 2.16192E-005, 3.486E-007, 0.000252687, 4.074E-006, 0.00075806, 3.046E-007
"DUMA6",    6499.17,    1.0234,    11.00, 3.6494E-005, 5.615E-007, 0.00109885, 1.691E-005, 0.00329655, 5.378E-007
"DUMA13",    6770.73,    1.0661,    11.00, 5.49652E-005, 8.118E-007,  0.0020138, 2.974E-005, 0.00604141, 7.65E-007
"SSU_DUMA5_IM2",    6804.13,    1.0714,    11.00, 5.83101E-005, 8.57E-007, 0.00202484, 2.976E-005, 0.00607451, 8.086E-007
"PDTLITRAK",    6378.21,    1.0043,    11.00, 1.65104E-005, 2.589E-007, 5.16669E-005, 8.101E-007, 0.000155001, 1.927E-007
"DUMA12",    6516.08,     1.026,    11.00, 1.64611E-005, 2.526E-007, 5.31427E-005, 8.156E-007, 0.000159428, 1.851E-007
"TMNGH4",     6649.9,    1.0471,    11.00, 1.64243E-005, 2.47E-007, 6.87549E-005, 1.034E-006, 0.000206265, 1.794E-007
"SSU_TMEGAH3_IR1",    6703.16,    1.0555,    11.00, 1.64008E-005, 2.447E-007, 7.51566E-005, 1.121E-006, 0.00022547, 1.771E-007
"TMNGH2",    6725.34,     1.059,    11.00, 1.63875E-005, 2.437E-007, 7.7876E-005, 1.158E-006, 0.000233628, 1.763E-007
"SSU_UPTWRES_IM2",    6093.77,   0.95952,    11.00, 1.65843E-005, 2.722E-007, 5.27902E-005, 8.663E-007, 0.000158371, 2.09E-007
"MAYBANK",     6171.5,   0.97176,    11.00, 1.65783E-005, 2.686E-007, 5.33764E-005, 8.649E-007, 0.000160129, 2.049E-007
"DUMA8",     6186.4,   0.97411,    11.00, 1.65817E-005, 2.68E-007, 5.45409E-005, 8.816E-007, 0.000163623, 2.043E-007
"DUMA9",    6274.57,   0.98799,    11.00, 1.66357E-005, 2.651E-007, 4.99466E-005, 7.96E-007, 0.00014984, 2.006E-007
"DUMA1",    6370.23,    1.0031,    11.00, 1.66541E-005, 2.614E-007, 5.06762E-005, 7.955E-007, 0.000152029, 1.962E-007
